iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2
1,13.9488,0.0496453,24.9983,0.151901,45.9625,0.836719,21.9218,0.612718
2,13.9861,0.0447535,24.8954,0.14754,43.3334,0.751266,21.827,0.536091
3,13.9925,0.0438074,24.933,0.144628,42.1594,0.730692,21.5852,0.501654
4,13.9969,0.0439634,24.9803,0.140971,41.5044,0.727271,21.4666,0.491694
5,13.9855,0.0427801,25.0189,0.140638,40.7346,0.732869,21.5568,0.497931
6,13.9648,0.042516,25.0047,0.141882,40.5112,0.732376,21.3951,0.480266
7,13.9619,0.0424943,25.0917,0.140545,40.6985,0.732447,20.8887,0.472283
8,13.9863,0.0421448,25.1203,0.139096,41.3093,0.73699,20.7518,0.487826
9,13.9909,0.0420292,25.1386,0.138458,40.8896,0.72799,20.8273,0.496807
10,13.9911,0.0419563,25.1878,0.139068,40.3732,0.723903,20.8983,0.502104
11,13.9958,0.042142,25.2805,0.139289,39.957,0.721555,20.6496,0.499057
12,13.986,0.0420585,25.3093,0.138338,40.4161,0.72321,20.4334,0.49387
13,13.9792,0.042473,25.3143,0.137225,40.2742,0.716798,20.4045,0.495358
14,13.9781,0.0424154,25.3245,0.13717,40.6981,0.716297,20.5171,0.492454
15,13.9797,0.0426648,25.2804,0.137165,41.4668,0.724724,20.6304,0.492283
16,13.9889,0.0423972,25.246,0.13977,42.0566,0.732174,20.8078,0.495661
17,13.9854,0.0423133,25.2515,0.140332,42.5404,0.742447,20.751,0.493236
18,13.9807,0.0422126,25.2227,0.140197,42.5602,0.741222,20.7025,0.49407
19,13.9777,0.0420131,25.188,0.142089,42.4014,0.738818,20.7349,0.49457
20,13.9706,0.0420431,25.1613,0.143888,42.9403,0.74373,20.764,0.493789
21,13.9702,0.0419515,25.1569,0.144268,43.1026,0.744701,20.6653,0.495411
22,13.9701,0.0416377,25.1515,0.144121,42.7931,0.741716,20.5761,0.492283
23,13.9689,0.041549,25.1714,0.143644,42.6731,0.741801,20.5354,0.491471
24,13.9738,0.0418704,25.1997,0.143054,42.2067,0.742576,20.5104,0.489256
25,13.968,0.0416314,25.2414,0.143133,41.8764,0.739573,20.5068,0.488712
26,13.9715,0.0414651,25.2627,0.143454,41.5314,0.744586,20.5992,0.486613
27,13.973,0.0413103,25.2828,0.143606,41.3308,0.748498,20.7038,0.487191
28,13.9758,0.0413174,25.2984,0.143457,41.2752,0.747832,20.7009,0.48725
29,13.9775,0.0412088,25.304,0.143574,41.3403,0.747907,20.6138,0.489208
30,13.9785,0.0412812,25.3061,0.143415,41.3402,0.747456,20.6316,0.491594
31,13.9791,0.0412216,25.2964,0.143407,41.1411,0.745788,20.603,0.490627
32,13.9812,0.0411668,25.2999,0.142935,40.7686,0.74286,20.6095,0.489331
33,13.9806,0.0410469,25.3272,0.142515,40.4621,0.742979,20.6547,0.487471
34,13.9792,0.0408934,25.3298,0.142273,40.366,0.742344,20.7038,0.488026
35,13.9833,0.0408586,25.3329,0.142038,40.3671,0.746032,20.6856,0.488839
36,13.9829,0.0409322,25.3562,0.142031,40.0908,0.745885,20.657,0.490413
37,13.9832,0.0409433,25.3778,0.141935,39.9096,0.743679,20.6487,0.489392
38,13.9823,0.0408955,25.4013,0.141552,39.727,0.74169,20.646,0.488291
39,13.9859,0.0410138,25.4263,0.141559,39.52,0.741824,20.6233,0.489123
40,13.989,0.0409644,25.4384,0.141466,39.538,0.739645,20.6523,0.488213
41,13.9858,0.0410051,25.429,0.141647,39.6214,0.736591,20.7346,0.489144
42,13.9881,0.0412266,25.4313,0.141705,39.5563,0.734908,20.7443,0.489217
43,13.9868,0.0412122,25.4341,0.142151,39.4833,0.734434,20.7457,0.489401
44,13.9869,0.0412407,25.4339,0.142424,39.5638,0.734415,20.8173,0.490794
45,13.9867,0.0412739,25.4257,0.142365,39.5412,0.732552,20.8228,0.492942
46,13.9859,0.0414033,25.4296,0.142715,39.5126,0.730595,20.8704,0.495059
47,13.9845,0.0414133,25.4216,0.143179,39.5301,0.729888,20.8718,0.4966
48,13.9862,0.0414671,25.421,0.143339,39.4627,0.728646,20.867,0.497801
49,13.9877,0.0414524,25.4174,0.143528,39.4874,0.729637,20.849,0.497996
50,13.9902,0.0414952,25.4188,0.143223,39.4309,0.727083,20.8452,0.497345
51,13.9908,0.0413728,25.4112,0.143042,39.257,0.725186,20.8383,0.498429
52,13.9899,0.0413888,25.4106,0.142485,39.3235,0.723778,20.8456,0.498706
53,13.9925,0.0413264,25.4173,0.14239,39.231,0.723291,20.8207,0.49804
54,13.9955,0.0413422,25.4282,0.142541,39.1773,0.723332,20.7713,0.498073
55,13.9959,0.0412806,25.4336,0.142562,39.3415,0.72447,20.748,0.497572
56,13.9934,0.0412105,25.4419,0.142521,39.3959,0.726261,20.7608,0.500019
57,13.9924,0.041204,25.4538,0.142676,39.3933,0.725677,20.7831,0.501501
58,13.9917,0.041198,25.465,0.142908,39.4893,0.724715,20.7858,0.501868
59,13.9898,0.0411669,25.4655,0.143305,39.4078,0.722803,20.7871,0.502592
60,13.9873,0.0411739,25.4626,0.143508,39.3362,0.720514,20.7547,0.501679
61,13.9876,0.0412392,25.4517,0.143629,39.6002,0.720265,20.7234,0.500924
62,13.9916,0.0412344,25.4389,0.143679,39.7657,0.720115,20.7322,0.500644
63,13.9918,0.0411953,25.4314,0.143743,39.7592,0.717948,20.7639,0.501337
64,13.9904,0.0412432,25.4327,0.143569,39.6764,0.71657,20.7548,0.499836
65,13.9887,0.0412068,25.4312,0.143322,39.6924,0.714505,20.7558,0.499314
66,13.9867,0.0411464,25.434,0.143153,39.792,0.713017,20.7277,0.497888
67,13.9855,0.0412419,25.4287,0.14332,39.6948,0.711208,20.7883,0.499041
68,13.9835,0.0413138,25.4312,0.142973,39.646,0.70973,20.8336,0.498322
69,13.9828,0.0413386,25.4245,0.14343,39.6193,0.708298,20.854,0.497543
70,13.9819,0.0412916,25.4238,0.143216,39.6126,0.706568,20.8349,0.498274
71,13.9842,0.0413091,25.4331,0.143128,39.5852,0.705368,20.7983,0.498618
72,13.9869,0.0413678,25.4345,0.142916,39.5531,0.703437,20.7508,0.498936
73,13.9864,0.0413645,25.4411,0.143062,39.4456,0.70146,20.7248,0.498263
74,13.9873,0.0413579,25.444,0.14305,39.369,0.70042,20.72,0.499344
75,13.9862,0.0413457,25.4573,0.142917,39.3408,0.70032,20.7256,0.499109
76,13.9876,0.0413287,25.4557,0.142755,39.3457,0.700026,20.7705,0.498845
77,13.9879,0.0412979,25.4588,0.14265,39.3844,0.700663,20.7547,0.498544
78,13.9877,0.0412672,25.4608,0.142387,39.3101,0.700504,20.7207,0.497343
79,13.9878,0.0412873,25.4592,0.142255,39.2386,0.700279,20.7,0.4975
80,13.9882,0.0413067,25.4599,0.142322,39.1635,0.699146,20.6965,0.498046
81,13.9868,0.0412975,25.458,0.142295,39.0919,0.697991,20.6864,0.497132
82,13.9881,0.0413184,25.46,0.142282,39.1574,0.698187,20.6645,0.497206
83,13.9896,0.041311,25.468,0.142447,39.1086,0.69718,20.6432,0.4976
84,13.991,0.0413155,25.4729,0.142624,39.0799,0.697336,20.628,0.496796
85,13.9914,0.0412713,25.4758,0.142902,39.0399,0.698016,20.6147,0.498259
86,13.9925,0.0412601,25.4805,0.143092,39.0864,0.700329,20.5941,0.497763
87,13.9926,0.0412367,25.484,0.143389,39.0514,0.701021,20.5947,0.497709
88,13.993,0.0412959,25.4875,0.143598,39.0438,0.701285,20.5869,0.498734
89,13.9947,0.0413848,25.4926,0.143507,39.04,0.700992,20.5632,0.499123
90,13.9941,0.0414007,25.504,0.143367,39.028,0.701057,20.5937,0.500911
91,13.9935,0.041431,25.5065,0.143199,38.9754,0.699818,20.6046,0.501053
92,13.9937,0.0414479,25.5053,0.143342,38.9295,0.698487,20.5804,0.501023
93,13.9944,0.0414882,25.5093,0.143051,38.9219,0.697071,20.5563,0.501208
94,13.9945,0.0414739,25.5134,0.142977,38.9154,0.697976,20.5443,0.501404
95,13.9942,0.0414443,25.5115,0.142817,38.9151,0.696975,20.5396,0.501955
96,13.993,0.0414522,25.5164,0.142614,38.8493,0.696555,20.547,0.502286
97,13.993,0.0415089,25.5262,0.142429,38.8606,0.696453,20.566,0.501795
98,13.9931,0.0414933,25.5234,0.142373,38.8793,0.696737,20.5502,0.501869
99,13.9914,0.0415837,25.5224,0.142415,38.889,0.696287,20.5939,0.501711
100,13.9919,0.0415557,25.5222,0.142558,39.1681,0.698884,20.5936,0.501556
101,13.9919,0.041541,25.5187,0.142669,39.2142,0.700289,20.5898,0.500766
102,13.9933,0.0415242,25.512,0.142725,39.2597,0.700511,20.5718,0.500263
103,13.9944,0.0415353,25.5051,0.142888,39.3333,0.700975,20.5487,0.499999
104,13.9952,0.0415498,25.5027,0.142879,39.3465,0.701074,20.5391,0.499331
105,13.9949,0.0415918,25.4987,0.142824,39.4121,0.701103,20.5297,0.498673
106,13.994,0.0416772,25.5017,0.142674,39.4266,0.700531,20.5809,0.499312
107,13.9932,0.0416694,25.4997,0.142566,39.3905,0.700436,20.6248,0.499873
108,13.9931,0.041726,25.4977,0.142653,39.4027,0.701565,20.6583,0.500625
109,13.9927,0.041741,25.4921,0.142809,39.4282,0.702259,20.694,0.501358
110,13.9936,0.0417221,25.4905,0.142755,39.3945,0.701898,20.6886,0.501211
111,13.9939,0.0416896,25.488,0.142829,39.3762,0.701024,20.7064,0.501123
112,13.9942,0.0416682,25.4858,0.142716,39.3077,0.69946,20.6857,0.50059
113,13.994,0.0416453,25.4923,0.14275,39.2314,0.698678,20.7114,0.501335
114,13.994,0.0416076,25.4963,0.14272,39.1913,0.698464,20.7121,0.501865
