iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,505.745,1,13.5088,24.1422,13.1053,1.5,0,1.5,1.5,1.5,1.5
2,507.629,1,21.4614,22.0011,20.6239,1.53356,-0.399361,1.46202,1.46202,1.46202,1.46202
3,501.765,1,21.4918,21.3891,21.6472,1.50847,-0.400978,1.425,1.425,1.425,1.425
4,499.834,1,21.3301,20.861,20.8911,1.51014,-0.399938,1.38892,1.38892,1.38892,1.38892
5,491.328,1,21.0075,21.0585,21.0562,1.4719,-0.386145,1.35375,1.35375,1.35375,1.35375
6,481.677,1,20.9163,20.6392,19.719,1.43463,-0.381068,1.31947,1.31947,1.31947,1.31947
7,483.407,1,21.0961,20.7144,18.0418,1.45426,-0.387878,1.28606,1.28606,1.28606,1.28606
8,481.89,1,20.8716,20.8045,19.2008,1.44482,-0.379662,1.2535,1.2535,1.2535,1.2535
9,476.752,1,20.6431,20.7603,18.8703,1.42814,-0.36954,1.22176,1.22176,1.22176,1.22176
10,484.422,1,20.7443,20.2967,18.3512,1.51646,-0.377581,1.19082,1.19082,1.19082,1.19082
11,489.401,1,20.5208,20.5407,18.1897,1.56075,-0.373492,1.16067,1.16067,1.16067,1.16067
12,480.637,1,20.5273,20.6795,18.0051,1.52123,-0.368346,1.13128,1.13128,1.13128,1.13128
13,479.716,1,20.3024,20.6852,16.5831,1.48271,-0.3578,1.10264,1.10264,1.10264,1.10264
14,475.103,1,20.8142,20.8186,16.4913,1.44517,-0.368233,1.07472,1.07472,1.07472,1.07472
15,470.95,1,20.6214,20.7986,16.1302,1.44867,-0.366698,1.04751,1.04751,1.04751,1.04751
16,472.003,1,20.4469,21.3896,17.1055,1.47145,-0.361476,1.02098,1.02098,1.02098,1.02098
17,463.955,1,20.7604,21.0265,16.7407,1.43419,-0.36732,0.995131,0.995131,0.995131,0.995131
18,460.816,1,20.5506,21.5388,16.2127,1.43494,-0.358467,0.969933,0.969933,0.969933,0.969933
19,458.553,1,20.6883,21.4787,16.037,1.41565,-0.36376,0.945374,0.945374,0.945374,0.945374
