iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,658.794,1,20.56,24.431,12.7157,1,0.3,-0.410671,1,1,1,1
2,653.937,1,15.3588,23.5301,17.5309,0.95,0.285,-0.00257306,0.974679,0.974679,0.974679,0.974679
3,640.662,1,16.6891,23.4486,17.3131,0.9025,0.27075,-0.0525402,0.95,0.95,0.95,0.95
4,619.871,1,16.2063,24.0921,20.5562,0.857375,0.257212,-0.0248455,0.925945,0.934783,0.925945,0.925945
5,617.967,1,17.0593,23.1254,19.1708,0.814506,0.244352,-0.0928519,0.9025,1.00019,0.9025,0.9025
6,612.326,1,17.1517,23.237,16.5879,0.773781,0.232134,-0.0985649,0.879648,1.10014,0.879648,0.879648
7,607.761,1,15.9914,22.5901,16.2529,0.735092,0.220528,-0.0420226,0.857375,1.07228,0.857375,0.857375
8,604.837,1,15.0323,22.8102,17.3171,0.698337,0.209501,0.042732,0.835666,1.04513,0.835666,0.835666
9,590.954,1,14.8324,22.2069,17.6,0.66342,0.199026,0.0368283,0.814506,1.01867,0.814506,0.814506
10,590.418,1,14.8477,21.0006,15.0394,0.630249,0.189075,0.00868729,0.793882,1.20893,0.793882,0.793882
11,596.228,1,15.9273,21.9879,16.5306,0.598737,0.179621,-0.0793078,0.773781,1.26388,0.773781,0.773781
12,594.361,1,17.3356,22.5477,16.4762,0.5688,0.17064,-0.153851,0.754188,1.23188,0.754188,0.754188
13,582.16,1,17.1103,23.0809,14.8273,0.54036,0.162108,-0.143039,0.735092,1.20069,0.735092,0.765165
14,571.657,1,18.2925,22.9322,15.3702,0.513342,0.154003,-0.20929,0.716479,1.17118,0.716479,0.745791
15,562.706,1,16.8679,23.5859,17.1728,0.487675,0.146302,-0.113159,0.698337,1.14153,0.698337,0.726907
16,557.601,1,17.2751,23.6442,16.0413,0.463291,0.138987,-0.141626,0.680655,1.16639,0.680655,0.724916
17,548.33,1,17.342,24.4101,16.3446,0.440127,0.132038,-0.151665,0.66342,1.13686,0.66342,0.70656
18,543.872,1,18.1487,24.9847,16.2582,0.41812,0.125436,-0.177731,0.646622,1.11908,0.646622,0.68867
19,543.323,1,17.682,25.2818,17.8054,0.397214,0.119164,-0.148991,0.630249,1.24454,0.630249,0.671232
20,534.642,1,16.3362,25.1838,17.632,0.377354,0.113206,-0.0663078,0.614291,1.21303,0.614291,0.71985
21,512.019,1,16.5172,25.477,19.9759,0.914507,0.100395,-0.0696219,0.598737,1.18231,0.598737,0.759725
22,511.152,1,17.1834,24.7602,18.5078,1.02561,0.0921311,-0.116831,0.583577,1.20088,0.583577,0.740489
23,509.19,1,17.518,24.8751,18.8887,1.24337,0.0820215,-0.149267,0.5688,1.17048,0.5688,0.721739
24,508.225,1,17.7524,24.878,17.548,1.16568,0.0871245,-0.154678,0.554398,1.17737,0.554398,0.703464
25,507.783,1,16.9299,24.3471,18.5659,1.18319,0.0815885,-0.103177,0.54036,1.18669,0.54036,0.806503
26,506.614,1,17.2878,24.4808,15.6699,1.2429,0.0775241,-0.121677,0.526678,1.19044,0.526678,0.84427
27,496.866,1,17.3258,24.8063,16.1417,1.18075,0.0736479,-0.1316,0.513342,1.16029,0.513342,0.998504
28,497.86,1,17.72,26.4737,16.4693,1.33823,0.066929,-0.150366,0.500344,1.13484,0.500344,0.973221
29,494.747,1,17.5384,26.2386,17.0395,1.4388,0.059641,-0.143911,0.487675,1.1061,0.487675,1.01369
30,489.417,1,17.217,26.5784,16.9638,1.38491,0.0617655,-0.131515,0.475327,1.0781,0.475327,0.988024
31,483.324,1,17.5244,26.8381,17.0647,1.31567,0.0586773,-0.137199,0.463291,1.0696,0.463291,1.04768
32,485.49,1,17.0047,26.579,14.3967,1.34427,0.0587526,-0.11699,0.45156,1.1177,0.45156,1.02115
33,483.892,1,17.6896,26.446,14.5648,1.53055,0.04896,-0.142832,0.440127,1.09132,0.440127,0.995297
34,477.107,1,17.6067,26.1632,14.4525,1.49581,0.0451936,-0.14148,0.428982,1.07975,0.428982,1.10106
35,476.701,1,17.2654,26.7516,13.3661,1.56099,0.0403745,-0.121679,0.41812,1.09636,0.41812,1.1011
36,463.746,1,17.4997,26.7781,11.9249,1.44296,0.0415423,-0.139485,0.407533,1.0686,0.407533,1.10084
37,448.187,1,17.479,27.2871,14.2999,1.37081,0.0394652,-0.136082,0.397214,1.07088,0.397214,1.07296
38,455.661,1,16.7394,26.7002,15.4013,1.28736,0.0469294,-0.0983329,0.387157,1.06917,0.387157,1.04848
39,452.864,1,16.3035,26.7888,14.1836,1.25121,0.0472968,-0.0719617,0.377354,1.07378,0.377354,1.05005
40,443.753,1,16.8065,26.0738,14.9994,1.33096,0.0412161,-0.103611,0.367799,1.04659,0.367799,1.02346
41,454.225,1,17.5977,26.5494,14.716,1.46793,0.0355273,-0.139061,0.358486,1.07008,0.358486,1.10042
42,443.96,1,17.6166,26.9851,14.5212,1.46783,0.0328399,-0.147839,0.349409,1.10639,0.349409,1.07255
43,439.897,1,17.7344,26.5943,13.4417,1.46769,0.0288438,-0.145765,0.340562,1.17561,0.340562,1.0454
44,445.634,1,17.2772,26.9735,12.2662,1.44698,0.0316726,-0.118401,0.331938,1.18284,0.331938,1.02184
45,444.954,1,17.2314,26.8621,12.8001,1.49312,0.0286556,-0.113407,0.323534,1.15405,0.323534,1.00961
46,437.437,1,17.9512,27.0915,13.2096,1.46859,0.0278755,-0.151964,0.315341,1.12483,0.315341,0.994912
47,433.51,1,16.9111,27.3798,15.3474,1.40984,0.0299955,-0.0976641,0.307357,1.09899,0.307357,0.969721
48,434.949,1,16.9551,27.9247,14.8667,1.26717,0.0401256,-0.102435,0.299574,1.07671,0.299574,1.03519
49,443.297,1,17.354,27.0849,13.8407,1.38362,0.0357142,-0.128708,0.291989,1.20549,0.291989,1.06152
50,447.369,1,17.3595,27.6366,11.9117,1.42077,0.037299,-0.127523,0.284596,1.18463,0.284596,1.04448
51,443.523,1,17.5186,27.7021,12.1103,1.43638,0.0325411,-0.123022,0.27739,1.2601,0.27739,1.0662
52,444.853,1,17.3857,27.1916,12.5391,1.45161,0.0303586,-0.122435,0.270366,1.22819,0.270366,1.21705
53,449.847,1,17.3867,27.034,13.3297,1.45164,0.0315633,-0.124458,0.26352,1.28946,0.26352,1.26253
54,445.462,1,17.5261,26.9504,12.0527,1.43067,0.031572,-0.131782,0.256848,1.25681,0.256848,1.23057
55,445.39,1,17.338,26.9577,12.0362,1.48805,0.0277475,-0.132286,0.250344,1.22499,0.2538,1.22126
56,442.939,1,17.4264,26.8019,11.6541,1.48804,0.0273053,-0.12601,0.244005,1.19397,0.247373,1.29541
57,435.596,1,17.1685,26.7732,12.423,1.48792,0.0235949,-0.118272,0.237827,1.16374,0.256484,1.26261
58,440.296,1,16.9771,26.8574,12.8338,1.53218,0.0253326,-0.104748,0.231805,1.13427,0.25475,1.23064
59,433.051,1,17.3126,26.9349,10.8616,1.50836,0.0222235,-0.129661,0.225936,1.10555,0.253115,1.19948
60,428.763,1,17.1601,26.7072,12.2088,1.47346,0.0235714,-0.114736,0.224305,1.07756,0.248123,1.1691
61,426.25,1,17.2493,26.3401,13.6649,1.44234,0.0234419,-0.12134,0.223451,1.05027,0.249225,1.1395
62,425.467,1,17.4821,26.7832,12.6226,1.49986,0.0198969,-0.136193,0.229692,1.02368,0.243301,1.11065
63,429.431,1,17.5356,26.5901,13.9608,1.51655,0.0219142,-0.141478,0.223876,0.997759,0.237141,1.12658
64,431.521,1,17.0963,27.0095,13.8352,1.48567,0.0225034,-0.111201,0.230181,1.10533,0.231417,1.14557
65,421.422,1,17.2872,27.3303,12.8828,1.41139,0.0213782,-0.127595,0.233825,1.14482,0.235516,1.1236
66,423.726,1,17.4097,27.8064,12.537,1.44722,0.0162711,-0.139322,0.227904,1.16782,0.241013,1.18989
67,423.908,1,17.7031,27.8154,13.4312,1.50052,0.0119425,-0.155646,0.231096,1.13825,0.237416,1.18334
68,418.844,1,18.1547,27.6123,15.5257,1.484,2.22045e-16,-0.177306,0.225245,1.17659,0.242921,1.19566
69,423.566,1,17.5163,27.4591,14.7051,1.49732,0.00893693,-0.131482,0.230244,1.1468,0.236974,1.26492
70,422.742,1,17.1597,26.7696,16.6635,1.42856,0.0162807,-0.117888,0.234469,1.14346,0.254117,1.2329
71,424.562,1,17.3722,26.1957,13.9148,1.49302,0.0133934,-0.128355,0.235043,1.11451,0.265785,1.20168
72,429.187,1,16.9878,26.0606,14.4705,1.49315,0.0168762,-0.103003,0.231445,1.12926,0.268194,1.17125
73,434.173,1,17.3498,26.3599,13.468,1.50812,0.017822,-0.126516,0.225585,1.19794,0.273135,1.14159
74,438.279,1,17.8438,26.4792,13.1106,1.50826,0.0224112,-0.150881,0.225259,1.25955,0.266219,1.11269
75,433.413,1,17.2378,26.1778,14.0383,1.50827,0.0213634,-0.125095,0.227069,1.26134,0.259478,1.08451
76,428.953,1,17.5572,26.1694,14.5539,1.45691,0.0213854,-0.148626,0.224334,1.2294,0.252908,1.08097
77,434.228,1,17.5338,26.2389,14.3232,1.5026,0.0214103,-0.150663,0.218654,1.19827,0.25468,1.18534
78,432.657,1,17.4957,26.2595,14.2352,1.49025,0.0235708,-0.142143,0.220549,1.16793,0.256618,1.15533
79,430.63,1,17.0426,26.4373,13.583,1.49012,0.0192633,-0.105348,0.227125,1.19623,0.25012,1.14986
80,434.943,1,17.1611,26.2917,14.0061,1.49013,0.0187667,-0.10771,0.224988,1.29957,0.243787,1.2394
81,427.659,1,17.5523,25.978,13.7033,1.46389,0.0173709,-0.130721,0.221671,1.26667,0.247787,1.20802
82,428.586,1,17.6301,25.8855,13.9985,1.48154,0.0148033,-0.139745,0.230357,1.23459,0.241513,1.28417
