standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.74438,0.23035,-2.48118,0.0172136,-2.26139,0.0427504,-1.833,0.150666,All
-1.46387,0.0767834,-2.0641,0.0860682,-1.75757,0.128251,-1.54709,0.175777,All
-1.18336,0.588672,-1.64702,0.0860682,-1.25375,0.256503,-1.26118,0.200888,All
-0.902853,0.179161,-1.22993,0.172136,-0.749936,0.185252,-0.975272,0.301332,All
-0.622343,0.383917,-0.812854,0.292632,-0.246117,0.327753,-0.689362,0.477109,All
-0.341834,0.281539,-0.395773,0.550837,0.257701,0.555756,-0.403452,0.426887,All
-0.0613243,0.153567,0.0213082,0.481982,0.76152,0.399004,-0.117542,0.376665,All
0.219185,0.435106,0.438389,0.309846,1.26534,0.128251,0.168368,0.301332,All
0.499695,0.153567,0.85547,0.240991,1.76916,0.0712507,0.454279,0.25111,All
0.780204,0.332728,1.27255,0.172136,2.27298,0.0142501,0.740189,0.100444,All
1.06071,0.435106,1.68963,0.0516409,2.77679,0.0142501,1.0261,0.50222,All
1.34122,0.511889,2.10671,0.0344273,3.28061,0,1.31201,0.25111,All
1.62173,0.0767834,2.52379,0.0860682,3.78443,0.0142501,1.59792,0.25111,All
