parameter,value,se_lin,rse_lin
Cl_pop,20.6211496125189,4.02309077555179,19.5095368160726
beta_Cl_tSCRMGDL,-0.414678960726356,0.181993517737377,43.8878108063635
V1_pop,24.12338117612,2.16280958886245,8.96561544616076
Q_pop,23.4,,
V2_pop,12.8085339535407,2.99209082343717,23.3601350028827
omega_Cl,0.222959518897622,0.042524564116362,19.0727735360284
omega_V1,0.302569806661155,0.070978868538087,23.4586753124298
omega_Q,0.880617718431165,0.24819845164888,28.1845852580674
omega_V2,0.806592742082083,0.188949997813797,23.4257002271127
a,1.86667351209113,0.220125639494222,11.7924017279073
