parameter,value
Cl_pop,13.4861556088818
V1_pop,23.8818046809046
beta_V1_logtCLCRMLMIN,-1.36279037701489
beta_V1_logtPROGDL,-0.574005843464277
Q_pop,23.4
beta_Q_LMP_1,0.868745732504422
beta_Q_logtAGEA,1.33572863288905
beta_Q_logtALBGDL,17.5273134238417
beta_Q_logtPROGDL,-17.2128165650892
V2_pop,2.90707617349681
beta_V2_LMP_1,0.388900640236438
beta_V2_SEXF_1,4.14112531302509
beta_V2_logtHCM,34.8063841403352
omega_Cl,0.255662216564572
omega_V1,0.142177079573263
omega_Q,6.32995210151625e-8
omega_V2,7.81218517899586e-8
a,1.45938353988413
b,0.0378341377919985
