parameter,value,se_sa,rse_sa
Cl_pop,19.975202623178,3.7091400185703,18.5687228737616
beta_Cl_tSCRMGDL,-0.381592025943537,0.17355718407073,45.4823927836508
V1_pop,25.4683225928838,2.60796414714518,10.2400310724581
Q_pop,23.4,,
V2_pop,15.8085399297787,5.89026701518501,37.2600318647356
omega_Cl,0.204776903972033,0.0408147138872946,19.9313072400337
omega_V1,0.130386440176385,0.0750853535123029,57.586780811508
omega_Q,1.6036246109152,0.728280642975028,45.4146586437954
omega_V2,1.05067302615319,0.46801915486226,44.5447007025403
b,0.15533620663964,0.0164064071477559,10.5618693173167
