iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
3541,437.352,2,20.6231,28.3408,23.2333,13.2901,1.87836,-0.415358,0.223758,0.870286,0.310185,0.762312
3542,440.541,2,20.6235,28.3416,23.2336,13.2894,1.87833,-0.415375,0.223764,0.870284,0.310172,0.762331
3543,446.56,2,20.6238,28.3438,23.2337,13.2884,1.87833,-0.415389,0.223775,0.870289,0.310167,0.762313
3544,437.806,2,20.6239,28.3439,23.2338,13.288,1.87831,-0.415389,0.22378,0.87024,0.310153,0.762294
3545,439.909,2,20.6239,28.3432,23.2338,13.288,1.87829,-0.415386,0.223789,0.870179,0.310144,0.762288
3546,437.98,2,20.6243,28.3431,23.2338,13.288,1.87823,-0.415404,0.223788,0.87024,0.310132,0.762288
3547,437.979,2,20.6242,28.3433,23.2337,13.2882,1.87817,-0.415398,0.223792,0.870291,0.310116,0.762295
3548,446.376,2,20.6243,28.3445,23.2334,13.2884,1.87816,-0.415406,0.223795,0.8704,0.310098,0.762293
3549,450.244,2,20.6242,28.3446,23.2332,13.2884,1.87817,-0.4154,0.223792,0.870515,0.310084,0.762298
3550,443.1,2,20.624,28.3457,23.233,13.2885,1.87812,-0.415393,0.223798,0.870549,0.310078,0.762346
3551,439.842,2,20.6239,28.3473,23.2328,13.2884,1.87805,-0.415386,0.223797,0.870646,0.310066,0.762362
3552,445.345,2,20.6241,28.3488,23.2329,13.2888,1.87801,-0.415397,0.223799,0.870746,0.310068,0.762377
3553,442.898,2,20.6244,28.3485,23.2327,13.2886,1.87796,-0.41541,0.2238,0.870762,0.310064,0.762446
3554,439.008,2,20.6248,28.3498,23.2324,13.2887,1.8779,-0.415428,0.223801,0.870811,0.310056,0.762463
3555,437.829,2,20.6249,28.3498,23.2323,13.2888,1.87789,-0.415433,0.223797,0.870775,0.310036,0.762452
3556,450.798,2,20.625,28.3505,23.2321,13.289,1.87795,-0.415433,0.2238,0.870761,0.310015,0.762452
3557,443.001,2,20.6251,28.3519,23.2316,13.2889,1.87796,-0.415434,0.2238,0.87077,0.309991,0.762444
3558,429.689,2,20.6248,28.3534,23.2313,13.2884,1.8779,-0.415428,0.223799,0.870697,0.309975,0.762426
3559,448.822,2,20.6252,28.3554,23.2312,13.288,1.87794,-0.415449,0.223795,0.870734,0.309971,0.76238
3560,443.863,2,20.6254,28.3568,23.231,13.2876,1.87794,-0.415456,0.2238,0.870707,0.309965,0.762386
3561,451.782,2,20.6251,28.3583,23.2307,13.2877,1.878,-0.415439,0.223804,0.870695,0.309968,0.762343
3562,442.747,2,20.6252,28.3595,23.2305,13.2876,1.87801,-0.415445,0.223804,0.870621,0.309966,0.762333
3563,438.7,2,20.6255,28.3606,23.2304,13.2872,1.87797,-0.415452,0.223803,0.870616,0.30997,0.762322
3564,440.398,2,20.6252,28.3625,23.23,13.2867,1.87797,-0.415443,0.223796,0.870575,0.309969,0.76229
3565,435.788,2,20.6252,28.3643,23.2296,13.2865,1.87794,-0.415439,0.223796,0.870533,0.309965,0.762256
3566,445.704,2,20.6251,28.3648,23.2289,13.2862,1.87795,-0.415431,0.223795,0.870539,0.309964,0.762247
3567,443.626,2,20.625,28.3652,23.2285,13.2866,1.87797,-0.415436,0.223789,0.870534,0.309963,0.762209
3568,449.198,2,20.625,28.3655,23.2279,13.2865,1.87797,-0.415433,0.223787,0.870593,0.309978,0.762197
3569,445.138,2,20.6249,28.3664,23.227,13.2866,1.87796,-0.415431,0.223781,0.870621,0.31,0.762178
3570,440.056,2,20.6247,28.3673,23.2263,13.2873,1.87793,-0.415425,0.223781,0.870622,0.309998,0.762168
3571,440.264,2,20.6244,28.37,23.2257,13.2875,1.87791,-0.415414,0.223781,0.870622,0.309982,0.762162
3572,441.093,2,20.624,28.3725,23.2252,13.2874,1.8779,-0.415401,0.223786,0.870593,0.309968,0.762164
3573,438.932,2,20.6238,28.3742,23.2247,13.2872,1.87787,-0.415393,0.223787,0.870529,0.309955,0.762205
3574,451.276,2,20.6235,28.376,23.2238,13.2871,1.8779,-0.415381,0.22379,0.8705,0.309953,0.762279
3575,443.84,2,20.6231,28.3774,23.2233,13.2874,1.87789,-0.415364,0.223787,0.870501,0.309938,0.762337
3576,444.041,2,20.6228,28.3789,23.2228,13.2879,1.87789,-0.415353,0.223784,0.870536,0.309915,0.762335
3577,436.059,2,20.6227,28.379,23.2225,13.288,1.87784,-0.415352,0.223779,0.870557,0.309899,0.762354
3578,444.21,2,20.6226,28.3799,23.2219,13.2875,1.87781,-0.415351,0.223781,0.870554,0.309905,0.762394
3579,447.931,2,20.6226,28.3823,23.2212,13.2877,1.87781,-0.415347,0.223788,0.870571,0.309901,0.762425
3580,451.365,2,20.6226,28.3872,23.2205,13.2876,1.87782,-0.415348,0.223799,0.870625,0.309886,0.762447
3581,448.227,2,20.6224,28.391,23.2196,13.2881,1.87784,-0.415349,0.223807,0.870663,0.309874,0.762432
3582,449.579,2,20.6226,28.3945,23.2189,13.2885,1.87787,-0.415354,0.223808,0.870707,0.309873,0.762404
3583,447.615,2,20.6224,28.397,23.2182,13.2887,1.87792,-0.415341,0.223805,0.870675,0.309861,0.762402
3584,445.304,2,20.622,28.3977,23.2179,13.2886,1.87795,-0.415327,0.223802,0.870647,0.309843,0.762403
3585,446.442,2,20.6221,28.3976,23.2179,13.288,1.87797,-0.415328,0.223799,0.870595,0.309852,0.762396
3586,440.872,2,20.6222,28.3994,23.2179,13.2872,1.87797,-0.415333,0.223798,0.870582,0.309853,0.762347
3587,434.523,2,20.6223,28.4015,23.2179,13.2871,1.87794,-0.415338,0.223794,0.870547,0.309851,0.762284
3588,447.541,2,20.6227,28.403,23.2179,13.2872,1.87799,-0.415353,0.223798,0.870533,0.309841,0.762222
3589,437.854,2,20.6233,28.4029,23.2178,13.2868,1.87796,-0.415371,0.2238,0.870551,0.309833,0.762181
3590,440.647,2,20.6236,28.4047,23.2176,13.2863,1.87797,-0.415392,0.223798,0.870512,0.309819,0.762156
3591,451.285,2,20.6233,28.4065,23.2172,13.287,1.87803,-0.415378,0.223793,0.870517,0.309812,0.762141
3592,452.661,2,20.6228,28.4087,23.2166,13.2867,1.87806,-0.415364,0.223792,0.870591,0.309819,0.762116
3593,451.516,2,20.6228,28.4112,23.2158,13.2868,1.87809,-0.415363,0.223792,0.870645,0.309835,0.762084
3594,447.565,2,20.6228,28.4161,23.215,13.2867,1.87808,-0.415364,0.223796,0.870698,0.309846,0.762048
3595,443.119,2,20.6228,28.4191,23.214,13.2869,1.87808,-0.415363,0.223803,0.870674,0.309855,0.761994
3596,440.858,2,20.6231,28.4237,23.2131,13.2867,1.87806,-0.41537,0.223806,0.870673,0.309862,0.761931
3597,451.357,2,20.623,28.4279,23.2126,13.2865,1.87813,-0.415365,0.223816,0.870606,0.309873,0.761878
3598,454.035,2,20.6229,28.4313,23.2123,13.2858,1.87819,-0.415357,0.223815,0.870556,0.309896,0.761875
3599,453.732,2,20.6229,28.4352,23.2115,13.2855,1.87824,-0.415355,0.223822,0.87049,0.309922,0.761878
3600,457.231,2,20.6232,28.4387,23.2109,13.2856,1.87831,-0.415368,0.223827,0.870491,0.309938,0.761879
3601,454.954,2,20.6237,28.4436,23.2099,13.2856,1.87835,-0.415381,0.22383,0.870499,0.309949,0.761899
3602,450.589,2,20.6239,28.4472,23.209,13.2854,1.87839,-0.415388,0.223829,0.870493,0.309957,0.761901
3603,450.351,2,20.6241,28.4492,23.2083,13.2852,1.87843,-0.415391,0.223835,0.870461,0.309975,0.761858
3604,452.087,2,20.6245,28.4508,23.2076,13.285,1.87849,-0.415406,0.223838,0.870418,0.309984,0.761849
3605,454.109,2,20.6246,28.4517,23.2069,13.2855,1.87854,-0.415404,0.223844,0.87035,0.31001,0.761862
3606,452.411,2,20.6244,28.4513,23.2065,13.2855,1.87858,-0.415399,0.223848,0.870302,0.310025,0.761875
3607,441.175,2,20.6242,28.4528,23.2063,13.2849,1.87856,-0.415383,0.223855,0.870286,0.310029,0.761833
3608,446.098,2,20.624,28.4532,23.2059,13.2841,1.87855,-0.41537,0.223864,0.87031,0.310035,0.761809
3609,440.634,2,20.6239,28.454,23.2055,13.2841,1.87855,-0.415362,0.223867,0.870283,0.310029,0.76176
3610,450.142,2,20.6239,28.4532,23.2053,13.2839,1.87859,-0.415356,0.223871,0.870278,0.310024,0.761756
3611,458.323,2,20.624,28.4527,23.2053,13.2829,1.87867,-0.415359,0.223877,0.870287,0.310021,0.761779
3612,447.553,2,20.6237,28.4546,23.2052,13.2827,1.87869,-0.415345,0.223878,0.870257,0.31003,0.761769
3613,450.329,2,20.6237,28.4559,23.2047,13.2832,1.87871,-0.41534,0.223871,0.870255,0.310045,0.761786
3614,443.095,2,20.6235,28.4587,23.2042,13.2832,1.87873,-0.415329,0.223868,0.870216,0.310059,0.761729
3615,437.115,2,20.6233,28.4614,23.2037,13.2837,1.87871,-0.415318,0.223871,0.870191,0.31006,0.761655
3616,450.863,2,20.6231,28.4641,23.2031,13.284,1.87878,-0.415308,0.223874,0.870135,0.310081,0.761572
3617,453.466,2,20.6229,28.4662,23.2025,13.2845,1.87882,-0.415304,0.223872,0.870138,0.310109,0.761554
3618,454.503,2,20.623,28.4684,23.2016,13.2851,1.87886,-0.41531,0.22387,0.870156,0.310146,0.761514
3619,461.433,2,20.6228,28.4706,23.2011,13.2849,1.87893,-0.415304,0.223874,0.870207,0.310181,0.76147
3620,450.824,2,20.623,28.4739,23.2006,13.2851,1.87892,-0.41531,0.223881,0.870302,0.310205,0.761422
3621,449.451,2,20.6235,28.474,23.2002,13.286,1.87891,-0.415326,0.223888,0.87034,0.310235,0.761403
3622,449.121,2,20.6237,28.4747,23.1996,13.2872,1.87893,-0.41534,0.223885,0.870328,0.310274,0.761354
3623,440.753,2,20.6239,28.4747,23.1991,13.2885,1.87889,-0.415346,0.223893,0.870274,0.310319,0.761281
3624,442.019,2,20.624,28.4742,23.1987,13.289,1.87886,-0.415345,0.223897,0.870234,0.310352,0.761242
3625,450.445,2,20.6239,28.4769,23.1979,13.2893,1.87889,-0.415348,0.223893,0.870203,0.310382,0.761239
3626,456.314,2,20.6239,28.4786,23.1975,13.2905,1.87894,-0.41535,0.223892,0.870189,0.310425,0.761224
3627,443.603,2,20.624,28.4821,23.1968,13.2913,1.87893,-0.415352,0.223892,0.870208,0.310437,0.761166
3628,444.639,2,20.624,28.486,23.196,13.2923,1.87892,-0.415351,0.223898,0.870213,0.310442,0.761134
3629,440.849,2,20.6243,28.4889,23.1955,13.293,1.87889,-0.415358,0.223902,0.870186,0.310441,0.761153
3630,438.1,2,20.6242,28.4912,23.1949,13.2933,1.87882,-0.415354,0.223909,0.870216,0.310448,0.761147
3631,435.644,2,20.6241,28.492,23.1947,13.2934,1.87876,-0.41535,0.223909,0.870147,0.310461,0.761168
3632,442.839,2,20.6238,28.4923,23.1946,13.2933,1.87876,-0.415337,0.223911,0.87006,0.310456,0.761203
3633,450.767,2,20.6232,28.492,23.1945,13.2933,1.8788,-0.415312,0.223912,0.869997,0.310463,0.76124
3634,447.343,2,20.6228,28.4933,23.1943,13.2938,1.87882,-0.415296,0.223908,0.869933,0.310468,0.76128
3635,441.509,2,20.6224,28.4936,23.1942,13.2944,1.87882,-0.415276,0.223906,0.869879,0.310465,0.761286
3636,447.838,2,20.6222,28.4945,23.1942,13.2947,1.87884,-0.415265,0.223899,0.869822,0.310489,0.761284
3637,441.782,2,20.6219,28.4953,23.1941,13.294,1.87885,-0.415251,0.22389,0.869746,0.3105,0.761289
3638,440.894,2,20.6216,28.4953,23.1942,13.2932,1.87884,-0.415239,0.223885,0.869673,0.31051,0.761297
3639,440.641,2,20.6213,28.4959,23.1942,13.2936,1.87883,-0.415228,0.223883,0.869597,0.310521,0.761293
3640,438.214,2,20.6212,28.4972,23.1942,13.294,1.87879,-0.415222,0.22388,0.869569,0.310531,0.76128
3641,435.805,2,20.6214,28.4974,23.1938,13.2944,1.87876,-0.415229,0.223873,0.869504,0.310535,0.761276
3642,439.173,2,20.6216,28.4988,23.1938,13.2948,1.87874,-0.415239,0.22387,0.869474,0.310533,0.76126
3643,432.277,2,20.6216,28.5009,23.1937,13.2949,1.87869,-0.415239,0.223867,0.869432,0.310529,0.76123
3644,433.939,2,20.6213,28.5027,23.1935,13.2947,1.87864,-0.415235,0.223863,0.869404,0.310517,0.761222
3645,450.209,2,20.6211,28.5045,23.1933,13.2948,1.87869,-0.415218,0.223862,0.869433,0.310497,0.761236
3646,442.777,2,20.6212,28.5056,23.1932,13.2943,1.87867,-0.415221,0.223859,0.869439,0.310482,0.761269
3647,446.471,2,20.6212,28.506,23.1934,13.2939,1.87869,-0.415225,0.223858,0.86943,0.310482,0.761275
3648,446.186,2,20.6214,28.5058,23.1931,13.2935,1.87871,-0.415229,0.223861,0.869377,0.310475,0.761284
3649,448.271,2,20.6212,28.5066,23.1929,13.2933,1.87875,-0.41522,0.223856,0.869311,0.31048,0.761318
3650,442.071,2,20.6212,28.5066,23.1931,13.2934,1.87875,-0.415219,0.223847,0.869243,0.310474,0.761366
3651,445.53,2,20.6214,28.5078,23.1931,13.2926,1.87874,-0.415224,0.223844,0.869191,0.310474,0.761438
3652,442.676,2,20.6212,28.5064,23.1929,13.2913,1.87876,-0.415208,0.22385,0.869127,0.310459,0.761433
3653,441.481,2,20.6211,28.5062,23.1929,13.2904,1.87876,-0.415203,0.22385,0.869069,0.310441,0.761457
3654,441.515,2,20.621,28.5073,23.193,13.2896,1.87876,-0.415197,0.223849,0.869005,0.310424,0.761509
3655,446.192,2,20.6213,28.5081,23.1929,13.2893,1.87877,-0.415202,0.223852,0.868948,0.310403,0.76159
3656,450.416,2,20.6213,28.5089,23.193,13.2892,1.87882,-0.415204,0.223852,0.868907,0.310387,0.761647
3657,449.57,2,20.6211,28.5079,23.193,13.289,1.87887,-0.415194,0.223854,0.868829,0.310364,0.761708
3658,447.322,2,20.6212,28.5086,23.1928,13.2891,1.87886,-0.415191,0.223859,0.868859,0.310351,0.76176
3659,442.811,2,20.6215,28.5087,23.1928,13.2888,1.87882,-0.415203,0.22386,0.868896,0.310355,0.761766
3660,446.656,2,20.6217,28.5077,23.1928,13.2888,1.87881,-0.415207,0.223864,0.868888,0.310368,0.761797
3661,459.481,2,20.622,28.5048,23.1925,13.2886,1.87887,-0.415217,0.22387,0.868924,0.310392,0.761774
3662,450.882,2,20.6219,28.5034,23.1925,13.2881,1.8789,-0.415211,0.223867,0.868926,0.310402,0.761784
3663,459,2,20.6217,28.5034,23.1929,13.2877,1.87895,-0.415205,0.223875,0.868972,0.310407,0.761817
3664,452.565,2,20.6221,28.5036,23.1932,13.2874,1.87896,-0.415218,0.223873,0.868985,0.310408,0.761906
3665,447.004,2,20.6222,28.5042,23.1932,13.2872,1.87895,-0.415219,0.22387,0.868958,0.310404,0.761991
3666,440.175,2,20.6226,28.504,23.1932,13.2877,1.87896,-0.415236,0.223865,0.868931,0.310386,0.761991
3667,444.535,2,20.6225,28.5039,23.1936,13.2877,1.87898,-0.415235,0.223863,0.868876,0.310382,0.761988
3668,442.198,2,20.6228,28.5019,23.194,13.2871,1.87895,-0.415241,0.223862,0.868861,0.310397,0.761983
3669,447.595,2,20.6226,28.5011,23.1945,13.2874,1.87896,-0.41523,0.223857,0.868868,0.310399,0.762026
3670,441.091,2,20.6226,28.5012,23.1948,13.2876,1.87891,-0.415231,0.223856,0.868911,0.31039,0.762065
3671,436.526,2,20.6227,28.5001,23.195,13.2877,1.87885,-0.415235,0.223852,0.868908,0.310386,0.762089
3672,444.542,2,20.6229,28.5006,23.1952,13.2874,1.87886,-0.415247,0.223848,0.868883,0.310379,0.762118
3673,450.41,2,20.6228,28.5012,23.195,13.2873,1.87887,-0.415248,0.223844,0.868887,0.310383,0.76217
3674,445.591,2,20.6228,28.5009,23.1951,13.2873,1.87886,-0.415246,0.223841,0.868868,0.310387,0.76222
3675,451.088,2,20.6227,28.4994,23.1954,13.2871,1.87887,-0.41524,0.223838,0.868914,0.310384,0.76226
3676,445.303,2,20.6225,28.5014,23.1955,13.2872,1.87883,-0.415227,0.223838,0.868985,0.310378,0.762325
3677,443.505,2,20.6228,28.5022,23.1955,13.2873,1.8788,-0.415238,0.223839,0.868987,0.310371,0.762384
3678,444.55,2,20.6229,28.5032,23.1954,13.2875,1.87882,-0.415246,0.223836,0.868949,0.310363,0.762391
3679,442.148,2,20.6229,28.5038,23.1951,13.2882,1.87882,-0.415245,0.223834,0.868938,0.310363,0.762353
3680,451.631,2,20.6227,28.5036,23.1947,13.2887,1.87887,-0.415241,0.223831,0.868938,0.310367,0.762347
3681,445.583,2,20.6226,28.505,23.1944,13.2888,1.87891,-0.415238,0.223831,0.868879,0.310363,0.762311
3682,448.625,2,20.6227,28.5071,23.1941,13.2891,1.87894,-0.415243,0.223826,0.868906,0.310356,0.762291
3683,451.18,2,20.6228,28.5096,23.1937,13.2896,1.87897,-0.415247,0.223828,0.868929,0.310358,0.762289
3684,441.824,2,20.6231,28.5132,23.193,13.2899,1.87894,-0.415253,0.223835,0.868935,0.31036,0.762285
3685,452.435,2,20.6229,28.5161,23.1924,13.2907,1.87897,-0.415247,0.223835,0.868992,0.310378,0.762246
3686,447.962,2,20.6226,28.5187,23.1917,13.2908,1.87898,-0.415245,0.223829,0.868989,0.310394,0.762228
3687,441.87,2,20.6223,28.5207,23.1911,13.2906,1.87895,-0.415236,0.223826,0.869011,0.31041,0.762221
3688,442.278,2,20.6225,28.5208,23.1907,13.2901,1.8789,-0.415249,0.223825,0.869,0.310444,0.762222
3689,443.73,2,20.6226,28.5201,23.1906,13.2895,1.87888,-0.415253,0.223826,0.868946,0.310474,0.762229
3690,443.783,2,20.6229,28.5211,23.1904,13.2894,1.87886,-0.415264,0.223823,0.868923,0.310492,0.762228
3691,441.955,2,20.623,28.5218,23.1905,13.2894,1.87883,-0.41527,0.223824,0.86894,0.310505,0.762229
3692,442.467,2,20.6228,28.5213,23.1906,13.2895,1.87879,-0.415265,0.223822,0.868967,0.310512,0.762243
3693,442.067,2,20.6231,28.5207,23.1905,13.2892,1.87876,-0.415271,0.223827,0.868948,0.310528,0.762222
3694,448.447,2,20.6233,28.5206,23.1907,13.2885,1.87875,-0.415281,0.223829,0.868964,0.310555,0.762209
3695,452.56,2,20.6232,28.5181,23.1907,13.2882,1.87878,-0.415277,0.223828,0.868947,0.310589,0.762192
3696,450.585,2,20.6231,28.5164,23.1909,13.288,1.87878,-0.415271,0.223831,0.868955,0.31061,0.762221
3697,438.085,2,20.6229,28.5154,23.1906,13.2882,1.87874,-0.415266,0.223826,0.868945,0.310632,0.762171
3698,449.182,2,20.6229,28.5155,23.1901,13.2887,1.87876,-0.415266,0.223825,0.868995,0.310635,0.762134
3699,448.427,2,20.6227,28.5156,23.19,13.2886,1.87876,-0.41526,0.223831,0.869069,0.310633,0.76212
3700,447.309,2,20.6228,28.5166,23.1897,13.2884,1.87878,-0.415262,0.223833,0.869011,0.31065,0.762104
3701,444.882,2,20.623,28.5168,23.189,13.2881,1.87879,-0.415263,0.223835,0.868962,0.310666,0.762076
3702,449.295,2,20.6233,28.519,23.1886,13.288,1.8788,-0.41527,0.223837,0.868984,0.310675,0.762082
3703,447.461,2,20.623,28.5204,23.1887,13.2878,1.87882,-0.415252,0.22383,0.868984,0.310675,0.762098
3704,442.86,2,20.6229,28.5212,23.1888,13.2875,1.8788,-0.415246,0.223824,0.868987,0.310679,0.762112
3705,438.357,2,20.6228,28.5217,23.1886,13.2878,1.87878,-0.415245,0.223816,0.868933,0.310679,0.762127
3706,439.604,2,20.6231,28.522,23.1885,13.2882,1.87876,-0.415255,0.22381,0.868917,0.310676,0.76213
3707,439.798,2,20.6232,28.5224,23.1886,13.288,1.87873,-0.415257,0.223811,0.868898,0.310672,0.76212
3708,436.125,2,20.6234,28.5207,23.1887,13.2878,1.8787,-0.415261,0.223809,0.868893,0.310677,0.762065
3709,443.948,2,20.6234,28.5176,23.1889,13.2877,1.87868,-0.415263,0.223807,0.868901,0.310685,0.762061
3710,442.527,2,20.6236,28.515,23.1893,13.2875,1.87868,-0.415271,0.223802,0.868886,0.310699,0.762032
3711,453.432,2,20.6236,28.5129,23.1895,13.2876,1.8787,-0.415276,0.2238,0.868922,0.310716,0.762027
3712,453.216,2,20.6236,28.51,23.1898,13.2874,1.87873,-0.415275,0.223794,0.868937,0.310727,0.762089
3713,444.659,2,20.6241,28.5064,23.1901,13.2874,1.8787,-0.415293,0.223797,0.868994,0.310728,0.762086
3714,446.222,2,20.6239,28.5048,23.1903,13.2876,1.87871,-0.415287,0.223797,0.869005,0.310726,0.762063
3715,446.119,2,20.6238,28.5054,23.1905,13.2881,1.87874,-0.415285,0.223791,0.868986,0.310732,0.762044
3716,445.61,2,20.6239,28.5057,23.1908,13.2882,1.87874,-0.415291,0.223794,0.869032,0.310731,0.76201
3717,453.966,2,20.6239,28.5069,23.1908,13.2883,1.87878,-0.415291,0.223794,0.869125,0.310736,0.761954
3718,448.497,2,20.6238,28.5082,23.1907,13.2883,1.87878,-0.415291,0.223796,0.869223,0.310735,0.761916
3719,453.826,2,20.6235,28.5096,23.1905,13.2882,1.87884,-0.415276,0.223796,0.869239,0.310737,0.761891
3720,439.949,2,20.6237,28.5102,23.1904,13.2881,1.87881,-0.415281,0.223806,0.869245,0.310729,0.761873
3721,439.788,2,20.6236,28.51,23.1904,13.288,1.87877,-0.415276,0.223812,0.869221,0.31073,0.761873
3722,451.706,2,20.6236,28.5099,23.1903,13.2881,1.87882,-0.41528,0.223818,0.869206,0.310725,0.761867
3723,440.641,2,20.6236,28.5099,23.1905,13.2879,1.87878,-0.415287,0.223817,0.869249,0.310718,0.761873
3724,440.617,2,20.6236,28.5086,23.1908,13.2882,1.87878,-0.415288,0.223816,0.86925,0.310703,0.761854
3725,436.527,2,20.624,28.5083,23.1909,13.2884,1.87873,-0.415307,0.223819,0.869287,0.310687,0.76183
3726,446.739,2,20.6239,28.5093,23.191,13.2881,1.87876,-0.415305,0.223819,0.869289,0.310674,0.761807
3727,439.311,2,20.6242,28.5091,23.1911,13.2879,1.87874,-0.415316,0.22382,0.869288,0.310655,0.761795
3728,433.159,2,20.6239,28.5103,23.1913,13.2878,1.87871,-0.415311,0.223813,0.869285,0.310642,0.761753
3729,435.931,2,20.6237,28.5106,23.1916,13.2881,1.87867,-0.415305,0.223811,0.869265,0.310635,0.761741
3730,443.847,2,20.6231,28.5108,23.1915,13.2889,1.87869,-0.415279,0.223807,0.869232,0.310634,0.761729
3731,440.705,2,20.6226,28.5122,23.1916,13.2897,1.87866,-0.415267,0.223801,0.869266,0.310623,0.761736
3732,433.742,2,20.6227,28.5114,23.1916,13.2901,1.8786,-0.415277,0.223796,0.869264,0.310626,0.761727
3733,447.252,2,20.6228,28.5119,23.1913,13.2904,1.87857,-0.415285,0.223794,0.8693,0.310647,0.761755
3734,443.934,2,20.623,28.5127,23.1912,13.2905,1.87855,-0.415295,0.223789,0.869312,0.310655,0.761749
3735,446.566,2,20.6231,28.5132,23.1911,13.291,1.87857,-0.415304,0.223785,0.869266,0.310673,0.761744
3736,446.619,2,20.6232,28.5157,23.1907,13.2917,1.87857,-0.415309,0.223786,0.869285,0.310689,0.76173
3737,445.494,2,20.6231,28.518,23.1901,13.2923,1.87858,-0.415308,0.22379,0.869252,0.310692,0.761699
3738,444.672,2,20.6232,28.5204,23.1898,13.2931,1.87857,-0.41531,0.22379,0.869231,0.310691,0.761741
3739,443.852,2,20.6231,28.5212,23.1895,13.2945,1.87855,-0.415309,0.223789,0.869219,0.310689,0.761793
3740,450.919,2,20.6229,28.5239,23.1892,13.2954,1.8786,-0.415296,0.22379,0.869215,0.31068,0.761798
3741,453.664,2,20.6228,28.5261,23.1892,13.2954,1.87865,-0.415291,0.223789,0.86924,0.310687,0.761771
3742,437.695,2,20.6226,28.5289,23.1887,13.296,1.87864,-0.415288,0.223788,0.869251,0.310676,0.761707
3743,453.964,2,20.6227,28.5316,23.1885,13.2968,1.8787,-0.415299,0.223783,0.869292,0.310678,0.761658
3744,449.178,2,20.6227,28.5327,23.1882,13.2964,1.87872,-0.415304,0.223781,0.869321,0.310689,0.761622
3745,442.599,2,20.623,28.534,23.1878,13.2969,1.87871,-0.415322,0.223783,0.869336,0.3107,0.76157
3746,440.478,2,20.6231,28.5336,23.1871,13.2973,1.87871,-0.415331,0.223783,0.869307,0.310715,0.761502
3747,450.577,2,20.6231,28.5328,23.1865,13.2977,1.87869,-0.415326,0.223789,0.869369,0.310748,0.761471
3748,449.567,2,20.6234,28.5318,23.1863,13.2983,1.87867,-0.415341,0.223794,0.869449,0.310767,0.761457
3749,454.379,2,20.6237,28.532,23.1859,13.2984,1.87868,-0.415355,0.223797,0.869544,0.310782,0.761458
3750,450.567,2,20.6238,28.5333,23.1854,13.2993,1.87867,-0.415361,0.223798,0.8696,0.310797,0.761466
3751,439.851,2,20.6238,28.534,23.1852,13.3,1.87864,-0.415363,0.223797,0.869581,0.310804,0.761459
3752,442.275,2,20.624,28.5334,23.185,13.3007,1.87862,-0.415373,0.223796,0.869546,0.310813,0.761484
3753,445.216,2,20.6241,28.5326,23.1849,13.302,1.87861,-0.415388,0.2238,0.869548,0.31082,0.76148
3754,447.533,2,20.6241,28.5331,23.1848,13.3022,1.87863,-0.415387,0.223801,0.869522,0.310834,0.761458
3755,446.971,2,20.6242,28.5339,23.1847,13.3025,1.87865,-0.415393,0.223809,0.86955,0.310825,0.761405
3756,442.84,2,20.6243,28.5343,23.1845,13.303,1.87863,-0.415397,0.223812,0.869617,0.31082,0.761358
3757,441.023,2,20.6242,28.5348,23.1843,13.3035,1.87862,-0.4154,0.223816,0.869651,0.310814,0.761306
3758,441.514,2,20.6241,28.5338,23.184,13.3039,1.87861,-0.4154,0.223815,0.869706,0.310803,0.761245
3759,444.461,2,20.6242,28.535,23.1834,13.3045,1.87863,-0.415409,0.223812,0.869754,0.310787,0.761189
3760,445.582,2,20.6242,28.5375,23.1827,13.3051,1.87862,-0.415411,0.223811,0.869833,0.310785,0.761163
3761,445.984,2,20.624,28.5401,23.1822,13.3053,1.87859,-0.415405,0.223812,0.869913,0.31078,0.761186
3762,438.141,2,20.6238,28.5422,23.1814,13.3056,1.87857,-0.4154,0.223807,0.869947,0.31076,0.761177
3763,442.808,2,20.624,28.5446,23.1807,13.3058,1.87856,-0.41541,0.223803,0.869955,0.310756,0.761183
3764,455.019,2,20.6238,28.5479,23.1802,13.3059,1.87862,-0.415404,0.2238,0.869975,0.310753,0.761189
3765,445.074,2,20.6235,28.5503,23.1795,13.3061,1.87863,-0.4154,0.223793,0.869982,0.310756,0.761175
3766,442.217,2,20.6231,28.5525,23.179,13.3059,1.87863,-0.415381,0.22379,0.869948,0.310743,0.761207
3767,446.296,2,20.6226,28.5545,23.1784,13.306,1.87864,-0.415363,0.223787,0.869924,0.310737,0.761226
3768,452.023,2,20.6228,28.5577,23.1778,13.3065,1.87871,-0.415366,0.223785,0.869914,0.310714,0.761253
3769,450.108,2,20.6226,28.5607,23.1774,13.3066,1.8787,-0.415356,0.223786,0.869974,0.310701,0.761336
3770,447.668,2,20.6225,28.5631,23.1768,13.306,1.87868,-0.415353,0.223783,0.870024,0.310687,0.761411
3771,443.647,2,20.6225,28.5648,23.1762,13.3057,1.87866,-0.415352,0.223783,0.870075,0.310668,0.761433
3772,443.914,2,20.6225,28.5671,23.1754,13.3054,1.87865,-0.415349,0.223783,0.870112,0.310654,0.761454
3773,440.477,2,20.6222,28.5691,23.1747,13.3052,1.87866,-0.415337,0.223774,0.870079,0.31064,0.761445
