parameter,value
Cl_pop,13.464327607359
V1_pop,23.0500020663763
beta_V1_logtCLCRMLMIN,-3.33503700269493
Q_pop,23.4
beta_Q_LMP_1,0.92601364264255
beta_Q_logtAGEA,1.24359331238665
beta_Q_logtALBGDL,18.0170633989906
beta_Q_logtPROGDL,-17.9575901152189
V2_pop,3.01751565825093
beta_V2_SEXF_1,4.47970219446607
beta_V2_logtHCM,40.1621978886855
beta_V2_logtSCM2,-1.93328887458072
omega_Cl,0.257511298795274
omega_V1,0.276151139151704
omega_Q,2.1794378442669e-8
omega_V2,8.06924947107925e-8
a,1.43547091959758
b,0.0414592724359514
