standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.6925,0.212657,-3.11949,0.0164962,-2.64885,0.043966,-2.8049,0.0181796,All
-1.42242,0.212657,-2.68427,0,-2.15896,0.0879321,-2.40998,0,All
-1.15233,0.478478,-2.24905,0.0164962,-1.66907,0.043966,-2.01506,0.0363592,All
-0.882242,0.292403,-1.81382,0.0989771,-1.17918,0.146553,-1.62014,0.109078,All
-0.612155,0.37215,-1.3786,0.230947,-0.689295,0.249141,-1.22522,0.254514,All
-0.342067,0.159493,-0.943383,0.21445,-0.199406,0.468971,-0.830304,0.381772,All
-0.0719803,0.345568,-0.508162,0.313428,0.290483,0.512937,-0.435384,0.418131,All
0.198107,0.212657,-0.0729409,0.379412,0.780372,0.322418,-0.0404635,0.527208,All
0.468194,0.345568,0.36228,0.428901,1.27026,0.146553,0.354457,0.181796,All
0.738281,0.292403,0.797501,0.313428,1.76015,0.117243,0.749377,0.145437,All
1.00837,0.345568,1.23272,0.296931,2.25004,0.043966,1.1443,0.363592,All
1.27846,0.50506,1.66794,0.0659848,2.73993,0,1.53922,0.181796,All
1.54854,0.212657,2.10316,0.0989771,3.22982,0.0146553,1.93414,0.109078,All
