standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,split
-4,0,-4,0,-4,0,-4,0,All
-1.99277,0.00666667,-3.37539,0.00666667,-3.06788,0.00666667,-3.51938,0.00666667,All
-1.90559,0.0133333,-3.1159,0.0133333,-2.56151,0.0133333,-2.0846,0.0133333,All
-1.85778,0.02,-2.83472,0.02,-2.47631,0.02,-1.98762,0.02,All
-1.74616,0.0266667,-2.63169,0.0266667,-2.37682,0.0266667,-1.90499,0.0266667,All
-1.72489,0.0333333,-2.20455,0.0333333,-2.30009,0.0333333,-1.89926,0.0333333,All
-1.70312,0.04,-1.9069,0.04,-2.28713,0.04,-1.83153,0.04,All
-1.62665,0.0466667,-1.69064,0.0466667,-2.06728,0.0466667,-1.70533,0.0466667,All
-1.59675,0.0533333,-1.56336,0.0533333,-1.75417,0.0533333,-1.69844,0.0533333,All
-1.5778,0.06,-1.49201,0.06,-1.7167,0.06,-1.64689,0.06,All
-1.56946,0.0666667,-1.47058,0.0666667,-1.63864,0.0666667,-1.59639,0.0666667,All
-1.52992,0.0733333,-1.41743,0.0733333,-1.52559,0.0733333,-1.42985,0.0733333,All
-1.50539,0.08,-1.38449,0.08,-1.41358,0.08,-1.42159,0.08,All
-1.41618,0.0866667,-1.37944,0.0866667,-1.37887,0.0866667,-1.26486,0.0866667,All
-1.40111,0.0933333,-1.37765,0.0933333,-1.37783,0.0933333,-1.26354,0.0933333,All
-1.3878,0.1,-1.3727,0.1,-1.23367,0.1,-1.25863,0.1,All
-1.29977,0.106667,-1.36163,0.106667,-1.2047,0.106667,-1.20137,0.106667,All
-1.29809,0.113333,-1.29582,0.113333,-1.15496,0.113333,-1.19943,0.113333,All
-1.27001,0.12,-1.24085,0.12,-1.15255,0.12,-1.08053,0.12,All
-1.26609,0.126667,-1.24007,0.126667,-1.14524,0.126667,-0.994766,0.126667,All
-1.25582,0.133333,-1.17652,0.133333,-1.14183,0.133333,-0.989208,0.133333,All
-1.25307,0.14,-1.11982,0.14,-1.118,0.14,-0.901006,0.14,All
-1.14589,0.146667,-1.11316,0.146667,-1.11416,0.146667,-0.887684,0.146667,All
-1.11434,0.153333,-1.10249,0.153333,-1.11241,0.153333,-0.880256,0.153333,All
-1.09122,0.16,-1.0992,0.16,-1.10777,0.16,-0.878285,0.16,All
-1.09092,0.166667,-1.03988,0.166667,-1.04918,0.166667,-0.866279,0.166667,All
-1.08316,0.173333,-1.03708,0.173333,-1.02412,0.173333,-0.826914,0.173333,All
-1.07729,0.18,-0.848771,0.18,-0.940578,0.18,-0.819198,0.18,All
-1.02682,0.186667,-0.81349,0.186667,-0.929157,0.186667,-0.813267,0.186667,All
-1.02211,0.193333,-0.809056,0.193333,-0.927843,0.193333,-0.766903,0.193333,All
-1.0168,0.2,-0.808744,0.2,-0.925111,0.2,-0.76065,0.2,All
-1.00683,0.206667,-0.799339,0.206667,-0.874545,0.206667,-0.758012,0.206667,All
-0.994635,0.213333,-0.788436,0.213333,-0.853839,0.213333,-0.745897,0.213333,All
-0.994606,0.22,-0.782585,0.22,-0.789091,0.22,-0.712638,0.22,All
-0.98304,0.226667,-0.73471,0.226667,-0.722417,0.226667,-0.705591,0.226667,All
-0.94133,0.233333,-0.730888,0.233333,-0.668853,0.233333,-0.686734,0.233333,All
-0.914958,0.24,-0.728591,0.24,-0.659767,0.24,-0.651409,0.24,All
-0.880954,0.246667,-0.696786,0.246667,-0.657075,0.246667,-0.636385,0.246667,All
-0.880001,0.253333,-0.652671,0.253333,-0.628903,0.253333,-0.628604,0.253333,All
-0.845668,0.26,-0.645205,0.26,-0.586772,0.26,-0.610573,0.26,All
