standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-2.26104,0.0428679,-2.60531,0.0188072,-2.54253,0.0163342,-2.23746,0.0755662,All
-1.92608,0.0428679,-2.22357,0.0564216,-2.103,0.0980053,-1.85742,0.113349,All
-1.59112,0.10717,-1.84183,0.112843,-1.66346,0.196011,-1.47739,0.0944577,All
-1.25616,0.407245,-1.46008,0.188072,-1.22392,0.0326684,-1.09735,0.24559,All
-0.921206,0.300075,-1.07834,0.188072,-0.784386,0.228679,-0.717312,0.264482,All
-0.586248,0.300075,-0.696602,0.394951,-0.344849,0.571698,-0.337275,0.510072,All
-0.251289,0.278642,-0.314861,0.432566,0.0946871,0.359353,0.0427621,0.604529,All
0.0836693,0.321509,0.0668805,0.300915,0.534224,0.473692,0.422799,0.170024,All
0.418628,0.257208,0.448622,0.394951,0.97376,0.261348,0.802836,0.188915,All
0.753586,0.385811,0.830363,0.319723,1.4133,0.11434,1.18287,0.188915,All
1.08854,0.450113,1.2121,0.244494,1.85283,0.0490027,1.56291,0.188915,All
1.4235,0.21434,1.59385,0.112843,2.29237,0.0326684,1.94295,0.0944577,All
1.75846,0.10717,1.97559,0.0564216,2.73191,0.0163342,2.32298,0.0944577,All
