parameter,value,se_lin,rse_lin
Cl_pop,20.6499206257463,4.04638910572531,19.5951799479572
beta_Cl_tSCRMGDL,-0.415842070096648,0.182782404498686,43.9547649558892
V1_pop,23.9914832746301,2.09537857738442,8.73384339516928
Q_pop,23.4,,
V2_pop,12.8331439261424,2.98516844220294,23.2613961113758
omega_Cl,0.223863058364517,0.0427386236132876,19.0914141553879
omega_V1,0.290799024893137,0.0697449117323899,23.9838877582275
omega_Q,0.889565389632797,0.248774553639889,27.9658534987046
omega_V2,0.801034608603997,0.188133132405959,23.4862676824697
a,1.89603949779209,0.222988553813822,11.760754671698
