iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,524.53,1,13.5088,24.1422,13.1053,1.5,0,1.5,1.5,1.5,1.5
2,519.987,1,24.4018,22.3454,21.061,1.64982,-0.570203,1.46202,1.46202,1.46202,1.46202
3,512.294,1,24.7961,21.9745,20.4858,1.60805,-0.584861,1.425,1.425,1.425,1.425
4,517.563,1,24.1349,22.1989,22.3196,1.66456,-0.567158,1.38892,1.38892,1.38892,1.38892
5,522.446,1,24.1925,22.0003,23.6983,1.72097,-0.577501,1.35375,1.35375,1.35375,1.35645
6,514.163,1,24.0526,21.634,23.002,1.67739,-0.564462,1.31947,1.31947,1.31947,1.3518
7,512.002,1,24.7812,21.8743,22.957,1.63927,-0.598447,1.28606,1.28606,1.28606,1.32317
8,519.449,1,23.8961,21.8042,23.056,1.71283,-0.552658,1.2535,1.2535,1.2535,1.34894
9,517.854,1,24.6399,21.5405,22.9757,1.73358,-0.582787,1.22176,1.22176,1.22176,1.34308
10,521.067,1,24.9944,21.0971,21.0666,1.78751,-0.596815,1.19082,1.19082,1.19082,1.31968
11,526.156,1,23.6688,21.7094,22.3356,1.8559,-0.554977,1.16067,1.16067,1.16067,1.31907
12,517.714,1,23.6767,21.7686,21.3579,1.80891,-0.548978,1.13128,1.13128,1.13128,1.28567
13,514.663,1,23.5999,21.8208,22.1081,1.79592,-0.545716,1.10264,1.10264,1.10264,1.25312
14,513.982,1,25.0437,21.3433,19.7101,1.789,-0.588965,1.07472,1.07472,1.07472,1.22139
15,515.245,1,24.3345,21.528,19.4848,1.80781,-0.574133,1.04751,1.04751,1.04751,1.23722
16,516.263,1,24.6258,21.4064,19.1087,1.79749,-0.580137,1.02098,1.02098,1.02098,1.33849
17,507.91,1,24.5382,21.5357,20.2804,1.76272,-0.582332,0.995131,0.995131,0.995131,1.33383
18,507.169,1,24.7986,21.4403,19.2024,1.76039,-0.591848,0.969933,0.969933,0.969933,1.39046
19,506.194,1,26.6169,21.6358,18.3819,1.77624,-0.646289,0.945374,0.945374,0.945374,1.35526
20,508.001,1,25.8722,21.7735,19.445,1.80901,-0.631287,0.921437,0.921437,0.921437,1.32094
21,509.011,1,26.3093,22.0725,17.7179,1.86617,-0.641005,0.898105,0.898105,0.898105,1.28749
22,503.528,1,25.5643,22.3929,18.5591,1.8278,-0.618484,0.875365,0.875365,0.875365,1.26043
23,506.781,1,25.6856,23.2064,19.1264,1.86961,-0.618321,0.8532,0.8532,0.8532,1.32452
24,496.789,1,25.7888,22.6391,18.2116,1.82227,-0.625517,0.831597,0.831597,0.831597,1.29098
25,494.55,1,26.1191,22.4837,18.7022,1.80871,-0.643136,0.81054,0.81054,0.81054,1.25829
26,495.771,1,26.1332,22.172,16.9799,1.81144,-0.632868,0.790017,0.790017,0.790017,1.31894
27,489.972,1,26.3607,22.5228,17.6591,1.76557,-0.643888,0.770013,0.770013,0.770013,1.34363
28,490.29,1,26.7837,22.7384,16.8152,1.7794,-0.662143,0.750516,0.758468,0.750516,1.30961
29,491.24,1,27.0598,22.5419,18.3485,1.76934,-0.675683,0.731512,0.804123,0.731512,1.28017
30,491.757,1,27.0381,22.221,18.6871,1.77208,-0.672737,0.71299,0.792,0.71299,1.32905
31,488.239,1,27.4158,22.3952,20.2151,1.72721,-0.693807,0.694937,0.865417,0.694937,1.30725
32,486.907,1,26.4717,22.1303,18.3004,1.72007,-0.663848,0.677341,0.843505,0.677341,1.33435
33,488.757,1,26.8655,22.1753,19.9896,1.74746,-0.666244,0.66019,0.849312,0.66019,1.30057
34,482.115,1,26.5011,22.5236,19.2864,1.71018,-0.658907,0.643474,0.827807,0.643474,1.31968
35,487.715,1,26.0852,22.5007,19.8155,1.7689,-0.640921,0.627181,0.806846,0.627181,1.3614
36,481.545,1,26.447,22.5952,17.0576,1.7534,-0.647591,0.6113,0.786416,0.6113,1.32692
37,472.478,1,28.2251,22.7382,17.1386,1.709,-0.709852,0.595821,0.766504,0.595821,1.29333
38,472.158,1,27.7176,22.9909,17.4314,1.6964,-0.696651,0.580735,0.753359,0.580735,1.27019
39,469.772,1,28.4003,23.2646,16.573,1.72239,-0.713996,0.56603,0.749533,0.56603,1.23803
40,472.834,1,28.9135,23.4852,18.6978,1.77632,-0.733577,0.551698,0.730555,0.551698,1.20668
