pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.40278,0.128974,-1.71735,0.117302,-1.61936,0.0549322,All
-0.928952,0.619074,-1.19638,0.0938416,-1.17437,0.329593,All
-0.455126,0.464305,-0.675403,0.258064,-0.729375,0.576788,All
0.0187001,0.361126,-0.15443,0.868034,-0.284382,0.411991,All
0.492526,0.257947,0.366543,0.351906,0.160612,0.274661,All
0.966353,0.154768,0.887515,0.304985,0.605605,0.329593,All
1.44018,0.154768,1.40849,0.0703812,1.0506,0.192263,All
1.914,0.0515895,1.92946,0.0234604,1.49559,0.164796,All
2.38783,0.103179,2.45043,0,1.94059,0.0823982,All
2.86166,0.0257947,2.97141,0.0234604,2.38558,0.0549322,All
