parameter,value
Cl_pop,13.4505563136012
V1_pop,22.7702461681657
beta_V1_logtCLCRMLMIN,-3.29854629548118
beta_V1_logtSCM2,-4.3859896303554
Q_pop,23.4
beta_Q_LMP_1,0.848324167856916
beta_Q_logtAGEA,1.33498477167512
beta_Q_logtALBGDL,17.9062474508276
beta_Q_logtPROGDL,-17.7299437913481
V2_pop,3.54190293925076
beta_V2_SEXF_1,4.0688908455865
beta_V2_logtHCM,32.4200908212444
omega_Cl,0.255417160101617
omega_V1,0.452438457801778
omega_Q,4.54515690092718e-8
omega_V2,6.16317691864391e-8
a,1.42350994149111
b,0.0427484366599996
