iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,612.609,1,13.509,23.899,13.116,1,0.3,1,1,1,1
2,555.696,1,22.1684,40.4532,13.7147,0.76033,0.179059,0.42764,0.918056,0.747014,0.900329
3,537.276,1,22.3356,40.8406,13.7954,0.928477,0.150685,0.411105,0.986706,0.725505,0.844065
4,517.77,1,22.0385,43.0242,14.6667,1.01478,0.126203,0.406114,0.964325,0.705747,0.829336
5,498.25,1,21.9111,43.9615,15.8981,1.1077,0.104723,0.414505,1.02301,0.63822,0.727726
6,483.304,1,21.8248,42.8267,16.9608,1.21385,0.0890815,0.40928,0.872484,0.647474,0.719409
7,472.025,1,22.0202,41.3497,16.6335,1.35234,0.0701783,0.411178,0.948384,0.664135,0.795944
8,469.624,1,21.8866,41.5035,17.7725,1.33278,0.068268,0.412436,0.991321,0.646892,0.840347
9,469.227,1,21.7817,41.8995,17.9511,1.29893,0.0690499,0.415681,0.970056,0.638162,0.889128
10,465.618,1,21.8092,40.8913,20.5319,1.26756,0.0664925,0.416053,1.04122,0.636597,0.927668
11,462.598,1,21.9284,41.7818,21.7547,1.26753,0.0643979,0.409845,1.09642,0.614191,0.952875
12,459.479,1,21.8602,39.9613,23.1686,1.21635,0.0626501,0.409258,1.05886,0.669318,1.03672
13,453.309,1,21.8983,40.0004,24.0801,1.33898,0.0514755,0.410399,1.06849,0.625344,1.16176
14,443.285,1,21.81,39.3473,22.1987,1.34214,0.0458001,0.411241,1.06967,0.583676,1.08556
15,437.88,1,21.8043,39.3627,21.5683,1.35288,0.0406752,0.410469,1.08925,0.570752,1.16976
16,429.52,1,21.7332,38.711,24.1635,1.32872,0.0362906,0.411522,1.0356,0.588246,1.22229
17,425.2,1,21.7517,39.1773,22.0083,1.4056,0.0290697,0.417677,1.0359,0.562668,1.22037
18,424,1,21.8028,38.8996,21.2899,1.34433,0.0317797,0.415043,1.11149,0.572133,1.16605
19,425.77,1,21.7318,38.6985,20.5831,1.414,0.0287914,0.415217,1.15088,0.574303,1.10211
20,429.886,1,21.7954,37.5493,22.116,1.52712,0.0223319,0.417646,1.18955,0.577828,1.15449
21,428.428,1,21.8185,37.402,22.8216,1.55399,0.0188667,0.418317,1.2116,0.583521,1.12827
22,419.942,1,21.704,36.6963,21.6479,1.51048,0.014878,0.418831,1.15588,0.578688,1.2269
23,414.163,1,21.7577,36.6277,20.8372,1.4592,0.0163047,0.423214,1.10611,0.565373,1.17972
24,406.247,1,21.7286,36.7365,24.975,1.416,0.0130119,0.408514,1.13642,0.572917,1.21747
25,403.769,1,21.7769,36.8018,24.2172,1.45519,3.26751e-06,0.407438,1.18992,0.554904,1.24838
26,391.729,1,21.7738,36.5226,25.7501,1.35252,0.00481135,0.404215,1.17172,0.553814,1.26088
27,385.824,1,21.6842,36.8563,24.9497,1.32486,2.22045e-16,0.404095,1.13537,0.553894,1.24314
28,384.596,1,21.7955,36.6678,26.3412,1.31729,2.22045e-16,0.408013,1.10357,0.554145,1.25308
29,387.088,1,21.8538,36.8016,27.2499,1.32426,2.22045e-16,0.40027,1.19064,0.553238,1.29405
30,386.905,1,21.6964,37.0208,28.1563,1.32227,2.22045e-16,0.399495,1.1764,0.549175,1.32492
31,385.513,1,21.7944,36.2876,27.1567,1.3028,2.22045e-16,0.406849,1.27556,0.562498,1.25949
32,382.244,1,21.5873,35.7641,26.295,1.28511,2.22045e-16,0.413678,1.20293,0.553959,1.27767
33,379.284,1,21.6078,35.7843,26.9505,1.26676,2.22045e-16,0.408886,1.17375,0.549198,1.30573
34,377.551,1,21.6381,35.7262,26.7797,1.25689,2.22045e-16,0.41027,1.18236,0.554064,1.25208
35,379.659,1,21.5737,36.0229,27.1827,1.27935,2.22045e-16,0.412146,1.15674,0.529262,1.26067
36,375.727,1,21.5784,36.142,30.4049,1.25442,2.22045e-16,0.408817,1.21009,0.509768,1.22936
37,378.879,1,21.5452,35.9593,31.5381,1.27053,2.22045e-16,0.409422,1.18606,0.520627,1.29697
38,379.799,1,21.6853,35.9672,32.3702,1.2714,2.22045e-16,0.409654,1.25096,0.51151,1.30412
39,378.275,1,21.5349,35.5748,31.7202,1.25482,2.22045e-16,0.411665,1.23804,0.524306,1.33684
40,388.093,1,21.7403,35.4327,29.7676,1.3265,2.22045e-16,0.411823,1.25167,0.520223,1.3244
41,382.295,1,21.4938,36.1095,29.2285,1.29343,2.22045e-16,0.416444,1.23554,0.512947,1.24607
42,376.979,1,21.6385,36.0516,31.6875,1.25658,2.22045e-16,0.410963,1.24518,0.51054,1.25502
43,375.679,1,21.5052,36.0264,29.2533,1.24591,2.22045e-16,0.412674,1.28556,0.493378,1.27138
44,371.322,1,21.6159,35.413,27.6773,1.226,2.22045e-16,0.414823,1.24136,0.501411,1.18707
45,372.621,1,21.6118,35.4308,27.5518,1.22281,2.22045e-16,0.416336,1.29232,0.503512,1.25122
46,369.02,1,21.5993,35.5486,26.4519,1.20691,2.22045e-16,0.413516,1.24317,0.500802,1.22732
47,370.746,1,21.747,35.7079,25.4564,1.22567,2.22045e-16,0.413162,1.26493,0.494318,1.15435
48,375.113,1,21.6326,35.5242,23.9886,1.25343,2.22045e-16,0.413533,1.25636,0.50155,1.1659
49,374.255,1,21.7488,35.5988,22.6812,1.24204,2.22045e-16,0.409791,1.29343,0.500871,1.19495
50,372.276,1,21.8058,35.8641,25.4837,1.23105,2.22045e-16,0.409095,1.28833,0.497753,1.18262
51,374.447,1,21.6428,36.0228,27.1571,1.23735,2.22045e-16,0.409645,1.3517,0.486349,1.23593
52,374.436,1,21.6055,36.2842,28.9673,1.23939,2.22045e-16,0.409734,1.33698,0.489523,1.22007
53,374.605,1,21.5696,35.8872,29.5262,1.25562,2.22045e-16,0.411516,1.25917,0.49375,1.14059
54,370.254,1,21.6402,35.8469,29.2955,1.21621,2.22045e-16,0.413314,1.26827,0.487099,1.22695
55,369.902,1,21.5536,35.8959,29.2533,1.21323,2.22045e-16,0.410927,1.24725,0.473583,1.29331
56,374.857,1,21.5922,35.6544,27.2751,1.23079,2.22045e-16,0.407826,1.29951,0.469685,1.44125
57,377.262,1,21.7303,35.827,26.8638,1.2465,2.22045e-16,0.405856,1.31664,0.479238,1.41416
58,374.46,1,21.6973,35.9073,29.7372,1.23148,2.22045e-16,0.411147,1.30738,0.463067,1.40395
59,367.213,1,21.6361,36.4727,26.7038,1.19247,2.22045e-16,0.409055,1.23697,0.473467,1.34421
60,369.733,1,21.6355,36.1769,28.684,1.20855,2.22045e-16,0.407483,1.22094,0.476561,1.36621
61,369.731,1,21.6589,36.16,28.093,1.21167,2.22045e-16,0.401585,1.22491,0.46399,1.37953
62,369.926,1,21.7063,36.0069,29.1478,1.20935,2.22045e-16,0.400339,1.23418,0.470438,1.39755
63,374.438,1,21.6876,35.753,26.0785,1.23302,2.22045e-16,0.40057,1.24229,0.480237,1.44123
64,373.598,1,21.5652,35.7884,28.0213,1.22423,2.22045e-16,0.402659,1.23704,0.48434,1.45533
65,366.902,1,21.5798,35.7225,27.7829,1.16955,2.22045e-16,0.404303,1.34151,0.488352,1.44642
66,370.858,1,21.55,35.4203,25.6085,1.19358,2.22045e-16,0.404802,1.4142,0.481334,1.41702
67,373.397,1,21.6892,34.8515,22.598,1.2258,2.22045e-16,0.402539,1.29638,0.459129,1.43817
68,375.712,1,21.7769,34.433,23.2895,1.2419,2.22045e-16,0.403716,1.33147,0.449321,1.43748
69,375.969,1,21.5577,34.5364,25.0838,1.23865,2.22045e-16,0.403789,1.33161,0.465984,1.43182
70,377.206,1,21.711,34.436,26.266,1.24975,2.22045e-16,0.400573,1.26405,0.473435,1.47265
71,374.345,1,21.7619,34.2061,26.5943,1.23566,2.22045e-16,0.401275,1.28495,0.464131,1.39993
72,366.318,1,21.692,34.0804,26.3323,1.18553,2.22045e-16,0.39777,1.2875,0.467261,1.35882
73,367.504,1,21.5846,33.9522,25.2384,1.19219,2.22045e-16,0.398846,1.36961,0.471768,1.27326
74,369.902,1,21.7676,34.0044,25.9893,1.20962,2.22045e-16,0.397854,1.36345,0.471734,1.26657
75,366.35,1,21.6923,33.8947,27.0835,1.18475,2.22045e-16,0.401242,1.42999,0.47947,1.18734
76,367.179,1,21.6346,33.6391,26.4505,1.19633,2.22045e-16,0.402042,1.4275,0.467668,1.16486
77,371.799,1,21.7099,33.7754,28.0145,1.22777,2.22045e-16,0.406644,1.41709,0.454005,1.18558
78,370.306,1,21.6145,33.718,28.1417,1.22008,2.22045e-16,0.405179,1.37318,0.459602,1.18781
79,365.241,1,21.5393,34.2351,27.9158,1.18617,2.22045e-16,0.402804,1.33527,0.458755,1.23288
80,366.38,1,21.6947,34.0314,26.8059,1.20942,2.22045e-16,0.400194,1.30081,0.456677,1.12468
81,373.56,1,21.9131,33.7997,26.2853,1.25062,2.22045e-16,0.395877,1.37167,0.469109,1.12056
82,375.718,1,21.756,33.697,26.3107,1.26492,2.22045e-16,0.399158,1.40367,0.46182,1.11326
83,370.47,1,21.6536,33.8343,27.4448,1.23568,2.22045e-16,0.403283,1.35854,0.466106,1.05188
84,368.871,1,21.5435,33.658,27.459,1.22388,2.22045e-16,0.403039,1.35986,0.458925,1.07972
85,369.722,1,21.5128,33.9319,29.0558,1.22302,2.22045e-16,0.402218,1.34368,0.471743,1.12371
86,367.512,1,21.3776,33.1443,29.267,1.20694,2.22045e-16,0.407572,1.3013,0.464126,1.17774
87,366.885,1,21.5388,33.1913,30.8518,1.20412,2.22045e-16,0.404367,1.3202,0.461031,1.16403
88,367.363,1,21.6589,32.6557,28.8495,1.18789,2.22045e-16,0.399448,1.48725,0.482298,1.17502
89,367.969,1,21.6578,32.7115,30.1069,1.19062,2.22045e-16,0.397985,1.55617,0.473997,1.16271
90,373.709,1,21.607,32.3377,26.4389,1.21776,2.22045e-16,0.399529,1.68106,0.464993,1.19948
91,375.926,1,21.6557,31.6904,28.5675,1.23634,2.22045e-16,0.400119,1.64289,0.476749,1.16318
92,373.381,1,21.5685,31.7967,30.2029,1.21058,2.22045e-16,0.398648,1.55573,0.507015,1.23609
93,372.467,1,21.5618,31.5587,31.7955,1.21067,2.22045e-16,0.40024,1.47878,0.505386,1.24047
94,374.179,1,21.6752,31.6961,29.0273,1.23247,2.22045e-16,0.399908,1.45403,0.490747,1.19458
95,371.518,1,21.5854,31.9088,31.663,1.21466,2.22045e-16,0.397898,1.48517,0.494769,1.16127
96,366.574,1,21.5285,31.7561,33.2752,1.19018,2.22045e-16,0.398636,1.44139,0.502229,1.09278
97,366.462,1,21.5537,31.4807,34.7019,1.19794,2.22045e-16,0.399426,1.42442,0.492003,1.05453
98,368.325,1,21.5859,31.641,37.4233,1.21303,2.22045e-16,0.4009,1.4292,0.484477,1.04122
99,364.521,1,21.3387,31.408,36.8226,1.19154,2.22045e-16,0.403272,1.32414,0.504008,1.03531
