pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
-4,0,-4,0,-4,0,All
-1.61347,0.0111111,-3.51596,0.00111111,-1.84501,0.0111111,All
-1.54478,0.0222222,-3.35205,0.00222222,-1.54899,0.0222222,All
-1.2267,0.0333333,-3.21679,0.00333333,-1.35953,0.0333333,All
-1.19981,0.0444444,-3.07798,0.00444444,-1.29054,0.0444444,All
-1.17904,0.0555556,-3.03874,0.00555556,-1.19253,0.0555556,All
-1.14992,0.0666667,-2.99658,0.00666667,-1.15984,0.0666667,All
-1.06107,0.0777778,-2.97973,0.00777778,-1.13814,0.0777778,All
-1.0526,0.0888889,-2.90335,0.00888889,-1.08208,0.0888889,All
-1.01311,0.1,-2.85287,0.01,-1.05579,0.1,All
-0.989601,0.111111,-2.83302,0.0111111,-0.996219,0.111111,All
-0.977414,0.122222,-2.79909,0.0122222,-0.967901,0.122222,All
-0.973392,0.133333,-2.74596,0.0133333,-0.960871,0.133333,All
-0.966058,0.144444,-2.72724,0.0144444,-0.943029,0.144444,All
-0.933178,0.155556,-2.66542,0.0155556,-0.928503,0.155556,All
-0.901718,0.166667,-2.62015,0.0166667,-0.910255,0.166667,All
-0.884833,0.177778,-2.61471,0.0177778,-0.881519,0.177778,All
-0.862883,0.188889,-2.59318,0.0188889,-0.860413,0.188889,All
-0.844272,0.2,-2.59242,0.02,-0.839422,0.2,All
-0.836578,0.211111,-2.58275,0.0211111,-0.838071,0.211111,All
-0.835156,0.222222,-2.53594,0.0222222,-0.817395,0.222222,All
-0.832185,0.233333,-2.53489,0.0233333,-0.783164,0.233333,All
-0.826043,0.244444,-2.50389,0.0244444,-0.781932,0.244444,All
-0.809187,0.255556,-2.47175,0.0255556,-0.778091,0.255556,All
-0.789238,0.266667,-2.44019,0.0266667,-0.767024,0.266667,All
-0.750322,0.277778,-2.3612,0.0277778,-0.761114,0.277778,All
-0.750154,0.288889,-2.33764,0.0288889,-0.733136,0.288889,All
-0.712177,0.3,-2.31243,0.03,-0.697997,0.3,All
-0.708388,0.311111,-2.30935,0.0311111,-0.675263,0.311111,All
-0.66408,0.322222,-2.25024,0.0322222,-0.623575,0.322222,All
-0.658898,0.333333,-2.23814,0.0333333,-0.613443,0.333333,All
-0.626517,0.344444,-2.22028,0.0344444,-0.538141,0.344444,All
-0.616287,0.355556,-2.14938,0.0355556,-0.500924,0.355556,All
-0.603653,0.366667,-2.13811,0.0366667,-0.494648,0.366667,All
-0.587776,0.377778,-2.0939,0.0377778,-0.472803,0.377778,All
-0.553824,0.388889,-2.0621,0.0388889,-0.469817,0.388889,All
-0.535112,0.4,-2.06098,0.04,-0.411888,0.4,All
-0.481488,0.411111,-2.00475,0.0411111,-0.410521,0.411111,All
-0.444371,0.422222,-1.99861,0.0422222,-0.378535,0.422222,All
-0.441622,0.433333,-1.94809,0.0433333,-0.366418,0.433333,All
-0.419217,0.444444,-1.94742,0.0444444,-0.34932,0.444444,All
-0.411454,0.455556,-1.94714,0.0455556,-0.343623,0.455556,All
-0.377134,0.466667,-1.90135,0.0466667,-0.341378,0.466667,All
-0.369832,0.477778,-1.87154,0.0477778,-0.281041,0.477778,All
-0.326489,0.488889,-1.8673,0.0488889,-0.272545,0.488889,All
-0.321622,0.5,-1.86246,0.05,-0.186894,0.5,All
-0.30233,0.511111,-1.8354,0.0511111,-0.177407,0.511111,All
-0.245574,0.522222,-1.77189,0.0522222,-0.170672,0.522222,All
-0.234997,0.533333,-1.74904,0.0533333,-0.133664,0.533333,All
-0.230098,0.544444,-1.73381,0.0544444,-0.123113,0.544444,All
-0.22902,0.555556,-1.72708,0.0555556,-0.0420539,0.555556,All
-0.143419,0.566667,-1.69925,0.0566667,-0.0220509,0.566667,All
-0.0513385,0.577778,-1.68928,0.0577778,0.0703803,0.577778,All
0.0315891,0.588889,-1.6882,0.0588889,0.0967486,0.588889,All
0.0437461,0.6,-1.60148,0.06,0.201754,0.6,All
0.0609163,0.611111,-1.58065,0.0611111,0.254344,0.611111,All
0.125659,0.622222,-1.58045,0.0622222,0.257723,0.622222,All
0.146218,0.633333,-1.57947,0.0633333,0.261574,0.633333,All
0.15707,0.644444,-1.56437,0.0644444,0.314398,0.644444,All
0.178141,0.655556,-1.56371,0.0655556,0.319304,0.655556,All
0.256573,0.666667,-1.55332,0.0666667,0.390237,0.666667,All
0.297054,0.677778,-1.54949,0.0677778,0.390443,0.677778,All
0.312095,0.688889,-1.53639,0.0688889,0.394581,0.688889,All
0.398568,0.7,-1.53588,0.07,0.453666,0.7,All
0.446203,0.711111,-1.49564,0.0711111,0.463679,0.711111,All
0.466189,0.722222,-1.4894,0.0722222,0.518228,0.722222,All
0.513487,0.733333,-1.48044,0.0733333,0.578344,0.733333,All
0.552837,0.744444,-1.47473,0.0744444,0.617075,0.744444,All
0.627968,0.755556,-1.43393,0.0755556,0.623315,0.755556,All
0.639487,0.766667,-1.41649,0.0766667,0.650249,0.766667,All
0.706253,0.777778,-1.40193,0.0777778,0.723586,0.777778,All
0.745256,0.788889,-1.39405,0.0788889,0.734128,0.788889,All
0.772762,0.8,-1.3601,0.08,0.846496,0.8,All
0.8604,0.811111,-1.35157,0.0811111,0.891769,0.811111,All
0.863702,0.822222,-1.35038,0.0822222,0.893781,0.822222,All
0.92003,0.833333,-1.33119,0.0833333,0.927646,0.833333,All
1.03065,0.844444,-1.32794,0.0844444,1.07183,0.844444,All
1.04836,0.855556,-1.31266,0.0855556,1.14643,0.855556,All
1.35079,0.866667,-1.31171,0.0866667,1.30517,0.866667,All
1.41896,0.877778,-1.296,0.0877778,1.33319,0.877778,All
1.46915,0.888889,-1.29276,0.0888889,1.36811,0.888889,All
1.4725,0.9,-1.29091,0.09,1.38342,0.9,All
1.47402,0.911111,-1.27546,0.0911111,1.40985,0.911111,All
1.47468,0.922222,-1.26884,0.0922222,1.46221,0.922222,All
1.66983,0.933333,-1.26595,0.0933333,1.57293,0.933333,All
1.71266,0.944444,-1.26557,0.0944444,1.57846,0.944444,All
1.87638,0.955556,-1.26368,0.0955556,1.61483,0.955556,All
2.26069,0.966667,-1.24784,0.0966667,2.04949,0.966667,All
2.69419,0.977778,-1.22736,0.0977778,2.34535,0.977778,All
3.00467,0.988889,-1.21839,0.0988889,2.43592,0.988889,All
3.48319,1,-1.21109,0.1,2.48111,1,All
4,1,-1.20983,0.101111,4,1,All
,,-1.20179,0.102222,,,All
,,-1.17851,0.103333,,,All
,,-1.17244,0.104444,,,All
,,-1.1688,0.105556,,,All
,,-1.16732,0.106667,,,All
,,-1.16477,0.107778,,,All
,,-1.16264,0.108889,,,All
,,-1.16249,0.11,,,All
,,-1.14995,0.111111,,,All
,,-1.12861,0.112222,,,All
