parameter,value,se_sa,rse_sa
Cl_pop,13.5041234780684,0.916664203448936,6.78803185514156
V1_pop,24.0143120078069,2.68010840711886,11.1604630032606
Q_pop,25.5361648137727,12.2515541680989,47.9772677590613
V2_pop,13.0738350846577,4.23609521784155,32.4013205797025
omega_Cl,0.258914444257928,0.0487795042219269,18.840008853787
omega_V1,0.278693070767145,0.0915637519566802,32.8546926928025
omega_Q,0.945155313285939,0.459137240822015,48.5779674904194
omega_V2,0.864968898403865,0.241738758068057,27.9476821090492
a,1.55608431076725,0.272987429751531,17.5432287224161
b,0.0413754290550707,0.0172835589226973,41.7725189017205
