iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,79.0485,1,13.5016,36.5315,21.7629,16.3975,1.54598,0.0572365,0.257881,1.665,6.78912e-08,0.72094
2,57.766,1,12.4857,12.4034,21.7629,22.5321,1.7595,0.0611447,0.209605,1.67075,7.04124e-08,0.753175
3,67.1992,1,12.5994,10.7056,21.7629,21.7708,1.75956,0.0683858,0.210267,1.74651,7.38598e-08,0.747896
4,64.5768,1,12.5682,9.44968,21.7629,25.0745,1.67582,0.0651475,0.209841,1.65709,8.4835e-08,0.785933
5,69.201,1,12.3192,11.5393,21.7629,23.8319,1.80481,0.0629734,0.20247,1.74714,8.45815e-08,0.75514
6,74.3121,1,12.3249,10.4925,21.7629,23.091,1.80478,0.0627241,0.207261,1.77772,9.56336e-08,0.778551
7,75.8772,1,12.4375,9.18761,21.7629,21.6165,1.74874,0.0633963,0.209752,1.95582,9.17192e-08,0.821823
8,78.1645,1,12.4554,9.62326,21.7629,21.5623,1.74878,0.0676775,0.210805,1.83991,8.74977e-08,0.856126
9,82.9126,1,12.5938,10.2551,21.7629,21.5186,1.85339,0.0708968,0.203134,1.85006,8.46357e-08,0.780742
10,79.0303,1,12.4092,10.7544,21.7629,19.5741,1.8278,0.0684845,0.193354,1.89711,8.11508e-08,0.80836
11,85.553,1,12.5133,9.76242,21.7629,20.8978,1.82779,0.0681483,0.217289,2.00912,8.05832e-08,0.88202
12,84.8647,1,12.4746,9.75835,21.7629,23.9078,1.72896,0.0689402,0.203726,2.06727,8.28885e-08,1.00026
13,71.9568,1,12.467,12.1651,21.7629,20.954,1.67922,0.0665905,0.203187,1.69911,7.98459e-08,1.0072
14,66.4654,1,12.5758,11.2627,21.7629,20.9288,1.73634,0.0636754,0.19353,1.98299,6.87756e-08,0.890652
15,67.9606,1,12.4009,12.4696,21.7629,21.3775,1.73637,0.064092,0.193981,1.90876,6.58125e-08,0.946761
16,66.5828,1,12.4794,12.4137,21.7629,22.3425,1.68024,0.0669788,0.197931,2.04013,6.59334e-08,0.859489
17,59.8854,1,12.4071,10.9921,21.7629,21.5926,1.68029,0.0683646,0.193011,1.90135,5.78245e-08,0.788471
18,60.9444,1,12.5324,10.6759,21.7629,20.7807,1.72594,0.0675296,0.20089,1.90668,5.33795e-08,0.836676
19,59.8555,1,12.5493,9.9014,21.7629,23.1651,1.72588,0.0665569,0.195357,1.87026,5.75023e-08,0.838597
