trans_Cl_vs_SCRMGDL_abscissa,trans_Cl_vs_SCRMGDL_spline,trans_Cl_vs_SCRMGDL_regression,trans_Cl_vs_tSCRMGDL_abscissa,trans_Cl_vs_tSCRMGDL_spline,trans_Cl_vs_tSCRMGDL_regression,trans_Q_vs_SCRMGDL_abscissa,trans_Q_vs_SCRMGDL_spline,trans_Q_vs_SCRMGDL_regression,trans_Q_vs_tSCRMGDL_abscissa,trans_Q_vs_tSCRMGDL_spline,trans_Q_vs_tSCRMGDL_regression,trans_V1_vs_SCRMGDL_abscissa,trans_V1_vs_SCRMGDL_spline,trans_V1_vs_SCRMGDL_regression,trans_V1_vs_tSCRMGDL_abscissa,trans_V1_vs_tSCRMGDL_spline,trans_V1_vs_tSCRMGDL_regression,trans_V2_vs_SCRMGDL_abscissa,trans_V2_vs_SCRMGDL_spline,trans_V2_vs_SCRMGDL_regression,trans_V2_vs_tSCRMGDL_abscissa,trans_V2_vs_tSCRMGDL_spline,trans_V2_vs_tSCRMGDL_regression,split
0.26,2.59801,2.82341,0.481481,2.59801,2.82341,0.26,3.80578,3.18931,0.481481,3.80578,3.18931,0.26,3.28521,3.07406,0.481481,3.28521,3.07406,0.26,3.39221,2.74164,0.481481,3.39221,2.74164,All
0.267677,2.60854,2.81763,0.495698,2.60854,2.81763,0.267677,3.74241,3.18923,0.495698,3.74241,3.18923,0.267677,3.28179,3.07672,0.495698,3.28179,3.07672,0.267677,3.28179,2.73505,0.495698,3.28179,2.73505,All
0.275354,2.61907,2.81185,0.509914,2.61907,2.81185,0.275354,3.67905,3.18916,0.509914,3.67905,3.18916,0.275354,3.27838,3.07938,0.509914,3.27838,3.07938,0.275354,3.17137,2.72846,0.509914,3.17137,2.72846,All
0.28303,2.62961,2.80608,0.52413,2.62961,2.80608,0.28303,3.61568,3.18908,0.52413,3.61568,3.18908,0.28303,3.27496,3.08204,0.52413,3.27496,3.08204,0.28303,3.06095,2.72187,0.52413,3.06095,2.72187,All
0.290707,2.64014,2.8003,0.538346,2.64014,2.8003,0.290707,3.55232,3.18901,0.538346,3.55232,3.18901,0.290707,3.27154,3.0847,0.538346,3.27154,3.0847,0.290707,2.95053,2.71528,0.538346,2.95053,2.71528,All
0.298384,2.65067,2.79452,0.552563,2.65067,2.79452,0.298384,3.48895,3.18893,0.552563,3.48895,3.18893,0.298384,3.26813,3.08736,0.552563,3.26813,3.08736,0.298384,2.84011,2.70868,0.552563,2.84011,2.70868,All
0.306061,2.6612,2.78874,0.566779,2.6612,2.78874,0.306061,3.42559,3.18886,0.566779,3.42559,3.18886,0.306061,3.26471,3.09002,0.566779,3.26471,3.09002,0.306061,2.72969,2.70209,0.566779,2.72969,2.70209,All
0.313737,2.67173,2.78296,0.580995,2.67173,2.78296,0.313737,3.36223,3.18878,0.580995,3.36223,3.18878,0.313737,3.26129,3.09268,0.580995,3.26129,3.09268,0.313737,2.61928,2.6955,0.580995,2.61928,2.6955,All
0.321414,2.68226,2.77718,0.595211,2.68226,2.77718,0.321414,3.29886,3.18871,0.595211,3.29886,3.18871,0.321414,3.25787,3.09535,0.595211,3.25787,3.09535,0.321414,2.50886,2.68891,0.595211,2.50886,2.68891,All
0.329091,2.69279,2.7714,0.609428,2.69279,2.7714,0.329091,3.2355,3.18863,0.609428,3.2355,3.18863,0.329091,3.25446,3.09801,0.609428,3.25446,3.09801,0.329091,2.39844,2.68232,0.609428,2.39844,2.68232,All
0.336768,2.70332,2.76562,0.623644,2.70332,2.76562,0.336768,3.17213,3.18856,0.623644,3.17213,3.18856,0.336768,3.25104,3.10067,0.623644,3.25104,3.10067,0.336768,2.28802,2.67573,0.623644,2.28802,2.67573,All
0.344444,2.71385,2.75985,0.63786,2.71385,2.75985,0.344444,3.10877,3.18849,0.63786,3.10877,3.18849,0.344444,3.24762,3.10333,0.63786,3.24762,3.10333,0.344444,2.1776,2.66914,0.63786,2.1776,2.66914,All
0.352121,2.72318,2.75407,0.652076,2.72318,2.75407,0.352121,3.07049,3.18841,0.652076,3.07049,3.18841,0.352121,3.24175,3.10599,0.652076,3.24175,3.10599,0.352121,2.11988,2.66255,0.652076,2.11988,2.66255,All
0.359798,2.72937,2.74829,0.666293,2.72937,2.74829,0.359798,3.09792,3.18834,0.666293,3.09792,3.18834,0.359798,3.22946,3.10865,0.666293,3.22946,3.10865,0.359798,2.20018,2.65596,0.666293,2.20018,2.65596,All
0.367475,2.73555,2.74251,0.680509,2.73555,2.74251,0.367475,3.12534,3.18826,0.680509,3.12534,3.18826,0.367475,3.21717,3.11131,0.680509,3.21717,3.11131,0.367475,2.28048,2.64937,0.680509,2.28048,2.64937,All
0.375152,2.74173,2.73673,0.694725,2.74173,2.73673,0.375152,3.15277,3.18819,0.694725,3.15277,3.18819,0.375152,3.20488,3.11397,0.694725,3.20488,3.11397,0.375152,2.36078,2.64278,0.694725,2.36078,2.64278,All
0.382828,2.74791,2.73095,0.708941,2.74791,2.73095,0.382828,3.18019,3.18811,0.708941,3.18019,3.18811,0.382828,3.19259,3.11663,0.708941,3.19259,3.11663,0.382828,2.44109,2.63619,0.708941,2.44109,2.63619,All
0.390505,2.75409,2.72517,0.723158,2.75409,2.72517,0.390505,3.20761,3.18804,0.723158,3.20761,3.18804,0.390505,3.1803,3.11929,0.723158,3.1803,3.11929,0.390505,2.52139,2.6296,0.723158,2.52139,2.6296,All
0.398182,2.76027,2.71939,0.737374,2.76027,2.71939,0.398182,3.23504,3.18796,0.737374,3.23504,3.18796,0.398182,3.16801,3.12195,0.737374,3.16801,3.12195,0.398182,2.60169,2.62301,0.737374,2.60169,2.62301,All
0.405859,2.76645,2.71362,0.75159,2.76645,2.71362,0.405859,3.26246,3.18789,0.75159,3.26246,3.18789,0.405859,3.15572,3.12462,0.75159,3.15572,3.12462,0.405859,2.68199,2.61642,0.75159,2.68199,2.61642,All
0.413535,2.77264,2.70784,0.765806,2.77264,2.70784,0.413535,3.28989,3.18781,0.765806,3.28989,3.18781,0.413535,3.14344,3.12728,0.765806,3.14344,3.12728,0.413535,2.7623,2.60983,0.765806,2.7623,2.60983,All
0.421212,2.77882,2.70206,0.780022,2.77882,2.70206,0.421212,3.31731,3.18774,0.780022,3.31731,3.18774,0.421212,3.13115,3.12994,0.780022,3.13115,3.12994,0.421212,2.8426,2.60324,0.780022,2.8426,2.60324,All
0.428889,2.785,2.69628,0.794239,2.785,2.69628,0.428889,3.34474,3.18766,0.794239,3.34474,3.18766,0.428889,3.11886,3.1326,0.794239,3.11886,3.1326,0.428889,2.9229,2.59665,0.794239,2.9229,2.59665,All
0.436566,2.79118,2.6905,0.808455,2.79118,2.6905,0.436566,3.37216,3.18759,0.808455,3.37216,3.18759,0.436566,3.10657,3.13526,0.808455,3.10657,3.13526,0.436566,3.0032,2.59006,0.808455,3.0032,2.59006,All
0.444242,2.79736,2.68472,0.822671,2.79736,2.68472,0.444242,3.39959,3.18751,0.822671,3.39959,3.18751,0.444242,3.09428,3.13792,0.822671,3.09428,3.13792,0.444242,3.08351,2.58347,0.822671,3.08351,2.58347,All
0.451919,2.80354,2.67894,0.836887,2.80354,2.67894,0.451919,3.42701,3.18744,0.836887,3.42701,3.18744,0.451919,3.08199,3.14058,0.836887,3.08199,3.14058,0.451919,3.16381,2.57688,0.836887,3.16381,2.57688,All
0.459596,2.80972,2.67316,0.851104,2.80972,2.67316,0.459596,3.45444,3.18737,0.851104,3.45444,3.18737,0.459596,3.0697,3.14324,0.851104,3.0697,3.14324,0.459596,3.24411,2.57029,0.851104,3.24411,2.57029,All
0.467273,2.79383,2.66738,0.86532,2.79383,2.66738,0.467273,3.4091,3.18729,0.86532,3.4091,3.18729,0.467273,3.09462,3.1459,0.86532,3.09462,3.1459,0.467273,3.12353,2.56369,0.86532,3.12353,2.56369,All
0.474949,2.7767,2.66161,0.879536,2.7767,2.66161,0.474949,3.35972,3.18722,0.879536,3.35972,3.18722,0.474949,3.12161,3.14856,0.879536,3.12161,3.14856,0.474949,2.9918,2.5571,0.879536,2.9918,2.5571,All
0.482626,2.74562,2.65583,0.893752,2.74562,2.65583,0.482626,3.30613,3.18714,0.893752,3.30613,3.18714,0.482626,3.14908,3.15122,0.893752,3.14908,3.15122,0.482626,2.82282,2.55051,0.893752,2.82282,2.55051,All
