pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-2.82376,0.0920667,-224.647,0.000754085,-3.34587,0.159967,All
-2.29274,0.161117,-209.422,0,-2.81104,0.114262,All
-1.76173,0.253184,-194.196,0,-2.2762,0.0685575,All
-1.23071,0.34525,-178.97,0.000754085,-1.74137,0.251377,All
-0.699696,0.460334,-163.745,0,-1.20654,0.251377,All
-0.168681,0.368267,-148.519,0.000980311,-0.671712,0.27423,All
0.362335,0.2762,-133.293,0.00279011,-0.136881,0.434197,All
0.893351,0.0460334,-118.068,0.000754085,0.39795,0.342787,All
1.42437,0.0460334,-102.842,0.00271471,0.932781,0.09141,All
1.95538,0.0230167,-87.6161,0.0018098,1.46761,0.0685575,All
,,-72.3904,0.00150817,,,All
,,-57.1647,0.000754085,,,All
,,-41.939,0.00150817,,,All
,,-26.7133,0.0044491,,,All
,,-11.4875,0.00475074,,,All
,,3.73816,0.00731463,,,All
,,18.9639,0.00309175,,,All
,,34.1896,0.00678677,,,All
,,49.4153,0.0052786,,,All
,,64.641,0.00588186,,,All
,,79.8667,0.00467533,,,All
,,95.0924,0.00211144,,,All
,,110.318,0.00316716,,,All
,,125.544,0.00150817,,,All
,,140.77,0,,,All
,,155.995,0.00226226,,,All
,,171.221,0,,,All
,,186.447,0,,,All
,,201.672,0,,,All
,,216.898,0.00226226,,,All
