Cl_pop,16.192,-0.70061,-0.17363,-0.044548,0.00085771,-0.0224,0.02629,0.0087075,0.0087932,-4.3586e-5
beta_Cl_tSCRMGDL,-0.70061,0.033315,0.01428,-0.010724,-4.677e-5,0.0013386,-0.0021708,-0.00044163,-0.00019991,7.6453e-6
V1_pop,-0.17363,0.01428,8.4915,-6.0798,-0.0052466,0.34235,-0.78725,-0.0030924,0.042141,-0.00019085
V2_pop,-0.044548,-0.010724,-6.0798,21.766,0.0059286,-0.3897,1.1948,-0.017107,-0.20332,0.0010551
omega_Cl,0.00085771,-4.677e-5,-0.0052466,0.0059286,0.0018126,-0.00049327,0.0011274,0.00016478,-0.00026335,-1.9498e-6
omega_V1,-0.0224,0.0013386,0.34235,-0.3897,-0.00049327,0.032086,-0.061996,-0.0091055,0.0067383,-0.00044132
omega_Q,0.02629,-0.0021708,-0.78725,1.1948,0.0011274,-0.061996,0.2393,0.0073643,-0.020925,0.00049022
omega_V2,0.0087075,-0.00044163,-0.0030924,-0.017107,0.00016478,-0.0091055,0.0073643,0.064399,-0.0095308,0.00068093
a,0.0087932,-0.00019991,0.042141,-0.20332,-0.00026335,0.0067383,-0.020925,-0.0095308,0.074704,-0.0023148
b,-4.3586e-5,7.6453e-6,-0.00019085,0.0010551,-1.9498e-6,-0.00044132,0.00049022,0.00068093,-0.0023148,0.00024302
