iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,c,omega_Cl,omega_Q,omega_V1,omega_V2
99,455.641,1,13.6395,20.4577,25.4531,10.8285,0.0058366,1.20889,0.173087,0.263275,0.694283,0.304853,0.831732
100,460.248,1,13.6113,19.5894,25.7062,10.5043,2.22045e-16,1.23933,0.173087,0.259671,0.674856,0.306123,0.871669
101,460.24,1,13.5442,20.0576,25.8601,10.6619,2.22045e-16,1.01874,0.240896,0.259553,0.675239,0.312168,0.854442
102,466.771,1,13.5101,19.9599,25.8329,10.4629,2.22045e-16,1.05493,0.240896,0.261813,0.696833,0.29764,0.864619
103,456.983,1,13.5852,19.0771,25.5808,10.4766,2.22045e-16,1.00815,0.240896,0.264515,0.640345,0.315098,0.852015
104,459.285,1,13.6297,21.1964,25.6708,10.8316,2.22045e-16,1.02362,0.240896,0.253689,0.682889,0.30473,0.861791
105,464.401,1,13.6252,22.7039,25.6952,10.8592,0.006852,1.04327,0.240896,0.262046,0.702294,0.296066,0.866866
106,460.165,1,13.5408,23.5133,25.8972,11.6866,0.0575117,1.00568,0.240896,0.255175,0.62513,0.30083,0.881009
107,457.817,1,13.6165,21.6415,25.2589,11.5516,0.00792052,1.01101,0.240896,0.25176,0.669438,0.318494,0.837024
108,462.093,1,13.4942,22.3989,24.9864,11.4374,0.0795447,0.97709,0.240896,0.252039,0.701448,0.324355,0.874608
109,461.685,1,13.5855,24.63,24.4762,11.8594,0.200294,0.908991,0.240896,0.262054,0.759563,0.326057,0.800854
110,462.722,1,13.5013,27.9708,24.2361,11.1628,0.417601,0.79245,0.240896,0.254999,0.785888,0.319518,0.851442
111,469.02,1,13.4565,28.2686,24.172,12.0854,2.22045e-16,1.04511,0.240896,0.257672,0.744878,0.323348,0.853044
112,467.731,1,13.4774,30.415,23.7223,12.7023,0.113827,0.99447,0.240896,0.26678,0.75596,0.298156,0.822407
113,464.113,1,13.5352,28.3814,23.7843,12.4923,0.302606,0.897292,0.240896,0.26248,0.783208,0.292154,0.733672
114,459.897,1,13.4808,30.7861,23.8584,11.6775,0.0999172,0.983615,0.240896,0.253551,0.763723,0.290126,0.75608
115,452.383,1,13.2894,28.8954,23.6478,12.6254,0.104872,0.954942,0.240896,0.260235,0.670154,0.281796,0.759009
116,451,1,13.5436,28.3892,23.5353,12.6892,0.603675,0.683808,0.240896,0.251863,0.714098,0.297977,0.757971
117,442.47,1,13.4567,28.2943,23.9296,12.5201,0.354423,0.756077,0.240896,0.262376,0.728059,0.300565,0.738099
118,441.621,1,13.4721,29.1625,23.1421,13.1902,0.220364,0.84766,0.240896,0.260443,0.668369,0.298078,0.693818
119,449.462,1,13.4676,31.1132,22.8233,14.1514,0.386386,0.774032,0.240896,0.257367,0.767416,0.285513,0.774464
120,458.528,1,13.4775,29.7212,22.8373,15.0877,0.151306,0.925479,0.240896,0.262451,0.774772,0.29714,0.804231
121,454.557,1,13.3929,29.958,22.6155,13.674,2.22045e-16,1.10182,0.20579,0.264221,0.729644,0.309706,0.739328
122,441.273,1,13.4096,30.9577,21.9965,13.1931,2.22045e-16,1.06109,0.20579,0.259006,0.711723,0.269021,0.722801
123,456.223,1,13.5778,31.501,21.8306,13.0238,2.22045e-16,1.14676,0.20579,0.264724,0.737442,0.27647,0.705751
124,452.455,1,13.5601,31.5853,22.5122,13.35,0.101998,1.03336,0.20579,0.26536,0.819089,0.288086,0.708365
125,445.004,1,13.4395,29.0025,22.3884,14.2848,2.22045e-16,1.03135,0.20579,0.260648,0.859662,0.296265,0.71329
126,447.853,1,13.4554,30.8899,22.537,13.9705,0.0571534,1.02661,0.20579,0.261191,0.82102,0.285381,0.729421
127,449.219,1,13.2766,31.7391,22.645,14.6928,0.0274658,1.05119,0.20579,0.247584,0.859866,0.266788,0.765013
128,450.258,1,13.4574,31.1593,22.3671,14.9824,0.0704449,1.05168,0.20579,0.263921,0.798739,0.250434,0.766811
129,450.212,1,13.4616,28.9937,22.5464,15.4793,2.22045e-16,1.10639,0.20579,0.25259,0.797762,0.232209,0.794008
130,451.118,1,13.4261,32.0464,21.9843,15.1808,2.22045e-16,1.06818,0.20579,0.248543,0.936144,0.275456,0.739568
131,458.028,1,13.5569,34.8991,21.7405,14.7875,0.0231462,1.07011,0.20579,0.267088,1.02983,0.268552,0.759786
132,469.117,1,13.4298,33.091,21.3392,14.4752,2.22045e-16,1.17894,0.20579,0.262296,1.02263,0.253921,0.702146
133,460.209,1,13.5901,30.9095,21.6263,13.8614,2.22045e-16,1.14073,0.20579,0.260177,0.974666,0.237318,0.736293
134,464.753,1,13.5331,30.7358,22.0796,12.9006,0.0658344,1.07934,0.20579,0.263165,0.960438,0.278496,0.823243
135,457.722,1,13.5387,30.9245,22.3453,13.0432,0.0603523,1.06954,0.20579,0.265567,0.884122,0.259089,0.808682
136,455.833,1,13.4213,35.5389,21.9299,13.171,2.22045e-16,1.1455,0.20579,0.256461,0.791645,0.227671,0.793943
137,456.39,1,13.4178,34.2823,22.2518,13.6391,2.22045e-16,1.11574,0.20579,0.256718,0.862762,0.241925,0.813267
138,455.538,1,13.3502,31.8079,22.4071,13.4616,2.22045e-16,1.09688,0.20579,0.259503,0.912821,0.253845,0.775361
139,459.657,1,13.5192,35.4101,22.4244,13.2832,0.224932,0.974908,0.20579,0.26062,0.962152,0.27765,0.761517
140,454.03,1,13.5037,34.7672,22.5586,13.2108,2.22045e-16,1.10949,0.20579,0.25816,0.857198,0.255503,0.747096
141,463.168,1,13.4669,34.578,22.2301,13.5124,2.22045e-16,1.05353,0.231622,0.254714,0.904665,0.273561,0.784634
142,463.427,1,13.4479,36.4888,21.9156,13.414,0.406423,0.832173,0.231622,0.249867,0.983589,0.258614,0.82269
143,461.029,1,13.5689,35.7769,21.7302,13.6587,0.310749,0.890441,0.231622,0.256747,0.853987,0.264025,0.810147
144,454.135,1,13.5138,39.7637,21.8642,13.3121,0.097841,0.969089,0.231622,0.253719,0.837876,0.287984,0.737623
145,458.404,1,13.2826,40.2786,21.9084,13.4793,0.317983,0.877965,0.231622,0.252559,0.869875,0.267332,0.741802
146,460.527,1,13.3358,40.0637,21.8567,14.097,0.20057,0.959661,0.231622,0.250582,0.876636,0.263655,0.719435
147,452.096,1,13.3492,40.1573,21.4612,15.3848,0.406488,0.820624,0.231622,0.243617,0.862416,0.250135,0.712503
148,446.316,1,13.2908,37.0848,21.1665,15.0322,0.562309,0.700358,0.231622,0.25405,0.849075,0.254334,0.712976
149,452.729,1,13.3753,37.0945,21.6186,14.617,0.326609,0.832702,0.231622,0.255499,0.842398,0.272213,0.788041
150,450.712,1,13.3909,36.5405,21.6426,14.6627,0.455824,0.754567,0.231622,0.256458,0.863271,0.273401,0.764956
151,452.03,1,13.5166,36.4732,21.885,14.2783,0.554112,0.707047,0.231622,0.25397,0.901741,0.267421,0.782915
152,443.815,1,13.5957,36.0786,22.1785,13.9867,0.779495,0.566042,0.231622,0.259401,0.902,0.242777,0.747619
153,447.46,1,13.6166,39.4284,21.8449,13.9432,0.699394,0.643297,0.231622,0.26119,0.866148,0.239234,0.712515
154,438.568,1,13.5226,36.4514,21.9996,14.4632,0.583586,0.649551,0.231622,0.261788,0.858946,0.236376,0.740588
155,444.023,1,13.3837,35.0134,22.421,14.9012,0.551021,0.662956,0.231622,0.253516,0.940838,0.256573,0.776424
156,449.538,1,13.4507,33.9416,22.8074,14.1679,0.587633,0.684892,0.231622,0.257681,0.920781,0.252257,0.744305
157,459.074,1,13.339,33.7999,22.7331,14.6499,0.242388,0.895422,0.231622,0.255783,0.99287,0.249794,0.792811
158,457.809,1,13.4466,29.4434,22.7262,14.897,0.19495,0.904399,0.231622,0.251249,1.016,0.266157,0.785064
159,455.862,1,13.4145,30.9834,22.7895,14.9805,0.0216291,0.985598,0.231622,0.245651,1.00645,0.271466,0.789764
160,450.73,1,13.3756,32.5061,22.3365,15.5345,0.0687474,0.947659,0.231622,0.258195,0.991378,0.261954,0.722365
161,443.727,1,13.3952,29.3599,22.4894,15.5538,0.0127094,0.883487,0.268043,0.241487,0.92033,0.237449,0.696568
162,451.713,1,13.3714,30.6009,22.5071,15.3862,2.22045e-16,0.913203,0.268043,0.243186,0.953687,0.24473,0.721485
163,448.848,1,13.4002,29.9968,22.2281,15.1028,0.201599,0.800937,0.268043,0.254015,0.908108,0.244754,0.752886
164,457.872,1,13.5154,30.5967,22.6646,14.7191,0.135805,0.854721,0.268043,0.251154,0.902857,0.271313,0.817456
165,453.427,1,13.5365,31.7158,22.2049,15.5067,0.00676085,0.898627,0.268043,0.251994,0.922813,0.255675,0.825863
166,455.991,1,13.5591,29.2285,22.183,15.4948,0.319972,0.746555,0.268043,0.257381,1.03295,0.259558,0.779918
167,461.221,1,13.5435,27.8928,22.6148,15.5874,0.369614,0.749722,0.268043,0.265284,1.06751,0.223333,0.845661
168,459.044,1,13.486,31.5793,22.677,16.6933,0.158311,0.81189,0.268043,0.266401,1.07986,0.244148,0.909521
169,443.287,1,13.504,34.2153,21.9639,15.1837,0.469686,0.649118,0.268043,0.259311,0.969165,0.215939,0.772994
170,448.729,1,13.3985,33.8363,21.9234,15.3561,0.165963,0.821514,0.268043,0.255552,1.05255,0.200046,0.760855
171,450.299,1,13.4954,32.8741,21.7511,14.7986,0.354514,0.731921,0.268043,0.264135,1.06269,0.199581,0.782442
172,446.93,1,13.4164,34.3082,21.698,15.5831,0.0376112,0.872482,0.268043,0.255189,1.10301,0.198964,0.737568
173,451.145,1,13.4413,35.708,21.5443,15.3905,0.0556276,0.897377,0.268043,0.246945,1.11561,0.197299,0.697225
174,447.123,1,13.4392,34.0395,21.8011,14.6735,0.101458,0.857694,0.268043,0.242398,1.16757,0.185427,0.716718
175,442.285,1,13.3979,37.5319,22.0806,14.7594,0.284877,0.722275,0.268043,0.25036,1.14822,0.201561,0.76339
176,447.493,1,13.505,33.984,22.1814,14.1325,0.202659,0.763711,0.268043,0.258014,1.16193,0.229401,0.765394
177,450.923,1,13.5253,27.3625,22.3775,14.3515,0.39053,0.709417,0.268043,0.252006,1.12741,0.209577,0.780363
178,444.152,1,13.5351,29.2242,22.2734,14.6407,0.488353,0.654884,0.268043,0.264555,1.01598,0.20303,0.716926
179,447.054,1,13.4484,30.3632,22.0037,14.6644,0.0744828,0.852145,0.268043,0.261319,1.05111,0.203657,0.756708
180,450.794,1,13.4619,29.8611,22.1466,13.6282,0.159196,0.837666,0.268043,0.260789,0.974261,0.213243,0.753136
181,442.95,1,13.5407,30.0017,21.6698,15.1332,0.667137,0.430876,0.363601,0.255625,1.01868,0.177765,0.79833
182,457.127,1,13.3721,29.9619,22.0225,15.7807,0.682227,0.46469,0.363601,0.257716,1.06987,0.182227,0.818856
183,458.752,1,13.4304,30.601,22.3761,15.1894,0.502596,0.525248,0.363601,0.265062,1.10362,0.176532,0.874851
184,457.789,1,13.4738,31.7714,22.675,14.3198,0.314596,0.582457,0.363601,0.260719,1.12866,0.178839,0.919396
185,463.371,1,13.5532,31.9548,22.6965,14.5126,0.176412,0.653541,0.363601,0.253278,1.2028,0.196735,0.836077
186,459.157,1,13.4611,37.0128,22.7633,14.2367,0.294001,0.592141,0.363601,0.250149,1.33222,0.188172,0.788793
187,461.856,1,13.5247,35.7854,22.6764,15.2724,0.34758,0.556858,0.363601,0.250231,1.48848,0.208054,0.803885
188,457.308,1,13.5813,33.1877,22.8727,14.0419,0.442496,0.502407,0.363601,0.253231,1.49494,0.210177,0.821815
189,449.486,1,13.5415,33.9454,22.8302,13.8526,0.698168,0.396872,0.363601,0.25444,1.32289,0.211895,0.789074
190,449.122,1,13.3998,30.4374,22.5586,14.6112,0.635414,0.4179,0.363601,0.257884,1.25378,0.216453,0.793249
191,446.611,1,13.4029,30.7155,22.4037,15.2388,0.65223,0.407587,0.363601,0.246965,1.24608,0.217572,0.789431
192,456.093,1,13.5764,28.0903,22.677,15.3237,0.780585,0.388362,0.363601,0.2579,1.2419,0.221518,0.820494
193,459.382,1,13.3356,27.3436,22.6332,15.2111,0.448009,0.516386,0.363601,0.257553,1.22517,0.212217,0.857315
194,466.026,1,13.6018,28.1896,22.6952,15.7245,0.368053,0.581011,0.363601,0.268487,1.27001,0.208781,0.773037
195,464.721,1,13.479,28.2026,22.227,15.391,0.141496,0.666148,0.363601,0.260209,1.30164,0.205701,0.744066
196,461.545,1,13.394,31.8421,22.2582,15.1859,0.386804,0.544804,0.363601,0.256554,1.43911,0.209468,0.772778
197,466.772,1,13.4722,31.4422,21.987,14.0823,0.216613,0.623326,0.363601,0.254263,1.3366,0.251319,0.737593
198,467.571,1,13.5015,33.4399,22.1139,14.2328,0.433274,0.551835,0.363601,0.255621,1.32752,0.241335,0.744181
199,464.929,1,13.3965,33.2428,22.4577,14.159,0.237063,0.614217,0.363601,0.252034,1.13262,0.263458,0.793077
200,466.008,1,13.5921,28.5403,22.7221,13.6542,0.368685,0.576676,0.363601,0.246941,1.08411,0.272992,0.79187
201,462.859,1,13.522,27.0884,22.8486,13.5446,2.22045e-16,1.05749,0.221732,0.26103,1.03844,0.277113,0.767067
202,462.327,1,13.5872,26.4509,22.8598,12.9168,0.0450629,1.00644,0.221732,0.269405,1.06822,0.291619,0.789835
203,459.725,1,13.4375,29.0791,22.9434,13.2044,0.300225,0.88403,0.221732,0.251244,1.07762,0.265527,0.750356
204,462.903,1,13.4672,36.424,22.6237,13.0661,0.342366,0.878447,0.221732,0.26098,1.12509,0.249871,0.750463
205,470.882,1,13.4576,37.7371,22.6002,13.6177,0.450151,0.857536,0.221732,0.257068,1.26296,0.239085,0.752529
206,470.067,1,13.488,40.0553,22.3546,12.7858,0.0593294,1.07795,0.221732,0.249225,1.21046,0.227073,0.791123
207,473.754,1,13.5948,34.8417,22.1692,13.4995,0.49923,0.834543,0.221732,0.255987,1.10654,0.251139,0.897394
208,463.075,1,13.3905,34.9095,22.4649,14.6488,0.104372,1.00303,0.221732,0.25644,1.05691,0.233567,0.880351
209,462.538,1,13.4237,36.6569,22.5707,13.8217,2.22045e-16,1.06358,0.221732,0.256694,1.07433,0.225761,0.864451
210,467.744,1,13.5409,35.2308,22.8813,13.7411,2.22045e-16,1.08532,0.221732,0.257762,1.11594,0.225609,0.892249
211,457.638,1,13.4708,31.8517,23.1429,13.3166,0.0256553,1.04165,0.221732,0.263916,0.954602,0.250562,0.762625
212,455.993,1,13.4512,32.1938,23.1914,13.3278,2.22045e-16,1.07789,0.221732,0.254233,0.930798,0.235897,0.715825
213,455.719,1,13.4965,32.0857,23.1193,13.6604,2.22045e-16,1.07946,0.221732,0.257503,0.858572,0.236998,0.754609
214,457.081,1,13.4872,32.1436,23.4434,12.962,0.199953,0.989248,0.221732,0.257875,0.793473,0.242445,0.757169
215,453.934,1,13.4917,32.9024,22.8728,13.3256,2.22045e-16,1.05274,0.221732,0.257212,0.782656,0.256476,0.84998
216,455.94,1,13.5857,29.4693,23.2544,12.9227,0.423159,0.852559,0.221732,0.249427,0.821914,0.236844,0.82199
217,456.272,1,13.4682,29.0134,23.4587,12.5738,0.124267,1.01586,0.221732,0.243982,0.840325,0.222518,0.867599
218,452.801,1,13.4873,30.6809,23.1737,13.2268,0.480681,0.802307,0.221732,0.260308,0.756403,0.238968,0.846855
