Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.90152,0.0785527,13.4313,0.0141736,16.0858,0.0227913,4.65863,0.0530172,All
9.90689,0.164246,16.4705,0.035434,45.3818,0.00833229,9.6691,0.0544501,All
10.9123,0.0856938,19.5097,0.0755925,74.6778,0.00269574,14.6796,0.0300908,All
11.9176,0.1214,22.549,0.0685057,103.974,0.00171547,19.69,0.0214935,All
12.923,0.0428469,25.5882,0.0448831,133.27,0.000245067,24.7005,0.0128961,All
13.9284,0.0714115,28.6274,0.0307095,162.566,0.000245067,29.711,0.00716449,All
14.9337,0.114258,31.6667,0.0377963,191.862,0,34.7214,0.00716449,All
15.9391,0.0285646,34.7059,0.0188981,221.158,0.000245067,39.7319,0.0114632,All
16.9445,0.107117,37.7452,0.00472453,250.454,0,44.7424,0.00716449,All
17.9498,0.114258,40.7844,0.0070868,279.75,0,49.7529,0.0014329,All
18.9552,0.0856938,43.8236,0.00472453,309.046,0,54.7633,0.00286579,All
19.9606,0.0357058,46.8629,0.00236227,338.342,0.000245067,59.7738,0.00429869,All
20.9659,0.0214235,49.9021,0.00944906,367.638,0.000245067,64.7843,0.0014329,All
