Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
3.72714,0,8.14955,0,1.43785,0.00666667,2.1534,0.00666667,All
8.39883,0.00666667,11.9116,0.00666667,2.0943,0.0133333,2.24645,0.0133333,All
8.46852,0.0133333,12.119,0.0133333,2.16499,0.02,2.74354,0.02,All
8.50777,0.02,12.8346,0.02,2.19813,0.0266667,2.75703,0.0266667,All
8.60407,0.0266667,13.3153,0.0266667,2.59328,0.0333333,2.91574,0.0333333,All
8.63045,0.0333333,14.3281,0.0333333,2.67994,0.04,2.96655,0.04,All
8.75693,0.04,14.8484,0.04,3.01943,0.0466667,2.97047,0.0466667,All
8.84759,0.0466667,15.1261,0.0466667,3.49186,0.0533333,3.14459,0.0533333,All
8.91474,0.0533333,15.1306,0.0533333,3.9575,0.06,3.28186,0.06,All
8.92533,0.06,15.5314,0.06,4.14878,0.0666667,3.41792,0.0666667,All
8.98101,0.0666667,15.8083,0.0666667,4.42551,0.0733333,3.48538,0.0733333,All
9.15721,0.0733333,15.9183,0.0733333,4.43428,0.08,3.61314,0.08,All
9.42957,0.08,16.0479,0.08,4.56608,0.0866667,3.88053,0.0866667,All
9.49198,0.0866667,16.4758,0.0866667,5.21561,0.0933333,3.98739,0.0933333,All
9.54418,0.0933333,16.8501,0.0933333,5.36923,0.1,4.31326,0.1,All
9.62002,0.1,17.113,0.1,5.67764,0.106667,4.41124,0.106667,All
9.62319,0.106667,17.3624,0.106667,6.19789,0.113333,4.49669,0.113333,All
9.62748,0.113333,17.6342,0.113333,6.24859,0.12,4.58684,0.12,All
9.6737,0.12,17.6864,0.12,6.45179,0.126667,4.61531,0.126667,All
9.69583,0.126667,17.7121,0.126667,6.6462,0.133333,4.7365,0.133333,All
9.72098,0.133333,17.8894,0.133333,6.8511,0.14,4.83674,0.14,All
9.85817,0.14,17.9657,0.14,6.88027,0.146667,4.90945,0.146667,All
9.89062,0.146667,18.0399,0.146667,6.91163,0.153333,4.95532,0.153333,All
10.0102,0.153333,18.205,0.153333,6.94162,0.16,4.99903,0.16,All
10.0935,0.16,18.4727,0.16,7.79046,0.166667,5.14907,0.166667,All
10.0993,0.166667,18.4949,0.166667,7.79796,0.173333,5.56079,0.173333,All
10.1182,0.173333,18.6147,0.173333,7.98729,0.18,5.63971,0.18,All
10.1235,0.18,18.7457,0.18,8.46322,0.186667,5.70543,0.186667,All
10.1258,0.186667,19.0639,0.186667,8.77596,0.193333,5.74699,0.193333,All
10.1609,0.193333,19.2152,0.193333,9.02409,0.2,6.27666,0.2,All
10.2822,0.2,19.3514,0.2,9.39683,0.206667,6.54397,0.206667,All
10.3371,0.206667,19.3918,0.206667,9.47696,0.213333,6.84415,0.213333,All
10.338,0.213333,19.4073,0.213333,9.53827,0.22,6.9703,0.22,All
10.3759,0.22,19.4488,0.22,9.73361,0.226667,7.00336,0.226667,All
10.3935,0.226667,19.4501,0.226667,10.3313,0.233333,7.03122,0.233333,All
10.4847,0.233333,19.4916,0.233333,10.3664,0.24,7.13505,0.24,All
10.5248,0.24,19.5694,0.24,10.7571,0.246667,7.13978,0.246667,All
10.5861,0.246667,19.7138,0.246667,10.9202,0.253333,7.2538,0.253333,All
10.6033,0.253333,19.8931,0.253333,11.3177,0.26,7.26053,0.26,All
11.0142,0.26,20.0898,0.26,11.6164,0.266667,7.29537,0.266667,All
11.1096,0.266667,20.1251,0.266667,11.7716,0.273333,7.47547,0.273333,All
11.1953,0.273333,20.1388,0.273333,11.787,0.28,7.72858,0.28,All
11.2468,0.28,20.141,0.28,11.8179,0.286667,7.78188,0.286667,All
11.2477,0.286667,20.1958,0.286667,11.9454,0.293333,7.85984,0.293333,All
11.2606,0.293333,20.3116,0.293333,12.19,0.3,7.87423,0.3,All
11.3052,0.3,20.4071,0.3,12.3509,0.306667,8.08155,0.306667,All
11.3703,0.306667,20.479,0.306667,12.7212,0.313333,8.35682,0.313333,All
11.4207,0.313333,20.5829,0.313333,13.7787,0.32,8.36152,0.32,All
11.4588,0.32,20.7238,0.32,13.9204,0.326667,8.45873,0.326667,All
11.5083,0.326667,20.8144,0.326667,14.7633,0.333333,8.65091,0.333333,All
11.5515,0.333333,20.8146,0.333333,15.2367,0.34,8.78903,0.34,All
11.6886,0.34,20.8958,0.34,15.2794,0.346667,8.98427,0.346667,All
11.7191,0.346667,20.9094,0.346667,15.3618,0.353333,9.27608,0.353333,All
11.7227,0.353333,21.0288,0.353333,17.4386,0.36,9.33944,0.36,All
11.7534,0.36,21.1578,0.36,17.5325,0.366667,9.46276,0.366667,All
11.7836,0.366667,21.1699,0.366667,18.0525,0.373333,9.62968,0.373333,All
11.8633,0.373333,21.3143,0.373333,18.1111,0.38,9.71414,0.38,All
11.8749,0.38,21.3226,0.38,18.2089,0.386667,9.76811,0.386667,All
11.9163,0.386667,21.3405,0.386667,18.2175,0.393333,9.7778,0.393333,All
11.9874,0.393333,21.455,0.393333,18.8588,0.4,9.83572,0.4,All
12.0021,0.4,21.6268,0.4,18.9131,0.406667,9.97134,0.406667,All
12.0639,0.406667,21.6849,0.406667,19.0424,0.413333,9.9948,0.413333,All
12.175,0.413333,21.7685,0.413333,19.0852,0.42,10.3949,0.42,All
12.2062,0.42,21.9541,0.42,19.1272,0.426667,10.5387,0.426667,All
12.4875,0.426667,21.9686,0.426667,19.1517,0.433333,10.859,0.433333,All
12.4894,0.433333,21.9765,0.433333,19.6107,0.44,10.8943,0.44,All
