popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
1.29111,2.50025,1.29111,-0.930216,3.51243,0.78417,0.943194,0.78417,-1.43603,3.00437,All
1.40246,2.55548,1.40246,-0.819183,3.6241,0.862468,1.0121,0.862468,-1.35787,3.08281,All
1.52342,2.61695,1.52342,-0.698604,3.74544,0.948584,1.08789,0.948584,-1.27192,3.16909,All
1.6548,2.68372,1.6548,-0.567661,3.87727,1.0433,1.1724,1.0433,-1.17741,3.26401,All
1.79752,2.75745,1.79752,-0.425466,4.02051,1.14747,1.26602,1.14747,-1.07348,3.36842,All
1.95255,2.84735,1.95255,-0.271056,4.17616,1.26204,1.36898,1.26204,-0.959203,3.48329,All
2.12095,2.95295,2.12095,-0.103386,4.34529,1.38805,1.48223,1.38805,-0.833546,3.60966,All
2.30387,3.08489,2.30387,0.0786756,4.52907,1.52665,1.60679,1.52665,-0.695381,3.74868,All
2.50257,3.2282,2.50257,0.276359,4.72879,1.67908,1.74378,1.67908,-0.543468,3.90163,All
2.71841,3.38387,2.71841,0.490998,4.94582,1.84674,1.89703,1.84674,-0.376444,4.06992,All
2.88111,3.50123,2.88111,0.652734,5.10949,2.03113,2.06648,2.03113,-0.192811,4.25507,All
2.95286,3.55297,2.95286,0.724037,5.18168,2.23393,2.25677,2.23393,0.00907321,4.4588,All
3.20753,3.7396,3.20753,0.977044,5.43802,2.45699,2.46708,2.45699,0.231015,4.68296,All
3.48417,3.97641,3.48417,1.25172,5.71662,2.59691,2.59901,2.59691,0.370189,4.82364,All
3.78466,4.23899,3.78466,1.5499,6.01943,2.70231,2.69838,2.70231,0.474996,4.92963,All
4.11107,4.53747,4.11107,1.87358,6.34856,2.97214,2.95279,2.97214,0.743191,5.20108,All
4.46563,4.87665,4.46563,2.22493,6.70634,3.2689,3.23312,3.2689,1.03799,5.49981,All
4.47112,4.88196,4.47112,2.23036,6.71187,3.59529,3.54833,3.59529,1.36201,5.82858,All
4.85078,5.26709,4.85078,2.60629,7.09527,3.95428,3.89806,3.95428,1.71812,6.19043,All
5.26913,5.69989,5.26913,3.02018,7.51808,4.3491,4.28333,4.3491,2.10948,6.58872,All
5.72357,6.1768,5.72357,3.46938,7.97777,4.40966,4.34299,4.40966,2.16948,6.64984,All
6.06112,6.54364,6.06112,3.80275,8.31949,4.78335,4.71159,4.78335,2.53955,7.02716,All
6.21721,6.71525,6.21721,3.95683,8.47758,5.26096,5.18589,5.26096,3.0121,7.50982,All
6.75341,7.30707,6.75341,4.48577,9.02106,5.78626,5.7106,5.78626,3.5313,8.04122,All
7.33587,7.95385,7.33587,5.05968,9.61206,6.2224,6.14711,6.2224,3.96196,8.48285,All
7.65113,8.3029,7.65113,5.37003,9.93223,6.36401,6.28918,6.36401,4.1017,8.62632,All
7.96855,8.65251,7.96855,5.68232,10.2548,6.99944,6.92716,6.99944,4.72827,9.27062,All
8.65581,9.39646,8.65581,6.35778,10.9538,7.69832,7.62902,7.69832,5.41647,9.98017,All
9.24113,10.0191,9.24113,6.93234,11.5499,8.03515,7.9673,8.03515,5.74781,10.3225,All
9.40233,10.1891,9.40233,7.09047,11.7142,8.46699,8.40108,8.46699,6.17229,10.7617,All
10.2132,11.0307,10.2132,7.88515,12.5413,9.3124,9.25049,9.3124,7.00226,11.6225,All
10.8311,11.6632,10.8311,8.48987,13.1724,9.84789,9.78858,9.84789,7.52726,12.1685,All
11.0941,11.93,11.0941,8.747,13.4412,10.2422,10.1849,10.2422,7.91354,12.5709,All
12.0509,12.8894,12.0509,9.6816,14.4202,11.2649,11.213,11.2649,8.91396,13.6158,All
12.4211,13.2558,12.4211,10.0428,14.7995,11.6606,11.611,11.6606,9.30059,14.0207,All
13.0902,13.9153,13.0902,10.695,15.4855,12.3897,12.3443,12.3897,10.0121,14.7672,All
14.0111,14.8152,14.0111,11.5914,16.4309,13.4734,13.4348,13.4734,11.0681,15.8787,All
14.2192,15.0176,14.2192,11.7937,16.6447,13.6268,13.5893,13.6268,11.2174,16.0361,All
15.4456,16.2094,15.4456,12.9848,17.9063,14.9874,14.9592,14.9874,12.5401,17.4347,All
15.6012,16.3605,15.6012,13.1358,18.0665,15.2861,15.2601,15.2861,12.8301,17.7422,All
16.7777,17.5048,16.7777,14.276,19.2794,16.4838,16.4672,16.4838,13.9914,18.9763,All
17.1912,17.9076,17.1912,14.6762,19.7061,17.0989,17.0873,17.0989,14.5869,19.6108,All
18.2247,18.9161,18.2247,15.6755,20.7738,18.1297,18.1271,18.1297,15.5838,20.6756,All
18.7812,19.4602,18.7812,16.213,21.3493,18.9116,18.916,18.9116,16.3389,21.4843,All
19.7965,20.4552,19.7965,17.1925,22.4005,19.9399,19.9534,19.9399,17.3307,22.5491,All
20.3712,21.0195,20.3712,17.7463,22.9961,20.7244,20.7449,20.7244,18.0864,23.3623,All
21.5038,22.1317,21.5038,18.8365,24.1712,21.9309,21.9622,21.9309,19.2472,24.6146,All
21.9612,22.5807,21.9612,19.2763,24.6461,22.5371,22.5736,22.5371,19.8297,25.2445,All
23.3585,23.9559,23.3585,20.6183,26.0986,24.1207,24.1702,24.1207,21.3495,26.8919,All
23.5512,24.1464,23.5512,20.8033,26.2991,24.3498,24.4012,24.3498,21.5692,27.1305,All
25.1412,25.7174,25.1412,22.3274,27.955,26.1626,26.2264,26.1626,23.3051,29.0201,All
25.373,25.9465,25.373,22.5494,28.1967,26.5291,26.5952,26.5291,23.6556,29.4025,All
26.7312,27.2916,26.7312,23.8489,29.6135,27.9753,28.0482,27.9753,25.0377,30.913,All
27.5613,28.1149,27.5613,24.6423,30.4804,29.1779,29.2556,29.1779,26.1854,32.1705,All
28.3212,28.8698,28.3212,25.3679,31.2745,29.7881,29.8669,29.7881,26.7673,32.8089,All
29.9112,30.4516,29.9112,26.8846,32.9378,31.6008,31.6807,31.6008,28.4941,34.7076,All
29.9384,30.4786,29.9384,26.9105,32.9662,32.0913,32.1703,32.0913,28.9609,35.2218,All
31.5012,32.0359,31.5012,28.3992,34.6032,33.4136,33.4894,33.4136,30.2183,36.6088,All
32.5204,33.0529,32.5204,29.3691,35.6718,35.2263,35.2948,35.2263,31.9402,38.5124,All
33.0912,33.6225,33.0912,29.9119,36.2706,35.2956,35.3637,35.2956,32.006,38.5852,All
34.6812,35.2091,34.6812,31.4227,37.9398,37.0391,37.0968,37.0391,33.6599,40.4182,All
35.3252,35.8518,35.3252,32.0341,38.6163,38.8198,38.8653,38.8198,35.3474,42.2922,All
36.2712,36.7956,36.2712,32.9318,39.6107,38.8518,38.8971,38.8518,35.3777,42.3259,All
37.8612,38.3818,37.8612,34.4393,41.2832,40.6645,40.6958,40.6645,37.0936,44.2355,All
38.3718,38.8912,38.3718,34.9231,41.8206,42.4773,42.4943,42.4773,38.8079,46.1467,All
39.4512,39.9665,39.4512,35.9453,42.9572,42.6959,42.7112,42.6959,39.0145,46.3773,All
41.0412,41.5492,41.0412,37.45,44.6325,44.29,44.2932,44.29,40.5206,48.0595,All
41.6812,42.1848,41.6812,38.0553,45.3072,46.1028,46.0935,46.1028,42.2318,49.9737,All
42.6312,43.1281,42.6312,38.9534,46.3091,46.959,46.9447,46.959,43.0396,50.8783,All
44.2213,44.7028,44.2213,40.4556,47.9869,47.9155,47.8968,47.9155,43.9417,51.8893,All
45.2761,45.7448,45.2761,41.4515,49.1006,49.7283,49.7012,49.7283,45.6505,53.8061,All
45.8113,46.2722,45.8113,41.9567,49.6658,51.541,51.5106,51.541,47.358,55.724,All
47.4013,47.8337,47.4013,43.4568,51.3457,51.6477,51.6172,51.6477,47.4585,55.8369,All
48.9913,49.3896,48.9913,44.9559,53.0266,53.3538,53.3242,53.3538,49.0646,57.6429,All
49.1809,49.5752,49.1809,45.1347,53.2272,55.1665,55.1416,55.1665,50.7701,59.5628,All
50.5813,50.943,50.5813,46.4541,54.7084,56.8047,56.7883,56.8047,52.3107,61.2987,All
52.1713,52.485,52.1713,47.9515,56.3911,56.9792,56.9638,56.9792,52.4748,61.4837,All
53.4226,53.6925,53.4226,49.1293,57.7158,58.792,58.7875,58.792,54.1786,63.4053,All
53.7613,54.0185,53.7613,49.4481,58.0745,60.6047,60.6152,60.6047,55.8817,65.3278,All
55.3513,55.5479,55.3513,50.944,59.7586,62.4175,62.4457,62.4175,57.584,67.251,All
56.9413,57.0768,56.9413,52.4391,61.4435,62.4765,62.5054,62.4765,57.6394,67.3136,All
58.03,58.1259,58.03,53.4626,62.5975,64.2302,64.2778,64.2302,59.2856,69.1748,All
58.5313,58.61,58.5313,53.9337,63.1289,66.043,66.1129,66.043,60.9866,71.0993,All
60.1213,60.1492,60.1213,55.4276,64.815,67.8557,67.9489,67.8557,62.6871,73.0244,All
61.7113,61.7106,61.7113,56.9209,66.5017,68.7147,68.8195,68.7147,63.4926,73.9368,All
63.0349,63.0402,63.0349,58.1636,67.9061,69.6685,69.7866,69.6685,64.3869,74.95,All
63.3013,63.3078,63.3013,58.4137,68.1889,71.4812,71.6258,71.4812,66.0862,76.8761,All
64.8913,64.9051,64.8913,59.9061,69.8766,73.2939,73.4657,73.2939,67.7851,78.8028,All
66.4813,66.5023,66.4813,61.3979,71.5648,75.1067,75.3056,75.1067,69.4835,80.7299,All
68.0713,68.0996,68.0713,62.8893,73.2534,75.5757,75.7817,75.5757,69.9229,81.2286,All
68.4713,68.5014,68.4713,63.2644,73.6783,76.9194,77.1455,76.9194,71.1814,82.6574,All
69.6613,69.775,69.6613,64.3802,74.9424,78.7322,78.9851,78.7322,72.879,84.5854,All
71.2513,71.485,71.2513,65.8708,76.6319,80.5449,80.8205,80.5449,74.5762,86.5137,All
72.8413,73.1949,72.8413,67.361,78.3217,82.3577,82.6559,82.3577,76.273,88.4424,All
74.3767,74.888,74.3767,68.7996,79.9538,83.1218,83.4296,83.1218,76.9882,89.2555,All
74.4314,74.9493,74.4314,68.8508,80.0119,84.1704,84.4912,84.1704,77.9694,90.3714,All
76.0214,76.7998,76.0214,70.3403,81.7024,85.9832,86.3266,85.9832,79.6656,92.3007,All
77.6114,78.7124,77.6114,71.8295,83.3933,87.7959,88.162,87.7959,81.3614,94.2304,All
79.2014,80.625,79.2014,73.3183,85.0844,89.6086,89.9974,89.6086,83.057,96.1603,All
80.7914,82.5376,80.7914,74.8069,86.7759,91.4214,91.8328,91.4214,84.7523,98.0905,All
