parameter,value,se_sa,rse_sa
Cl_pop,13.5372644621861,0.927593473529039,6.85214857196669
V1_pop,24.3861374581515,0.804848040496454,3.30043264078879
Q_pop,25.3951822174471,9.76514012919584,38.4527271573856
V2_pop,12.9668098414023,3.84348851840889,29.6409723395252
omega_Cl,0.260925894303591,0.049320570861667,18.9021373265015
omega_V1,0.0972955749045687,0.0239003254906838,24.5646582736431
omega_Q,1.30611309413271,0.29908126315951,22.8985732172073
omega_V2,0.946931084327058,0.253316628677528,26.7513267723753
corr_V1_Q,0.99748778729807,0.00479027920096627,0.480234370983314
a,1.58862263163549,0.259316724480093,16.3233683894535
b,0.0498731221726242,0.0163929457512302,32.8692992078776
