pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.4495,0.111282,-2.69951,0.0189472,-1.69374,0.0891455,All
-1.01017,0.47295,-2.51772,0.0315787,-1.28243,0.297152,All
-0.57085,0.667694,-2.33593,0.0315787,-0.871119,0.416012,All
-0.131527,0.194744,-2.15414,0.025263,-0.459806,0.534873,All
0.307796,0.389488,-1.97235,0.050526,-0.0484936,0.208006,All
0.747119,0.278206,-1.79055,0.0378945,0.362819,0.326867,All
1.18644,0.166924,-1.60876,0.126315,0.774132,0.445727,All
1.62576,0.0556412,-1.42697,0.20842,1.18544,0.118861,All
2.06509,0.0556412,-1.24518,0.176841,1.59676,0.0891455,All
2.50441,0.111282,-1.06339,0.309472,2.00807,0.148576,All
,,-0.881598,0.277893,,,All
,,-0.699806,0.265261,,,All
,,-0.518015,0.328419,,,All
,,-0.336224,0.385261,,,All
,,-0.154432,0.372629,,,All
,,0.0273588,0.410524,,,All
,,0.20915,0.366313,,,All
,,0.390941,0.34105,,,All
,,0.572733,0.322103,,,All
,,0.754524,0.372629,,,All
,,0.936315,0.303156,,,All
,,1.11811,0.284209,,,All
,,1.2999,0.176841,,,All
,,1.48169,0.126315,,,All
,,1.66348,0.126315,,,All
,,1.84527,0.0884205,,,All
,,2.02706,0.0442102,,,All
,,2.20885,0.0378945,,,All
,,2.39065,0.0189472,,,All
,,2.57244,0.0189472,,,All
