parameter,value
Cl_pop,20.483291494683
beta_Cl_tSCRMGDL,-0.403799945262804
V1_pop,27.4092078403814
Q_pop,23.4
beta_Q_LLP_1,-2.75146879772298
V2_pop,16.506953800384
beta_V2_logtWTKG,-10.0998929273269
omega_Cl,0.226319779391841
omega_V1,0.20927287031774
omega_Q,1.59926498560455
omega_V2,2.07855248536821e-8
a,1.32042617009521
b,0.0665741199519921
