parameter,value
Cl_pop,13.4826957495928
V1_pop,24.7414672744053
beta_V1_ANTU_1,-0.221912193802199
beta_V1_logtCLCRMLMIN,-1.40442003758505
beta_V1_logtPROGDL,-0.597895372249249
Q_pop,23.4
beta_Q_LMP_1,0.849265497804066
beta_Q_logtAGEA,1.71709501852623
beta_Q_logtALBGDL,16.2642852047424
beta_Q_logtCLCRMLMIN,1.15675650314604
beta_Q_logtPROGDL,-15.809657632863
V2_pop,3.03172596654518
beta_V2_SEXF_1,4.40119038032892
beta_V2_logtHCM,33.9355159795778
omega_Cl,0.256647939349843
omega_V1,0.114535031282544
omega_Q,4.93343203990568e-8
omega_V2,4.93679570142602e-8
a,1.43459829132318
b,0.0395902397456712
