Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
8.88991,0.079845,16.3104,0.0473018,44.0387,0.0116084,10.563,0.0427118,All
9.87901,0.145173,19.1942,0.0497913,129.388,0.000588829,28.0445,0.00944587,All
10.8681,0.10888,22.0781,0.0896244,214.738,0.000336474,45.526,0.00533897,All
11.8572,0.137914,24.9619,0.0622391,300.088,0,63.0075,0.00287483,All
12.8463,0.0580691,27.8457,0.0348539,385.437,0,80.489,0.00041069,All
13.8354,0.079845,30.7296,0.0373435,470.787,0,97.9706,0.00041069,All
14.8245,0.079845,33.6134,0.0248957,556.137,0,115.452,0,All
15.8136,0.0290345,36.4972,0.00497913,641.487,0,132.934,0,All
16.8027,0.0871036,39.381,0.00248957,726.836,0,150.415,0,All
17.7918,0.152431,42.2649,0.00248957,812.186,0,167.897,0,All
18.7809,0.079845,45.1487,0.0124478,897.536,0,185.378,0,All
19.77,0.0217759,48.0325,0,982.885,0,202.86,0,All
20.7591,0.0290345,50.9164,0.00497913,1068.24,8.41185e-05,220.341,0.00041069,All
