parameter,value
Cl_pop,13.499832922385
V1_pop,25.5118977511526
beta_V1_ANTU_1,-0.196016822965023
beta_V1_logtCLCRMLMIN,-3.0786499447596
beta_V1_logtPROGDL,-2.05397778198783
Q_pop,23.4
beta_Q_LMP_1,0.785510865183116
beta_Q_logtAGEA,1.33766357476194
beta_Q_logtALBGDL,17.0750457397548
beta_Q_logtPROGDL,-16.2736929391764
beta_Q_logtSCRMGDL,-0.496054431954427
V2_pop,3.18222840292406
beta_V2_SEXF_1,4.12323508431814
beta_V2_logtHCM,31.5703527944997
omega_Cl,0.259109760093438
omega_V1,0.330698515586528
omega_Q,2.25216290923292e-8
omega_V2,2.61624592582158e-8
a,1.42344494636456
b,0.0422166013968009
