iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,527.94,1,13.5088,24.1422,13.1053,1.5,0,1.5,1.5,1.5,1.5
2,522.866,1,23.6658,21.4318,20.5536,1.63908,-0.497251,1.46202,1.46202,1.46202,1.46202
3,522.226,1,24.5269,20.3794,19.6887,1.65506,-0.526512,1.425,1.425,1.425,1.425
4,523.631,1,24.945,20.2733,22.5053,1.70002,-0.541519,1.38892,1.38892,1.38892,1.38892
5,521.448,1,24.5924,20.0873,21.5965,1.69214,-0.537226,1.35375,1.35375,1.35375,1.35375
6,519.011,1,24.8416,20.5181,20.6086,1.69045,-0.54709,1.31947,1.31947,1.31947,1.31947
7,520.746,1,24.8812,20.4476,19.3619,1.71739,-0.540309,1.28606,1.28606,1.28606,1.28606
8,517.456,1,24.1929,21.0066,21.192,1.71248,-0.522752,1.2535,1.2535,1.2535,1.2535
9,524.728,1,23.8172,21.1475,21.1888,1.81534,-0.502171,1.22176,1.22176,1.22176,1.22176
10,524.779,1,24.0625,20.3645,20.5598,1.81829,-0.509846,1.19082,1.19082,1.19082,1.19082
11,520.187,1,23.7524,20.2312,19.4421,1.7887,-0.506091,1.16067,1.16067,1.16067,1.16067
12,518.929,1,23.7,20.7773,17.9141,1.77596,-0.503389,1.13128,1.19337,1.13128,1.13128
13,509.868,1,23.6239,20.4264,16.8624,1.73099,-0.499627,1.10264,1.16315,1.10264,1.10264
14,504.866,1,24.4787,20.7307,17.9324,1.68716,-0.519997,1.07472,1.1337,1.07472,1.07472
15,504.493,1,24.3681,20.684,20.1048,1.6996,-0.523495,1.04751,1.10499,1.04751,1.04751
16,497.654,1,24.0865,21.438,18.0344,1.66195,-0.51449,1.02098,1.14158,1.02098,1.02098
17,492.984,1,24.8309,21.4813,18.0679,1.65454,-0.531306,0.995131,1.11268,0.995131,0.995131
18,483.329,1,24.819,22.3462,17.9771,1.61283,-0.529336,0.969933,1.0845,0.969933,0.969933
19,481.821,1,24.7293,22.4549,19.2057,1.59244,-0.527507,0.945374,1.05704,0.945374,0.945374
20,479.215,1,24.2083,22.0041,21.4818,1.59991,-0.511175,0.921437,1.03028,0.921437,0.921437
21,475.869,1,24.1518,22.0485,19.7252,1.60204,-0.505361,0.898105,1.01354,0.898105,0.898105
22,476.819,1,24.2699,22.3131,19.6277,1.61342,-0.508801,0.875365,1.04568,0.875365,0.875365
23,475.164,1,23.807,23.0769,18.3097,1.63189,-0.506036,0.8532,1.0192,0.8532,0.8532
24,474.938,1,23.8815,22.9125,19.239,1.62908,-0.502187,0.831597,0.993392,0.831597,0.831597
25,470.8,1,24.3126,23.4847,20.2793,1.59379,-0.516101,0.81054,1.05023,0.81054,0.850598
26,472.95,1,24.7183,24.0409,19.3558,1.63136,-0.521267,0.790017,1.0504,0.790017,0.836855
27,467.443,1,24.8205,24.0212,20.5587,1.60666,-0.528097,0.770013,1.02381,0.770013,0.851187
28,460.154,1,24.4546,23.8944,19.4631,1.57531,-0.523339,0.750516,0.997883,0.750516,0.829634
29,460.983,1,24.3584,24.1526,19.792,1.58541,-0.518631,0.731512,0.989331,0.731512,0.808628
30,466.143,1,24.7794,24.0471,21.2132,1.61897,-0.528442,0.71299,0.986607,0.71299,0.817548
31,457.231,1,24.5015,24.2378,22.1356,1.58023,-0.530167,0.694937,0.988363,0.694937,0.796847
32,452.76,1,24.4659,24.3783,20.0641,1.56851,-0.520698,0.677341,1.00671,0.677341,0.77667
33,454.324,1,24.903,24.2891,19.2533,1.58522,-0.524158,0.66019,0.989199,0.66019,0.757005
34,450.196,1,25.0063,24.5825,19.4076,1.57414,-0.532129,0.643474,0.964152,0.643474,0.737837
35,462.146,1,24.7296,24.6186,19.8079,1.72603,-0.531484,0.627181,0.939739,0.627181,0.719154
36,445.669,1,24.7382,24.9429,18.7791,1.68232,-0.527741,0.6113,0.915944,0.6113,0.700945
37,445.41,1,25.1954,24.4247,17.4138,1.63973,-0.539474,0.595821,0.918977,0.595821,0.683197
38,449.188,1,24.2711,24.9835,18.0741,1.62654,-0.515748,0.580735,0.95451,0.580735,0.665898
39,442.661,1,25.1405,25.1237,17.2708,1.58536,-0.54058,0.56603,0.96643,0.56603,0.692196
