parameter,value,se_sa,rse_sa
Cl_pop,13.4941963127355,0.913463624152481,6.76930735986387
V1_pop,23.8708493456961,2.98922638530882,12.522496966987
Q_pop,26.783203260926,13.4902291425173,50.368243899333
V2_pop,13.073688294061,4.04783011213122,30.961653827788
omega_Cl,0.258047217151882,0.0484520739948223,18.7764373239895
omega_V1,0.271848199096316,0.0940702243616304,34.6039534837239
omega_Q,0.931628426956176,0.359265745266454,38.5632012582795
omega_V2,0.877984918965677,0.317285055687877,36.1378708032547
a,1.55125569154067,0.272701988358953,17.579435153473
b,0.0423448346347089,0.0155185548495163,36.6480468831403
