parameter,value,se_sa,rse_sa
Cl_pop,13.497389776212,0.916401150031818,6.78946941020328
V1_pop,24.4859532508786,3.32419400416478,13.5759223670228
Q_pop,23.5519182501099,17.3053223855356,73.4773371823114
V2_pop,12.6470372852324,5.02308613593844,39.7174929009165
omega_Cl,0.259026903803391,0.0489194060481784,18.8858397833878
omega_V1,0.289995891767441,0.134386682835478,46.3408919403756
omega_Q,0.910182040144134,0.79812637503068,87.6886534592894
omega_V2,0.858241577129972,0.267722119967944,31.1942612781856
a,1.59054108778317,0.319438614107729,20.0836442743487
b,0.0391772120149776,0.017739533248437,45.2802339320499
