parameter,value
Cl_pop,13.4998335454889
V1_pop,25.5913010315126
beta_V1_ANTU_1,-0.199645871652992
beta_V1_logtCLCRMLMIN,-3.28665133735408
beta_V1_logtPROGDL,-1.92976300885785
Q_pop,23.4
beta_Q_LMP_1,0.902624915421698
beta_Q_logtAGEA,1.34884398464737
beta_Q_logtALBGDL,18.197491693285
beta_Q_logtPROGDL,-17.9380598202352
V2_pop,2.00836265710326
beta_V2_ANTU_1,-0.435490572095945
beta_V2_SEXF_1,6.02768536249184
beta_V2_logtHCM,50.7574342856314
beta_V2_logtRAL,0.36492418691846
omega_Cl,0.257686526372824
omega_V1,0.329321120767134
omega_Q,1.67647414037036e-8
omega_V2,2.01784110954439e-8
a,1.25485673141938
b,0.0446453965381518
