Cl_pop,1,-0.95327,-0.0035425,-0.0095098,0.018377,-0.0164,0.0096714,0.0044253,0.0077192,-0.00094489
beta_Cl_tSCRMGDL,-0.95327,1,0.0046359,0.001872,-0.0079189,0.008347,-0.0042268,0.00085361,-0.0088404,0.0072804
V1_pop,-0.0035425,0.0046359,1,-0.33584,-0.0024846,0.41221,-0.39453,-0.0024924,0.025078,-0.10658
V2_pop,-0.0095098,0.001872,-0.33584,1,-0.0078997,-0.33561,0.4479,-0.03727,-0.10663,0.13088
omega_Cl,0.018377,-0.0079189,-0.0024846,-0.0078997,1,-0.027067,0.026157,0.014462,-0.02657,0.0044433
omega_V1,-0.0164,0.008347,0.41221,-0.33561,-0.027067,1,-0.74605,-0.4309,0.18363,-0.42966
omega_Q,0.0096714,-0.0042268,-0.39453,0.4479,0.026157,-0.74605,1,0.29176,-0.19132,0.38966
omega_V2,0.0044253,0.00085361,-0.0024924,-0.03727,0.014462,-0.4309,0.29176,1,-0.22665,0.32881
a,0.0077192,-0.0088404,0.025078,-0.10663,-0.02657,0.18363,-0.19132,-0.22665,1,-0.58392
b,-0.00094489,0.0072804,-0.10658,0.13088,0.0044433,-0.42966,0.38966,0.32881,-0.58392,1
