Iteracion,Par,Parametro,Covariable,Criterio,Par1,LRT,BICc
7,V2_logtHCM,V2,logtHCM,0,18,491.72,535.88
7,V2_logtIMCKGM2,V2,logtIMCKGM2,0,44,491.72,535.88
7,V2_logtPROGDL,V2,logtPROGDL,0,41,491.72,535.88
7,V2_logtRAL,V2,logtRAL,0,11,491.72,535.88
7,V2_logtRAN,V2,logtRAN,0,28,491.72,535.88
7,V2_logtSCM2,V2,logtSCM2,0,47,491.72,535.88
7,V2_logtWTKG,V2,logtWTKG,0,1,491.72,535.88
7,V2_tSCRMGDL,V2,tSCRMGDL,0,3,491.72,535.88
8,Cl_ANTU,Cl,ANTU,0,22,496.06,540.22
8,Cl_LLP,Cl,LLP,0,42,496.06,540.22
8,Cl_LMP,Cl,LMP,0,58,496.06,540.22
8,Cl_SEXF,Cl,SEXF,0,59,496.06,540.22
8,Cl_logtAGEA,Cl,logtAGEA,0,23,496.06,540.22
8,Cl_logtALBGDL,Cl,logtALBGDL,0,52,496.06,540.22
8,Cl_logtCLCRMLMIN,Cl,logtCLCRMLMIN,0,13,496.06,540.22
8,Cl_logtHCM,Cl,logtHCM,0,40,496.06,540.22
8,Cl_logtIMCKGM2,Cl,logtIMCKGM2,0,24,496.06,540.22
8,Cl_logtPROGDL,Cl,logtPROGDL,0,10,496.06,540.22
8,Cl_logtRAL,Cl,logtRAL,0,49,496.06,540.22
8,Cl_logtRAN,Cl,logtRAN,0,17,496.06,540.22
8,Cl_logtSCM2,Cl,logtSCM2,0,32,496.06,540.22
8,Cl_logtWTKG,Cl,logtWTKG,1,8,496.06,540.22
8,Cl_tSCRMGDL,Cl,tSCRMGDL,1,9,496.06,540.22
8,V1_ANTU,V1,ANTU,0,50,496.06,540.22
8,V1_LLP,V1,LLP,0,45,496.06,540.22
8,V1_LMP,V1,LMP,0,12,496.06,540.22
8,V1_SEXF,V1,SEXF,0,20,496.06,540.22
8,V1_logtAGEA,V1,logtAGEA,0,16,496.06,540.22
8,V1_logtALBGDL,V1,logtALBGDL,0,57,496.06,540.22
8,V1_logtCLCRMLMIN,V1,logtCLCRMLMIN,0,30,496.06,540.22
8,V1_logtHCM,V1,logtHCM,0,33,496.06,540.22
8,V1_logtIMCKGM2,V1,logtIMCKGM2,0,15,496.06,540.22
8,V1_logtPROGDL,V1,logtPROGDL,0,19,496.06,540.22
8,V1_logtRAL,V1,logtRAL,0,36,496.06,540.22
8,V1_logtRAN,V1,logtRAN,0,34,496.06,540.22
8,V1_logtSCM2,V1,logtSCM2,0,35,496.06,540.22
8,V1_logtWTKG,V1,logtWTKG,0,54,496.06,540.22
8,V1_tSCRMGDL,V1,tSCRMGDL,1,5,496.06,540.22
8,Q_ANTU,Q,ANTU,0,51,496.06,540.22
8,Q_LLP,Q,LLP,0,48,496.06,540.22
8,Q_LMP,Q,LMP,0,14,496.06,540.22
8,Q_SEXF,Q,SEXF,0,38,496.06,540.22
8,Q_logtAGEA,Q,logtAGEA,0,4,496.06,540.22
8,Q_logtALBGDL,Q,logtALBGDL,0,56,496.06,540.22
8,Q_logtCLCRMLMIN,Q,logtCLCRMLMIN,0,26,496.06,540.22
8,Q_logtHCM,Q,logtHCM,0,43,496.06,540.22
8,Q_logtIMCKGM2,Q,logtIMCKGM2,0,7,496.06,540.22
8,Q_logtPROGDL,Q,logtPROGDL,0,25,496.06,540.22
8,Q_logtRAL,Q,logtRAL,0,27,496.06,540.22
8,Q_logtRAN,Q,logtRAN,0,46,496.06,540.22
8,Q_logtSCM2,Q,logtSCM2,0,6,496.06,540.22
8,Q_logtWTKG,Q,logtWTKG,0,39,496.06,540.22
8,Q_tSCRMGDL,Q,tSCRMGDL,0,37,496.06,540.22
8,V2_ANTU,V2,ANTU,0,55,496.06,540.22
8,V2_LLP,V2,LLP,0,53,496.06,540.22
8,V2_LMP,V2,LMP,0,21,496.06,540.22
8,V2_SEXF,V2,SEXF,1,2,496.06,540.22
8,V2_logtAGEA,V2,logtAGEA,0,60,496.06,540.22
8,V2_logtALBGDL,V2,logtALBGDL,0,31,496.06,540.22
8,V2_logtCLCRMLMIN,V2,logtCLCRMLMIN,0,29,496.06,540.22
8,V2_logtHCM,V2,logtHCM,0,18,496.06,540.22
8,V2_logtIMCKGM2,V2,logtIMCKGM2,0,44,496.06,540.22
8,V2_logtPROGDL,V2,logtPROGDL,0,41,496.06,540.22
8,V2_logtRAL,V2,logtRAL,0,11,496.06,540.22
8,V2_logtRAN,V2,logtRAN,0,28,496.06,540.22
8,V2_logtSCM2,V2,logtSCM2,0,47,496.06,540.22
8,V2_logtWTKG,V2,logtWTKG,0,1,496.06,540.22
8,V2_tSCRMGDL,V2,tSCRMGDL,0,3,496.06,540.22
9,Cl_ANTU,Cl,ANTU,0,22,483.65,533.23
9,Cl_LLP,Cl,LLP,0,42,483.65,533.23
9,Cl_LMP,Cl,LMP,0,58,483.65,533.23
9,Cl_SEXF,Cl,SEXF,0,59,483.65,533.23
9,Cl_logtAGEA,Cl,logtAGEA,0,23,483.65,533.23
9,Cl_logtALBGDL,Cl,logtALBGDL,0,52,483.65,533.23
9,Cl_logtCLCRMLMIN,Cl,logtCLCRMLMIN,0,13,483.65,533.23
9,Cl_logtHCM,Cl,logtHCM,0,40,483.65,533.23
9,Cl_logtIMCKGM2,Cl,logtIMCKGM2,0,24,483.65,533.23
9,Cl_logtPROGDL,Cl,logtPROGDL,0,10,483.65,533.23
9,Cl_logtRAL,Cl,logtRAL,0,49,483.65,533.23
9,Cl_logtRAN,Cl,logtRAN,0,17,483.65,533.23
9,Cl_logtSCM2,Cl,logtSCM2,0,32,483.65,533.23
9,Cl_logtWTKG,Cl,logtWTKG,1,8,483.65,533.23
9,Cl_tSCRMGDL,Cl,tSCRMGDL,1,9,483.65,533.23
9,V1_ANTU,V1,ANTU,0,50,483.65,533.23
9,V1_LLP,V1,LLP,0,45,483.65,533.23
9,V1_LMP,V1,LMP,0,12,483.65,533.23
9,V1_SEXF,V1,SEXF,0,20,483.65,533.23
9,V1_logtAGEA,V1,logtAGEA,0,16,483.65,533.23
9,V1_logtALBGDL,V1,logtALBGDL,0,57,483.65,533.23
9,V1_logtCLCRMLMIN,V1,logtCLCRMLMIN,0,30,483.65,533.23
9,V1_logtHCM,V1,logtHCM,0,33,483.65,533.23
9,V1_logtIMCKGM2,V1,logtIMCKGM2,0,15,483.65,533.23
9,V1_logtPROGDL,V1,logtPROGDL,1,19,483.65,533.23
9,V1_logtRAL,V1,logtRAL,0,36,483.65,533.23
9,V1_logtRAN,V1,logtRAN,0,34,483.65,533.23
9,V1_logtSCM2,V1,logtSCM2,0,35,483.65,533.23
9,V1_logtWTKG,V1,logtWTKG,0,54,483.65,533.23
9,V1_tSCRMGDL,V1,tSCRMGDL,1,5,483.65,533.23
9,Q_ANTU,Q,ANTU,0,51,483.65,533.23
9,Q_LLP,Q,LLP,0,48,483.65,533.23
9,Q_LMP,Q,LMP,0,14,483.65,533.23
9,Q_SEXF,Q,SEXF,0,38,483.65,533.23
9,Q_logtAGEA,Q,logtAGEA,0,4,483.65,533.23
9,Q_logtALBGDL,Q,logtALBGDL,0,56,483.65,533.23
9,Q_logtCLCRMLMIN,Q,logtCLCRMLMIN,0,26,483.65,533.23
9,Q_logtHCM,Q,logtHCM,0,43,483.65,533.23
9,Q_logtIMCKGM2,Q,logtIMCKGM2,1,7,483.65,533.23
9,Q_logtPROGDL,Q,logtPROGDL,0,25,483.65,533.23
9,Q_logtRAL,Q,logtRAL,0,27,483.65,533.23
9,Q_logtRAN,Q,logtRAN,0,46,483.65,533.23
9,Q_logtSCM2,Q,logtSCM2,0,6,483.65,533.23
9,Q_logtWTKG,Q,logtWTKG,0,39,483.65,533.23
9,Q_tSCRMGDL,Q,tSCRMGDL,0,37,483.65,533.23
9,V2_ANTU,V2,ANTU,0,55,483.65,533.23
9,V2_LLP,V2,LLP,0,53,483.65,533.23
9,V2_LMP,V2,LMP,0,21,483.65,533.23
9,V2_SEXF,V2,SEXF,1,2,483.65,533.23
9,V2_logtAGEA,V2,logtAGEA,0,60,483.65,533.23
9,V2_logtALBGDL,V2,logtALBGDL,0,31,483.65,533.23
9,V2_logtCLCRMLMIN,V2,logtCLCRMLMIN,0,29,483.65,533.23
9,V2_logtHCM,V2,logtHCM,0,18,483.65,533.23
9,V2_logtIMCKGM2,V2,logtIMCKGM2,0,44,483.65,533.23
9,V2_logtPROGDL,V2,logtPROGDL,0,41,483.65,533.23
9,V2_logtRAL,V2,logtRAL,0,11,483.65,533.23
9,V2_logtRAN,V2,logtRAN,0,28,483.65,533.23
9,V2_logtSCM2,V2,logtSCM2,0,47,483.65,533.23
9,V2_logtWTKG,V2,logtWTKG,0,1,483.65,533.23
9,V2_tSCRMGDL,V2,tSCRMGDL,0,3,483.65,533.23
10,Cl_ANTU,Cl,ANTU,0,22,489.61,536.48
10,Cl_LLP,Cl,LLP,0,42,489.61,536.48
10,Cl_LMP,Cl,LMP,0,58,489.61,536.48
10,Cl_SEXF,Cl,SEXF,0,59,489.61,536.48
10,Cl_logtAGEA,Cl,logtAGEA,0,23,489.61,536.48
10,Cl_logtALBGDL,Cl,logtALBGDL,0,52,489.61,536.48
10,Cl_logtCLCRMLMIN,Cl,logtCLCRMLMIN,0,13,489.61,536.48
10,Cl_logtHCM,Cl,logtHCM,0,40,489.61,536.48
10,Cl_logtIMCKGM2,Cl,logtIMCKGM2,0,24,489.61,536.48
10,Cl_logtPROGDL,Cl,logtPROGDL,0,10,489.61,536.48
10,Cl_logtRAL,Cl,logtRAL,0,49,489.61,536.48
10,Cl_logtRAN,Cl,logtRAN,0,17,489.61,536.48
10,Cl_logtSCM2,Cl,logtSCM2,0,32,489.61,536.48
10,Cl_logtWTKG,Cl,logtWTKG,1,8,489.61,536.48
10,Cl_tSCRMGDL,Cl,tSCRMGDL,1,9,489.61,536.48
10,V1_ANTU,V1,ANTU,0,50,489.61,536.48
10,V1_LLP,V1,LLP,0,45,489.61,536.48
10,V1_LMP,V1,LMP,0,12,489.61,536.48
10,V1_SEXF,V1,SEXF,0,20,489.61,536.48
10,V1_logtAGEA,V1,logtAGEA,0,16,489.61,536.48
10,V1_logtALBGDL,V1,logtALBGDL,0,57,489.61,536.48
10,V1_logtCLCRMLMIN,V1,logtCLCRMLMIN,0,30,489.61,536.48
10,V1_logtHCM,V1,logtHCM,0,33,489.61,536.48
10,V1_logtIMCKGM2,V1,logtIMCKGM2,0,15,489.61,536.48
10,V1_logtPROGDL,V1,logtPROGDL,1,19,489.61,536.48
10,V1_logtRAL,V1,logtRAL,0,36,489.61,536.48
10,V1_logtRAN,V1,logtRAN,0,34,489.61,536.48
10,V1_logtSCM2,V1,logtSCM2,0,35,489.61,536.48
10,V1_logtWTKG,V1,logtWTKG,0,54,489.61,536.48
10,V1_tSCRMGDL,V1,tSCRMGDL,0,5,489.61,536.48
10,Q_ANTU,Q,ANTU,0,51,489.61,536.48
10,Q_LLP,Q,LLP,0,48,489.61,536.48
10,Q_LMP,Q,LMP,0,14,489.61,536.48
10,Q_SEXF,Q,SEXF,0,38,489.61,536.48
10,Q_logtAGEA,Q,logtAGEA,0,4,489.61,536.48
10,Q_logtALBGDL,Q,logtALBGDL,0,56,489.61,536.48
10,Q_logtCLCRMLMIN,Q,logtCLCRMLMIN,0,26,489.61,536.48
10,Q_logtHCM,Q,logtHCM,0,43,489.61,536.48
10,Q_logtIMCKGM2,Q,logtIMCKGM2,1,7,489.61,536.48
10,Q_logtPROGDL,Q,logtPROGDL,0,25,489.61,536.48
10,Q_logtRAL,Q,logtRAL,0,27,489.61,536.48
10,Q_logtRAN,Q,logtRAN,0,46,489.61,536.48
10,Q_logtSCM2,Q,logtSCM2,0,6,489.61,536.48
10,Q_logtWTKG,Q,logtWTKG,0,39,489.61,536.48
10,Q_tSCRMGDL,Q,tSCRMGDL,0,37,489.61,536.48
10,V2_ANTU,V2,ANTU,0,55,489.61,536.48
10,V2_LLP,V2,LLP,0,53,489.61,536.48
10,V2_LMP,V2,LMP,0,21,489.61,536.48
10,V2_SEXF,V2,SEXF,1,2,489.61,536.48
10,V2_logtAGEA,V2,logtAGEA,0,60,489.61,536.48
10,V2_logtALBGDL,V2,logtALBGDL,0,31,489.61,536.48
10,V2_logtCLCRMLMIN,V2,logtCLCRMLMIN,0,29,489.61,536.48
10,V2_logtHCM,V2,logtHCM,0,18,489.61,536.48
10,V2_logtIMCKGM2,V2,logtIMCKGM2,0,44,489.61,536.48
10,V2_logtPROGDL,V2,logtPROGDL,0,41,489.61,536.48
10,V2_logtRAL,V2,logtRAL,0,11,489.61,536.48
10,V2_logtRAN,V2,logtRAN,0,28,489.61,536.48
10,V2_logtSCM2,V2,logtSCM2,0,47,489.61,536.48
10,V2_logtWTKG,V2,logtWTKG,0,1,489.61,536.48
10,V2_tSCRMGDL,V2,tSCRMGDL,0,3,489.61,536.48
11,Cl_ANTU,Cl,ANTU,0,22,488.82,535.69
11,Cl_LLP,Cl,LLP,0,42,488.82,535.69
11,Cl_LMP,Cl,LMP,0,58,488.82,535.69
11,Cl_SEXF,Cl,SEXF,0,59,488.82,535.69
11,Cl_logtAGEA,Cl,logtAGEA,0,23,488.82,535.69
11,Cl_logtALBGDL,Cl,logtALBGDL,0,52,488.82,535.69
11,Cl_logtCLCRMLMIN,Cl,logtCLCRMLMIN,0,13,488.82,535.69
11,Cl_logtHCM,Cl,logtHCM,0,40,488.82,535.69
11,Cl_logtIMCKGM2,Cl,logtIMCKGM2,0,24,488.82,535.69
11,Cl_logtPROGDL,Cl,logtPROGDL,0,10,488.82,535.69
11,Cl_logtRAL,Cl,logtRAL,0,49,488.82,535.69
11,Cl_logtRAN,Cl,logtRAN,0,17,488.82,535.69
11,Cl_logtSCM2,Cl,logtSCM2,0,32,488.82,535.69
11,Cl_logtWTKG,Cl,logtWTKG,0,8,488.82,535.69
11,Cl_tSCRMGDL,Cl,tSCRMGDL,1,9,488.82,535.69
11,V1_ANTU,V1,ANTU,0,50,488.82,535.69
11,V1_LLP,V1,LLP,0,45,488.82,535.69
11,V1_LMP,V1,LMP,0,12,488.82,535.69
11,V1_SEXF,V1,SEXF,0,20,488.82,535.69
11,V1_logtAGEA,V1,logtAGEA,0,16,488.82,535.69
11,V1_logtALBGDL,V1,logtALBGDL,0,57,488.82,535.69
11,V1_logtCLCRMLMIN,V1,logtCLCRMLMIN,0,30,488.82,535.69
11,V1_logtHCM,V1,logtHCM,0,33,488.82,535.69
11,V1_logtIMCKGM2,V1,logtIMCKGM2,0,15,488.82,535.69
11,V1_logtPROGDL,V1,logtPROGDL,1,19,488.82,535.69
11,V1_logtRAL,V1,logtRAL,0,36,488.82,535.69
11,V1_logtRAN,V1,logtRAN,0,34,488.82,535.69
11,V1_logtSCM2,V1,logtSCM2,0,35,488.82,535.69
11,V1_logtWTKG,V1,logtWTKG,0,54,488.82,535.69
11,V1_tSCRMGDL,V1,tSCRMGDL,1,5,488.82,535.69
11,Q_ANTU,Q,ANTU,0,51,488.82,535.69
11,Q_LLP,Q,LLP,0,48,488.82,535.69
11,Q_LMP,Q,LMP,0,14,488.82,535.69
11,Q_SEXF,Q,SEXF,0,38,488.82,535.69
11,Q_logtAGEA,Q,logtAGEA,0,4,488.82,535.69
11,Q_logtALBGDL,Q,logtALBGDL,0,56,488.82,535.69
11,Q_logtCLCRMLMIN,Q,logtCLCRMLMIN,0,26,488.82,535.69
11,Q_logtHCM,Q,logtHCM,0,43,488.82,535.69
11,Q_logtIMCKGM2,Q,logtIMCKGM2,1,7,488.82,535.69
11,Q_logtPROGDL,Q,logtPROGDL,0,25,488.82,535.69
11,Q_logtRAL,Q,logtRAL,0,27,488.82,535.69
11,Q_logtRAN,Q,logtRAN,0,46,488.82,535.69
11,Q_logtSCM2,Q,logtSCM2,0,6,488.82,535.69
11,Q_logtWTKG,Q,logtWTKG,0,39,488.82,535.69
11,Q_tSCRMGDL,Q,tSCRMGDL,0,37,488.82,535.69
11,V2_ANTU,V2,ANTU,0,55,488.82,535.69
11,V2_LLP,V2,LLP,0,53,488.82,535.69
11,V2_LMP,V2,LMP,0,21,488.82,535.69
11,V2_SEXF,V2,SEXF,1,2,488.82,535.69
11,V2_logtAGEA,V2,logtAGEA,0,60,488.82,535.69
11,V2_logtALBGDL,V2,logtALBGDL,0,31,488.82,535.69
11,V2_logtCLCRMLMIN,V2,logtCLCRMLMIN,0,29,488.82,535.69
11,V2_logtHCM,V2,logtHCM,0,18,488.82,535.69
11,V2_logtIMCKGM2,V2,logtIMCKGM2,0,44,488.82,535.69
11,V2_logtPROGDL,V2,logtPROGDL,0,41,488.82,535.69
11,V2_logtRAL,V2,logtRAL,0,11,488.82,535.69
11,V2_logtRAN,V2,logtRAN,0,28,488.82,535.69
11,V2_logtSCM2,V2,logtSCM2,0,47,488.82,535.69
11,V2_logtWTKG,V2,logtWTKG,0,1,488.82,535.69
11,V2_tSCRMGDL,V2,tSCRMGDL,0,3,488.82,535.69
12,Cl_ANTU,Cl,ANTU,0,22,494.24,541.11
12,Cl_LLP,Cl,LLP,0,42,494.24,541.11
12,Cl_LMP,Cl,LMP,0,58,494.24,541.11
12,Cl_SEXF,Cl,SEXF,0,59,494.24,541.11
12,Cl_logtAGEA,Cl,logtAGEA,0,23,494.24,541.11
12,Cl_logtALBGDL,Cl,logtALBGDL,0,52,494.24,541.11
12,Cl_logtCLCRMLMIN,Cl,logtCLCRMLMIN,0,13,494.24,541.11
12,Cl_logtHCM,Cl,logtHCM,0,40,494.24,541.11
12,Cl_logtIMCKGM2,Cl,logtIMCKGM2,0,24,494.24,541.11
12,Cl_logtPROGDL,Cl,logtPROGDL,0,10,494.24,541.11
12,Cl_logtRAL,Cl,logtRAL,0,49,494.24,541.11
12,Cl_logtRAN,Cl,logtRAN,0,17,494.24,541.11
12,Cl_logtSCM2,Cl,logtSCM2,0,32,494.24,541.11
12,Cl_logtWTKG,Cl,logtWTKG,1,8,494.24,541.11
12,Cl_tSCRMGDL,Cl,tSCRMGDL,1,9,494.24,541.11
12,V1_ANTU,V1,ANTU,0,50,494.24,541.11
12,V1_LLP,V1,LLP,0,45,494.24,541.11
12,V1_LMP,V1,LMP,0,12,494.24,541.11
12,V1_SEXF,V1,SEXF,0,20,494.24,541.11
12,V1_logtAGEA,V1,logtAGEA,0,16,494.24,541.11
12,V1_logtALBGDL,V1,logtALBGDL,0,57,494.24,541.11
12,V1_logtCLCRMLMIN,V1,logtCLCRMLMIN,0,30,494.24,541.11
12,V1_logtHCM,V1,logtHCM,0,33,494.24,541.11
12,V1_logtIMCKGM2,V1,logtIMCKGM2,0,15,494.24,541.11
12,V1_logtPROGDL,V1,logtPROGDL,0,19,494.24,541.11
12,V1_logtRAL,V1,logtRAL,0,36,494.24,541.11
12,V1_logtRAN,V1,logtRAN,0,34,494.24,541.11
12,V1_logtSCM2,V1,logtSCM2,0,35,494.24,541.11
12,V1_logtWTKG,V1,logtWTKG,0,54,494.24,541.11
12,V1_tSCRMGDL,V1,tSCRMGDL,1,5,494.24,541.11
12,Q_ANTU,Q,ANTU,0,51,494.24,541.11
12,Q_LLP,Q,LLP,0,48,494.24,541.11
12,Q_LMP,Q,LMP,0,14,494.24,541.11
12,Q_SEXF,Q,SEXF,0,38,494.24,541.11
12,Q_logtAGEA,Q,logtAGEA,0,4,494.24,541.11
12,Q_logtALBGDL,Q,logtALBGDL,0,56,494.24,541.11
12,Q_logtCLCRMLMIN,Q,logtCLCRMLMIN,0,26,494.24,541.11
12,Q_logtHCM,Q,logtHCM,0,43,494.24,541.11
12,Q_logtIMCKGM2,Q,logtIMCKGM2,1,7,494.24,541.11
12,Q_logtPROGDL,Q,logtPROGDL,0,25,494.24,541.11
12,Q_logtRAL,Q,logtRAL,0,27,494.24,541.11
12,Q_logtRAN,Q,logtRAN,0,46,494.24,541.11
12,Q_logtSCM2,Q,logtSCM2,0,6,494.24,541.11
12,Q_logtWTKG,Q,logtWTKG,0,39,494.24,541.11
12,Q_tSCRMGDL,Q,tSCRMGDL,0,37,494.24,541.11
12,V2_ANTU,V2,ANTU,0,55,494.24,541.11
12,V2_LLP,V2,LLP,0,53,494.24,541.11
12,V2_LMP,V2,LMP,0,21,494.24,541.11
12,V2_SEXF,V2,SEXF,1,2,494.24,541.11
12,V2_logtAGEA,V2,logtAGEA,0,60,494.24,541.11
12,V2_logtALBGDL,V2,logtALBGDL,0,31,494.24,541.11
12,V2_logtCLCRMLMIN,V2,logtCLCRMLMIN,0,29,494.24,541.11
12,V2_logtHCM,V2,logtHCM,0,18,494.24,541.11
12,V2_logtIMCKGM2,V2,logtIMCKGM2,0,44,494.24,541.11
12,V2_logtPROGDL,V2,logtPROGDL,0,41,494.24,541.11
12,V2_logtRAL,V2,logtRAL,0,11,494.24,541.11
12,V2_logtRAN,V2,logtRAN,0,28,494.24,541.11
12,V2_logtSCM2,V2,logtSCM2,0,47,494.24,541.11
12,V2_logtWTKG,V2,logtWTKG,0,1,494.24,541.11
12,V2_tSCRMGDL,V2,tSCRMGDL,0,3,494.24,541.11
13,Cl_ANTU,Cl,ANTU,0,22,479.14,531.43
13,Cl_LLP,Cl,LLP,0,42,479.14,531.43
13,Cl_LMP,Cl,LMP,1,58,479.14,531.43
13,Cl_SEXF,Cl,SEXF,0,59,479.14,531.43
13,Cl_logtAGEA,Cl,logtAGEA,0,23,479.14,531.43
13,Cl_logtALBGDL,Cl,logtALBGDL,0,52,479.14,531.43
13,Cl_logtCLCRMLMIN,Cl,logtCLCRMLMIN,0,13,479.14,531.43
13,Cl_logtHCM,Cl,logtHCM,0,40,479.14,531.43
13,Cl_logtIMCKGM2,Cl,logtIMCKGM2,0,24,479.14,531.43
13,Cl_logtPROGDL,Cl,logtPROGDL,0,10,479.14,531.43
13,Cl_logtRAL,Cl,logtRAL,0,49,479.14,531.43
13,Cl_logtRAN,Cl,logtRAN,0,17,479.14,531.43
13,Cl_logtSCM2,Cl,logtSCM2,0,32,479.14,531.43
13,Cl_logtWTKG,Cl,logtWTKG,1,8,479.14,531.43
13,Cl_tSCRMGDL,Cl,tSCRMGDL,1,9,479.14,531.43
13,V1_ANTU,V1,ANTU,0,50,479.14,531.43
13,V1_LLP,V1,LLP,0,45,479.14,531.43
13,V1_LMP,V1,LMP,0,12,479.14,531.43
13,V1_SEXF,V1,SEXF,0,20,479.14,531.43
13,V1_logtAGEA,V1,logtAGEA,0,16,479.14,531.43
13,V1_logtALBGDL,V1,logtALBGDL,0,57,479.14,531.43
13,V1_logtCLCRMLMIN,V1,logtCLCRMLMIN,0,30,479.14,531.43
13,V1_logtHCM,V1,logtHCM,0,33,479.14,531.43
13,V1_logtIMCKGM2,V1,logtIMCKGM2,0,15,479.14,531.43
13,V1_logtPROGDL,V1,logtPROGDL,1,19,479.14,531.43
13,V1_logtRAL,V1,logtRAL,0,36,479.14,531.43
13,V1_logtRAN,V1,logtRAN,0,34,479.14,531.43
13,V1_logtSCM2,V1,logtSCM2,0,35,479.14,531.43
13,V1_logtWTKG,V1,logtWTKG,0,54,479.14,531.43
13,V1_tSCRMGDL,V1,tSCRMGDL,1,5,479.14,531.43
13,Q_ANTU,Q,ANTU,0,51,479.14,531.43
13,Q_LLP,Q,LLP,0,48,479.14,531.43
13,Q_LMP,Q,LMP,0,14,479.14,531.43
13,Q_SEXF,Q,SEXF,0,38,479.14,531.43
13,Q_logtAGEA,Q,logtAGEA,0,4,479.14,531.43
13,Q_logtALBGDL,Q,logtALBGDL,0,56,479.14,531.43
13,Q_logtCLCRMLMIN,Q,logtCLCRMLMIN,0,26,479.14,531.43
13,Q_logtHCM,Q,logtHCM,0,43,479.14,531.43
13,Q_logtIMCKGM2,Q,logtIMCKGM2,1,7,479.14,531.43
13,Q_logtPROGDL,Q,logtPROGDL,0,25,479.14,531.43
13,Q_logtRAL,Q,logtRAL,0,27,479.14,531.43
13,Q_logtRAN,Q,logtRAN,0,46,479.14,531.43
13,Q_logtSCM2,Q,logtSCM2,0,6,479.14,531.43
13,Q_logtWTKG,Q,logtWTKG,0,39,479.14,531.43
13,Q_tSCRMGDL,Q,tSCRMGDL,0,37,479.14,531.43
13,V2_ANTU,V2,ANTU,0,55,479.14,531.43
13,V2_LLP,V2,LLP,0,53,479.14,531.43
13,V2_LMP,V2,LMP,0,21,479.14,531.43
13,V2_SEXF,V2,SEXF,1,2,479.14,531.43
13,V2_logtAGEA,V2,logtAGEA,0,60,479.14,531.43
13,V2_logtALBGDL,V2,logtALBGDL,0,31,479.14,531.43
13,V2_logtCLCRMLMIN,V2,logtCLCRMLMIN,0,29,479.14,531.43
13,V2_logtHCM,V2,logtHCM,0,18,479.14,531.43
13,V2_logtIMCKGM2,V2,logtIMCKGM2,0,44,479.14,531.43
13,V2_logtPROGDL,V2,logtPROGDL,0,41,479.14,531.43
13,V2_logtRAL,V2,logtRAL,0,11,479.14,531.43
13,V2_logtRAN,V2,logtRAN,0,28,479.14,531.43
13,V2_logtSCM2,V2,logtSCM2,0,47,479.14,531.43
13,V2_logtWTKG,V2,logtWTKG,0,1,479.14,531.43
13,V2_tSCRMGDL,V2,tSCRMGDL,0,3,479.14,531.43
14,Cl_ANTU,Cl,ANTU,0,22,485.06,534.64
14,Cl_LLP,Cl,LLP,0,42,485.06,534.64
14,Cl_LMP,Cl,LMP,1,58,485.06,534.64
14,Cl_SEXF,Cl,SEXF,0,59,485.06,534.64
14,Cl_logtAGEA,Cl,logtAGEA,0,23,485.06,534.64
14,Cl_logtALBGDL,Cl,logtALBGDL,0,52,485.06,534.64
14,Cl_logtCLCRMLMIN,Cl,logtCLCRMLMIN,0,13,485.06,534.64
14,Cl_logtHCM,Cl,logtHCM,0,40,485.06,534.64
14,Cl_logtIMCKGM2,Cl,logtIMCKGM2,0,24,485.06,534.64
14,Cl_logtPROGDL,Cl,logtPROGDL,0,10,485.06,534.64
14,Cl_logtRAL,Cl,logtRAL,0,49,485.06,534.64
14,Cl_logtRAN,Cl,logtRAN,0,17,485.06,534.64
14,Cl_logtSCM2,Cl,logtSCM2,0,32,485.06,534.64
14,Cl_logtWTKG,Cl,logtWTKG,1,8,485.06,534.64
14,Cl_tSCRMGDL,Cl,tSCRMGDL,1,9,485.06,534.64
14,V1_ANTU,V1,ANTU,0,50,485.06,534.64
14,V1_LLP,V1,LLP,0,45,485.06,534.64
14,V1_LMP,V1,LMP,0,12,485.06,534.64
14,V1_SEXF,V1,SEXF,0,20,485.06,534.64
14,V1_logtAGEA,V1,logtAGEA,0,16,485.06,534.64
14,V1_logtALBGDL,V1,logtALBGDL,0,57,485.06,534.64
14,V1_logtCLCRMLMIN,V1,logtCLCRMLMIN,0,30,485.06,534.64
14,V1_logtHCM,V1,logtHCM,0,33,485.06,534.64
14,V1_logtIMCKGM2,V1,logtIMCKGM2,0,15,485.06,534.64
14,V1_logtPROGDL,V1,logtPROGDL,1,19,485.06,534.64
14,V1_logtRAL,V1,logtRAL,0,36,485.06,534.64
14,V1_logtRAN,V1,logtRAN,0,34,485.06,534.64
14,V1_logtSCM2,V1,logtSCM2,0,35,485.06,534.64
14,V1_logtWTKG,V1,logtWTKG,0,54,485.06,534.64
14,V1_tSCRMGDL,V1,tSCRMGDL,0,5,485.06,534.64
14,Q_ANTU,Q,ANTU,0,51,485.06,534.64
14,Q_LLP,Q,LLP,0,48,485.06,534.64
14,Q_LMP,Q,LMP,0,14,485.06,534.64
14,Q_SEXF,Q,SEXF,0,38,485.06,534.64
14,Q_logtAGEA,Q,logtAGEA,0,4,485.06,534.64
14,Q_logtALBGDL,Q,logtALBGDL,0,56,485.06,534.64
14,Q_logtCLCRMLMIN,Q,logtCLCRMLMIN,0,26,485.06,534.64
14,Q_logtHCM,Q,logtHCM,0,43,485.06,534.64
