pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
-4,0,-4,0,-4,0,All
-1.62036,0.0113636,-2.64295,0.00113636,-1.81523,0.0113636,All
-1.56975,0.0227273,-2.60346,0.00227273,-1.74489,0.0227273,All
-1.32367,0.0340909,-2.52357,0.00340909,-1.46293,0.0340909,All
-1.27779,0.0454545,-2.51675,0.00454545,-1.35865,0.0454545,All
-1.26569,0.0568182,-2.46488,0.00568182,-1.34953,0.0568182,All
-1.14893,0.0681818,-2.45083,0.00681818,-1.1995,0.0681818,All
-1.09791,0.0795455,-2.39209,0.00795455,-1.16053,0.0795455,All
-1.08336,0.0909091,-2.37294,0.00909091,-1.1311,0.0909091,All
-1.06833,0.102273,-2.34367,0.0102273,-1.11528,0.102273,All
-1.00153,0.113636,-2.29034,0.0113636,-1.04989,0.113636,All
-0.991806,0.125,-2.25449,0.0125,-1.02162,0.125,All
-0.989571,0.136364,-2.2118,0.0136364,-1.02118,0.136364,All
-0.968379,0.147727,-2.19218,0.0147727,-0.984965,0.147727,All
-0.951583,0.159091,-2.18362,0.0159091,-0.936231,0.159091,All
-0.935923,0.170455,-2.16453,0.0170455,-0.925504,0.170455,All
-0.884288,0.181818,-2.15335,0.0181818,-0.905304,0.181818,All
-0.869082,0.193182,-2.14643,0.0193182,-0.850291,0.193182,All
-0.856804,0.204545,-2.09046,0.0204545,-0.804462,0.204545,All
-0.837994,0.215909,-2.08639,0.0215909,-0.775157,0.215909,All
-0.824626,0.227273,-2.07946,0.0227273,-0.761114,0.227273,All
-0.811938,0.238636,-2.03833,0.0238636,-0.756665,0.238636,All
-0.767674,0.25,-2.00718,0.025,-0.746118,0.25,All
-0.741442,0.261364,-1.97372,0.0261364,-0.73642,0.261364,All
-0.739047,0.272727,-1.96321,0.0272727,-0.727814,0.272727,All
-0.738016,0.284091,-1.9222,0.0284091,-0.726605,0.284091,All
-0.736022,0.295455,-1.82778,0.0295455,-0.709782,0.295455,All
-0.727834,0.306818,-1.82168,0.0306818,-0.705615,0.306818,All
-0.727663,0.318182,-1.80318,0.0318182,-0.672386,0.318182,All
-0.654617,0.329545,-1.78422,0.0329545,-0.619493,0.329545,All
-0.623835,0.340909,-1.77025,0.0340909,-0.576129,0.340909,All
-0.620471,0.352273,-1.76614,0.0352273,-0.569076,0.352273,All
-0.614047,0.363636,-1.74619,0.0363636,-0.557865,0.363636,All
-0.585806,0.375,-1.73415,0.0375,-0.539405,0.375,All
-0.563423,0.386364,-1.72463,0.0386364,-0.506427,0.386364,All
-0.522959,0.397727,-1.71392,0.0397727,-0.474655,0.397727,All
-0.503823,0.409091,-1.67982,0.0409091,-0.467215,0.409091,All
-0.49894,0.420455,-1.66919,0.0420455,-0.415988,0.420455,All
-0.467993,0.431818,-1.66144,0.0431818,-0.415023,0.431818,All
-0.40944,0.443182,-1.65686,0.0443182,-0.387527,0.443182,All
-0.409042,0.454545,-1.65098,0.0454545,-0.360065,0.454545,All
-0.393618,0.465909,-1.64902,0.0465909,-0.306697,0.465909,All
-0.392673,0.477273,-1.6417,0.0477273,-0.279466,0.477273,All
-0.324961,0.488636,-1.62147,0.0488636,-0.221682,0.488636,All
-0.261951,0.5,-1.60174,0.05,-0.19406,0.5,All
-0.239853,0.511364,-1.59099,0.0511364,-0.175657,0.511364,All
-0.200771,0.522727,-1.56134,0.0522727,-0.167908,0.522727,All
-0.198646,0.534091,-1.55393,0.0534091,-0.102279,0.534091,All
-0.198309,0.545455,-1.53982,0.0545455,-0.0815092,0.545455,All
-0.0405858,0.556818,-1.53493,0.0556818,0.0715722,0.556818,All
-0.0209522,0.568182,-1.53154,0.0568182,0.0970345,0.568182,All
-0.00147777,0.579545,-1.52214,0.0579545,0.104993,0.579545,All
0.0574943,0.590909,-1.52029,0.0590909,0.108738,0.590909,All
0.0645004,0.602273,-1.51338,0.0602273,0.115595,0.602273,All
0.0755422,0.613636,-1.51262,0.0613636,0.1763,0.613636,All
0.121903,0.625,-1.50552,0.0625,0.200215,0.625,All
0.122197,0.636364,-1.50248,0.0636364,0.223527,0.636364,All
0.172108,0.647727,-1.49863,0.0647727,0.231288,0.647727,All
0.235587,0.659091,-1.48018,0.0659091,0.360161,0.659091,All
