iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,552.364,1,13.5088,24.1422,13.1053,1.5,0,1.5,1.5,1.5,1.5
2,539.933,1,15.2405,21.1535,20.6709,1.78188,-0.144299,1.46202,1.46202,1.46202,1.46202
3,538.092,1,15.3907,21.0965,20.903,1.80785,-0.153871,1.425,1.425,1.425,1.425
4,543.933,1,15.5533,21.184,23.4696,1.89774,-0.163412,1.38892,1.38892,1.38892,1.38892
5,537.594,1,15.5109,21.1791,22.3206,1.84968,-0.171405,1.35375,1.35375,1.35375,1.35375
6,540.107,1,15.5627,21.6,21.1026,1.90598,-0.167745,1.31947,1.31947,1.31947,1.31947
7,538.542,1,15.6176,21.3874,22.9382,1.89784,-0.171458,1.28606,1.28606,1.28606,1.28606
8,533.109,1,15.803,20.9166,25.6757,1.85111,-0.182815,1.2535,1.2535,1.2535,1.2535
9,536.415,1,15.5606,21.3596,24.3157,1.91567,-0.159529,1.22176,1.22176,1.22176,1.22176
10,534.105,1,15.4063,20.8046,21.7762,1.94571,-0.153898,1.19082,1.19082,1.19082,1.19082
11,535.336,1,14.9919,20.5161,20.9387,1.9789,-0.134039,1.16067,1.16067,1.16067,1.16067
12,536.077,1,15.2597,20.4876,21.7636,2.00732,-0.148811,1.13128,1.13128,1.13128,1.13128
13,540.663,1,14.9379,20.1711,19.9759,2.06749,-0.129472,1.10264,1.10264,1.10264,1.10264
14,533.426,1,15.5785,20.3712,19.6991,2.02148,-0.163926,1.07472,1.07472,1.07472,1.07472
15,529.037,1,15.3366,20.7684,20.5239,2.01872,-0.161314,1.04751,1.04751,1.04751,1.04751
16,522.804,1,15.367,20.7705,20.5578,1.97962,-0.159057,1.02098,1.02098,1.02098,1.02098
17,526.697,1,15.2264,20.4584,19.8684,2.01872,-0.146752,0.995131,0.995131,0.995131,0.995131
18,527.769,1,15.3748,20.7081,18.6576,2.02084,-0.154184,0.969933,0.981946,0.969933,0.99934
19,525.184,1,16.1582,21.5236,17.7336,2.01993,-0.194952,0.945374,0.986477,0.945374,0.974036
20,519.747,1,15.8678,21.7976,18.1014,2.0127,-0.176227,0.921437,0.961499,0.921437,0.949373
21,521.926,1,15.6014,21.435,18.979,2.04349,-0.156284,0.898105,0.968044,0.898105,0.925334
22,518.53,1,15.5208,22.1221,18.0565,2.04829,-0.169652,0.875365,0.943533,0.875365,0.918597
23,516.422,1,15.6444,21.9869,18.2536,2.02799,-0.180081,0.8532,0.922846,0.8532,0.927399
24,510.438,1,15.48,22.2794,18.852,2.00518,-0.167113,0.831597,0.899479,0.831597,0.903917
25,504.207,1,15.965,22.6258,19.0575,1.9544,-0.199589,0.81054,0.876703,0.81054,0.966977
26,505.635,1,16.0665,22.4631,17.8907,1.97251,-0.186591,0.790017,0.854505,0.790017,0.942492
27,505.299,1,16.2922,22.3935,18.2952,1.93966,-0.205574,0.770013,0.861374,0.770013,0.980347
28,507.518,1,15.7126,22.681,17.6337,2.02407,-0.178528,0.750516,0.839564,0.750516,0.955524
29,513.72,1,15.9804,22.3434,18.67,2.07727,-0.181394,0.731512,0.822068,0.731512,0.951791
30,505.414,1,15.8167,22.938,19.091,2.02468,-0.181001,0.71299,0.83768,0.71299,0.940416
31,495.746,1,15.6886,22.9892,20.6537,1.97341,-0.176209,0.694937,0.816469,0.694937,0.916604
32,490.153,1,15.9943,22.4852,20.2631,1.92344,-0.20189,0.677341,0.837211,0.677341,0.893395
33,495.513,1,16.2104,22.6242,22.0211,1.95443,-0.202626,0.66019,0.845409,0.66019,0.895372
