parameter,value
Cl_pop,13.4834214004257
beta_Cl_logtAGEA,0.0244316539324412
V1_pop,23.3769915199199
beta_V1_logtCLCRMLMIN,-3.20866502462152
Q_pop,23.4
beta_Q_LMP_1,0.971094982694466
beta_Q_logtAGEA,1.28689674772766
beta_Q_logtALBGDL,18.1566415899624
beta_Q_logtPROGDL,-18.1301996257676
V2_pop,4.203271536993
beta_V2_SEXF_1,3.65369422023358
beta_V2_logtHCM,26.914562862394
omega_Cl,0.258600086571223
omega_V1,0.274979986402298
omega_Q,5.95513756607349e-8
omega_V2,2.59442267690247e-8
a,1.47030289453909
b,0.0420735677894608
