trans_Cl_vs_SCRMGDL_abscissa,trans_Cl_vs_SCRMGDL_spline,trans_Cl_vs_SCRMGDL_regression,trans_Cl_vs_tSCRMGDL_abscissa,trans_Cl_vs_tSCRMGDL_spline,trans_Cl_vs_tSCRMGDL_regression,trans_Q_vs_SCRMGDL_abscissa,trans_Q_vs_SCRMGDL_spline,trans_Q_vs_SCRMGDL_regression,trans_Q_vs_tSCRMGDL_abscissa,trans_Q_vs_tSCRMGDL_spline,trans_Q_vs_tSCRMGDL_regression,trans_V1_vs_SCRMGDL_abscissa,trans_V1_vs_SCRMGDL_spline,trans_V1_vs_SCRMGDL_regression,trans_V1_vs_tSCRMGDL_abscissa,trans_V1_vs_tSCRMGDL_spline,trans_V1_vs_tSCRMGDL_regression,trans_V2_vs_SCRMGDL_abscissa,trans_V2_vs_SCRMGDL_spline,trans_V2_vs_SCRMGDL_regression,trans_V2_vs_tSCRMGDL_abscissa,trans_V2_vs_tSCRMGDL_spline,trans_V2_vs_tSCRMGDL_regression,split
0.26,2.60757,2.83066,0.481481,2.60757,2.83066,0.26,3.72126,2.9829,0.481481,3.72126,2.9829,0.26,3.29534,3.11201,0.481481,3.29534,3.11201,0.26,3.38435,2.83061,0.481481,3.38435,2.83061,All
0.267677,2.61671,2.82485,0.495698,2.61671,2.82485,0.267677,3.6309,2.98543,0.495698,3.6309,2.98543,0.267677,3.29609,3.11386,0.495698,3.29609,3.11386,0.267677,3.29235,2.82309,0.495698,3.29235,2.82309,All
0.275354,2.62585,2.81903,0.509914,2.62585,2.81903,0.275354,3.54054,2.98795,0.509914,3.54054,2.98795,0.275354,3.29684,3.11571,0.509914,3.29684,3.11571,0.275354,3.20034,2.81557,0.509914,3.20034,2.81557,All
0.28303,2.63499,2.81321,0.52413,2.63499,2.81321,0.28303,3.45019,2.99048,0.52413,3.45019,2.99048,0.28303,3.29759,3.11756,0.52413,3.29759,3.11756,0.28303,3.10834,2.80805,0.52413,3.10834,2.80805,All
0.290707,2.64412,2.80739,0.538346,2.64412,2.80739,0.290707,3.35983,2.99301,0.538346,3.35983,2.99301,0.290707,3.29834,3.11942,0.538346,3.29834,3.11942,0.290707,3.01633,2.80053,0.538346,3.01633,2.80053,All
0.298384,2.65326,2.80157,0.552563,2.65326,2.80157,0.298384,3.26947,2.99554,0.552563,3.26947,2.99554,0.298384,3.29908,3.12127,0.552563,3.29908,3.12127,0.298384,2.92433,2.79301,0.552563,2.92433,2.79301,All
0.306061,2.6624,2.79576,0.566779,2.6624,2.79576,0.306061,3.17912,2.99806,0.566779,3.17912,2.99806,0.306061,3.29983,3.12312,0.566779,3.29983,3.12312,0.306061,2.83232,2.78549,0.566779,2.83232,2.78549,All
0.313737,2.67154,2.78994,0.580995,2.67154,2.78994,0.313737,3.08876,3.00059,0.580995,3.08876,3.00059,0.313737,3.30058,3.12497,0.580995,3.30058,3.12497,0.313737,2.74031,2.77797,0.580995,2.74031,2.77797,All
0.321414,2.68068,2.78412,0.595211,2.68068,2.78412,0.321414,2.9984,3.00312,0.595211,2.9984,3.00312,0.321414,3.30133,3.12682,0.595211,3.30133,3.12682,0.321414,2.64831,2.77045,0.595211,2.64831,2.77045,All
0.329091,2.68981,2.7783,0.609428,2.68981,2.7783,0.329091,2.90805,3.00565,0.609428,2.90805,3.00565,0.329091,3.30208,3.12867,0.609428,3.30208,3.12867,0.329091,2.5563,2.76292,0.609428,2.5563,2.76292,All
0.336768,2.69895,2.77248,0.623644,2.69895,2.77248,0.336768,2.81769,3.00818,0.623644,2.81769,3.00818,0.336768,3.30283,3.13052,0.623644,3.30283,3.13052,0.336768,2.4643,2.7554,0.623644,2.4643,2.7554,All
0.344444,2.70809,2.76667,0.63786,2.70809,2.76667,0.344444,2.72733,3.0107,0.63786,2.72733,3.0107,0.344444,3.30358,3.13238,0.63786,3.30358,3.13238,0.344444,2.37229,2.74788,0.63786,2.37229,2.74788,All
0.352121,2.71715,2.76085,0.652076,2.71715,2.76085,0.352121,2.67641,3.01323,0.652076,2.67641,3.01323,0.352121,3.29933,3.13423,0.652076,3.29933,3.13423,0.352121,2.32409,2.74036,0.652076,2.32409,2.74036,All
0.359798,2.72602,2.75503,0.666293,2.72602,2.75503,0.359798,2.72878,3.01576,0.666293,2.72878,3.01576,0.359798,3.28201,3.13608,0.666293,3.28201,3.13608,0.359798,2.39061,2.73284,0.666293,2.39061,2.73284,All
0.367475,2.73489,2.74921,0.680509,2.73489,2.74921,0.367475,2.78115,3.01829,0.680509,2.78115,3.01829,0.367475,3.26468,3.13793,0.680509,3.26468,3.13793,0.367475,2.45713,2.72532,0.680509,2.45713,2.72532,All
0.375152,2.74376,2.74339,0.694725,2.74376,2.74339,0.375152,2.83351,3.02082,0.694725,2.83351,3.02082,0.375152,3.24735,3.13978,0.694725,3.24735,3.13978,0.375152,2.52365,2.7178,0.694725,2.52365,2.7178,All
0.382828,2.75263,2.73757,0.708941,2.75263,2.73757,0.382828,2.88588,3.02334,0.708941,2.88588,3.02334,0.382828,3.23002,3.14163,0.708941,3.23002,3.14163,0.382828,2.59017,2.71028,0.708941,2.59017,2.71028,All
0.390505,2.7615,2.73176,0.723158,2.7615,2.73176,0.390505,2.93825,3.02587,0.723158,2.93825,3.02587,0.390505,3.21269,3.14348,0.723158,3.21269,3.14348,0.390505,2.65669,2.70276,0.723158,2.65669,2.70276,All
0.398182,2.77037,2.72594,0.737374,2.77037,2.72594,0.398182,2.99062,3.0284,0.737374,2.99062,3.0284,0.398182,3.19536,3.14534,0.737374,3.19536,3.14534,0.398182,2.72321,2.69524,0.737374,2.72321,2.69524,All
0.405859,2.77924,2.72012,0.75159,2.77924,2.72012,0.405859,3.04298,3.03093,0.75159,3.04298,3.03093,0.405859,3.17804,3.14719,0.75159,3.17804,3.14719,0.405859,2.78973,2.68772,0.75159,2.78973,2.68772,All
0.413535,2.78811,2.7143,0.765806,2.78811,2.7143,0.413535,3.09535,3.03346,0.765806,3.09535,3.03346,0.413535,3.16071,3.14904,0.765806,3.16071,3.14904,0.413535,2.85625,2.6802,0.765806,2.85625,2.6802,All
0.421212,2.79698,2.70848,0.780022,2.79698,2.70848,0.421212,3.14772,3.03598,0.780022,3.14772,3.03598,0.421212,3.14338,3.15089,0.780022,3.14338,3.15089,0.421212,2.92277,2.67267,0.780022,2.92277,2.67267,All
0.428889,2.80585,2.70267,0.794239,2.80585,2.70267,0.428889,3.20009,3.03851,0.794239,3.20009,3.03851,0.428889,3.12605,3.15274,0.794239,3.12605,3.15274,0.428889,2.98929,2.66515,0.794239,2.98929,2.66515,All
0.436566,2.81472,2.69685,0.808455,2.81472,2.69685,0.436566,3.25245,3.04104,0.808455,3.25245,3.04104,0.436566,3.10872,3.15459,0.808455,3.10872,3.15459,0.436566,3.05581,2.65763,0.808455,3.05581,2.65763,All
0.444242,2.82359,2.69103,0.822671,2.82359,2.69103,0.444242,3.30482,3.04357,0.822671,3.30482,3.04357,0.444242,3.0914,3.15644,0.822671,3.0914,3.15644,0.444242,3.12233,2.65011,0.822671,3.12233,2.65011,All
0.451919,2.83246,2.68521,0.836887,2.83246,2.68521,0.451919,3.35719,3.0461,0.836887,3.35719,3.0461,0.451919,3.07407,3.1583,0.836887,3.07407,3.1583,0.451919,3.18885,2.64259,0.836887,3.18885,2.64259,All
0.459596,2.84133,2.67939,0.851104,2.84133,2.67939,0.459596,3.40956,3.04862,0.851104,3.40956,3.04862,0.459596,3.05674,3.16015,0.851104,3.05674,3.16015,0.459596,3.25537,2.63507,0.851104,3.25537,2.63507,All
0.467273,2.81492,2.67358,0.86532,2.81492,2.67358,0.467273,3.33074,3.05115,0.86532,3.33074,3.05115,0.467273,3.09508,3.162,0.86532,3.09508,3.162,0.467273,3.15943,2.62755,0.86532,3.15943,2.62755,All
0.474949,2.78655,2.66776,0.879536,2.78655,2.66776,0.474949,3.24464,3.05368,0.879536,3.24464,3.05368,0.474949,3.13651,3.16385,0.879536,3.13651,3.16385,0.474949,3.05446,2.62003,0.879536,3.05446,2.62003,All
0.482626,2.74865,2.66194,0.893752,2.74865,2.66194,0.482626,3.18313,3.05621,0.893752,3.18313,3.05621,0.482626,3.17172,3.1657,0.893752,3.17172,3.1657,0.482626,2.89905,2.61251,0.893752,2.89905,2.61251,All
0.490303,2.69241,2.65612,0.907969,2.69241,2.65612,0.490303,3.16892,3.05874,0.907969,3.16892,3.05874,0.490303,3.19498,3.16755,0.907969,3.19498,3.16755,0.490303,2.64661,2.60499,0.907969,2.64661,2.60499,All
0.49798,2.63617,2.6503,0.922185,2.63617,2.6503,0.49798,3.15471,3.06126,0.922185,3.15471,3.06126,0.49798,3.21825,3.1694,0.922185,3.21825,3.1694,0.49798,2.39417,2.59747,0.922185,2.39417,2.59747,All
0.505657,2.61237,2.64449,0.936401,2.61237,2.64449,0.505657,3.14069,3.06379,0.936401,3.14069,3.06379,0.505657,3.20872,3.17125,0.936401,3.20872,3.17125,0.505657,2.3382,2.58995,0.936401,2.3382,2.58995,All
