iteration,convergenceIndicator,phase,Cl_pop,Q2_pop,Q3_pop,V1_pop,V2_pop,V3_pop,a,omega_Cl,omega_Q2,omega_Q3,omega_V1,omega_V2,omega_V3
434,-1731.45,1,13.6648,5.41825e-08,2.73806,28.9831,207.178,36.3114,0.180681,0.223069,1.25548e-07,2.28713,1.47422e-07,1.96242e-07,5.37585e-08
435,-1741,1,13.7782,5.41825e-08,2.80395,28.9831,207.178,36.3114,0.176041,0.230805,1.07884e-07,2.23233,1.23808e-07,2.08811e-07,5.89508e-08
436,-1742.33,1,13.7484,5.41825e-08,3.30905,28.9831,207.178,36.3114,0.180228,0.226789,1.09201e-07,2.15653,1.34035e-07,2.14367e-07,4.58581e-08
437,-1744.65,1,13.7593,5.41825e-08,3.58384,28.9831,207.178,36.3114,0.173665,0.237786,9.58483e-08,2.02739,1.48193e-07,2.21428e-07,5.36679e-08
438,-1733.6,1,13.669,5.41825e-08,3.34165,28.9831,207.178,36.3114,0.180274,0.235798,9.76187e-08,2.22269,1.38693e-07,2.24294e-07,5.90683e-08
439,-1734.55,1,13.6174,5.41825e-08,2.80049,28.9831,207.178,36.3114,0.176767,0.237137,7.82627e-08,2.46326,1.50795e-07,2.36821e-07,6.27682e-08
440,-1738.73,1,13.6566,5.41825e-08,3.20898,28.9831,207.178,36.3114,0.176963,0.231161,7.96237e-08,2.34148,1.42338e-07,2.21154e-07,6.5275e-08
441,-1739.94,1,13.7033,5.41825e-08,3.22722,28.9831,207.178,36.3114,0.182904,0.213858,7.30101e-08,2.54075,1.32775e-07,1.96375e-07,6.74368e-08
442,-1733.45,1,13.7629,5.41825e-08,3.1975,28.9831,207.178,36.3114,0.180106,0.219829,7.2047e-08,2.83112,1.46009e-07,2.08133e-07,6.97155e-08
443,-1736.81,1,13.692,5.41825e-08,2.54736,28.9831,207.178,36.3114,0.173288,0.235073,6.53159e-08,2.58838,1.49294e-07,2.45696e-07,7.3435e-08
444,-1732.65,1,13.7011,5.41825e-08,2.0644,28.9831,207.178,36.3114,0.177403,0.232715,6.87513e-08,2.61731,1.50913e-07,2.1965e-07,7.69716e-08
445,-1739.17,1,13.6979,5.41825e-08,2.82027,28.9831,207.178,36.3114,0.180086,0.224242,6.56763e-08,2.16748,1.50848e-07,2.31692e-07,7.04242e-08
446,-1740.29,1,13.5121,5.41825e-08,2.50697,28.9831,207.178,36.3114,0.181087,0.232301,6.62703e-08,2.20662,1.4326e-07,2.1731e-07,6.92324e-08
447,-1735.61,1,13.7626,5.41825e-08,2.66776,28.9831,207.178,36.3114,0.177354,0.232069,7.14265e-08,2.08006,1.4831e-07,2.33654e-07,8.11608e-08
448,-1731.68,1,13.7985,5.41825e-08,2.7575,28.9831,207.178,36.3114,0.18038,0.242584,7.93276e-08,1.91729,1.65708e-07,2.14853e-07,7.60336e-08
449,-1737.97,1,13.7618,5.41825e-08,2.77271,28.9831,207.178,36.3114,0.176058,0.230149,7.70819e-08,2.05499,1.68769e-07,2.40255e-07,6.33647e-08
450,-1737.66,1,13.9005,5.41825e-08,3.70564,28.9831,207.178,36.3114,0.174956,0.231715,7.78936e-08,2.21275,1.77338e-07,2.34123e-07,5.92497e-08
451,-1742.91,1,13.6834,5.41825e-08,2.76463,28.9831,207.178,36.3114,0.169131,0.235773,8.6105e-08,2.50822,1.66169e-07,1.95753e-07,6.10276e-08
452,-1735.17,1,13.6351,5.41825e-08,2.41442,28.9831,207.178,36.3114,0.171342,0.229284,8.51046e-08,2.78795,1.67621e-07,2.20137e-07,6.02789e-08
453,-1734.34,1,13.6413,5.41825e-08,2.58401,28.9831,207.178,36.3114,0.173323,0.235779,6.93776e-08,2.91229,1.83533e-07,2.28382e-07,5.81417e-08
454,-1749.73,1,13.6414,5.41825e-08,2.81272,28.9831,207.178,36.3114,0.169283,0.248641,7.09944e-08,2.41144,1.52067e-07,1.93672e-07,6.38694e-08
455,-1746.29,1,13.5279,5.41825e-08,2.52868,28.9831,207.178,36.3114,0.174879,0.225015,7.07885e-08,2.34356,1.47927e-07,1.88205e-07,7.10881e-08
456,-1741.91,1,13.4734,5.41825e-08,2.20019,28.9831,207.178,36.3114,0.176143,0.222198,6.74459e-08,2.4813,1.59911e-07,2.09573e-07,6.57045e-08
457,-1740.59,1,13.6945,5.41825e-08,2.81676,28.9831,207.178,36.3114,0.182149,0.230164,6.49358e-08,2.20079,1.4866e-07,2.1739e-07,6.58422e-08
458,-1748.25,1,13.7408,5.41825e-08,2.8102,28.9831,207.178,36.3114,0.1758,0.235148,6.23844e-08,2.31792,1.49718e-07,2.10002e-07,6.27263e-08
459,-1757.88,1,13.7839,5.41825e-08,3.33629,28.9831,207.178,36.3114,0.171006,0.219227,6.05728e-08,2.23312,1.39088e-07,2.15135e-07,6.47153e-08
460,-1756.62,1,13.457,5.41825e-08,2.44573,28.9831,207.178,36.3114,0.171508,0.224418,5.22605e-08,2.28661,1.4681e-07,2.07225e-07,7.21418e-08
461,-1768.72,1,13.4826,5.41825e-08,2.38343,28.9831,207.178,36.3114,0.175622,0.22239,5.418e-08,2.20921,9.51268e-08,1.92241e-07,7.00713e-08
462,-1766.85,1,13.5278,5.41825e-08,2.40675,28.9831,207.178,36.3114,0.176354,0.222568,5.88297e-08,2.22393,8.68142e-08,1.7974e-07,7.79202e-08
463,-1772.5,1,13.825,5.41825e-08,2.85972,28.9831,207.178,36.3114,0.166684,0.216826,6.08086e-08,2.13352,8.95994e-08,1.66113e-07,9.82493e-08
464,-1761.05,1,13.8531,5.41825e-08,2.8152,28.9831,207.178,36.3114,0.179848,0.220007,5.74136e-08,2.2594,8.81504e-08,1.58033e-07,9.60591e-08
465,-1769.45,1,13.7012,5.41825e-08,2.82867,28.9831,207.178,36.3114,0.178928,0.230683,6.3373e-08,2.25917,8.18827e-08,1.50544e-07,7.31117e-08
466,-1772.5,1,14.0266,5.41825e-08,3.24553,28.9831,207.178,36.3114,0.182022,0.231118,6.86243e-08,2.09185,7.84936e-08,1.42197e-07,6.55144e-08
467,-1785.23,1,13.9315,5.41825e-08,3.24045,28.9831,207.178,36.3114,0.168827,0.237722,6.40582e-08,2.19139,7.76544e-08,1.56287e-07,6.15392e-08
468,-1792.09,1,13.6763,5.41825e-08,2.75941,28.9831,207.178,36.3114,0.176604,0.226528,5.55293e-08,2.13015,6.31585e-08,1.41641e-07,6.31381e-08
469,-1788.34,1,13.7308,5.41825e-08,2.64161,28.9831,207.178,36.3114,0.173928,0.227301,5.88469e-08,2.28211,6.04901e-08,1.54283e-07,6.59827e-08
470,-1788.8,1,13.7694,5.41825e-08,3.0888,28.9831,207.178,36.3114,0.175101,0.23215,5.8349e-08,2.09005,6.09731e-08,1.48633e-07,6.92919e-08
471,-1788.98,1,13.9248,5.41825e-08,3.20829,28.9831,207.178,36.3114,0.173533,0.224418,6.6005e-08,2.19521,5.65108e-08,1.51358e-07,6.70616e-08
472,-1784.66,1,13.7583,5.41825e-08,2.73786,28.9831,207.178,36.3114,0.177665,0.219629,6.69674e-08,2.21426,5.71524e-08,1.57413e-07,6.38439e-08
473,-1787.14,1,13.5089,5.41825e-08,2.95087,28.9831,207.178,36.3114,0.173702,0.233614,5.9903e-08,2.32191,5.81343e-08,1.74398e-07,5.98561e-08
474,-1792.18,1,13.6593,5.41825e-08,2.89947,28.9831,207.178,36.3114,0.17954,0.224266,5.90137e-08,2.14701,4.96329e-08,1.81518e-07,5.33889e-08
475,-1798.87,1,13.8044,5.41825e-08,3.15105,28.9831,207.178,36.3114,0.172743,0.237829,4.8467e-08,2.08026,5.36441e-08,2.06049e-07,5.20088e-08
476,-1800.74,1,13.7825,5.41825e-08,2.95751,28.9831,207.178,36.3114,0.171288,0.226277,5.22216e-08,2.12319,5.54353e-08,2.1051e-07,4.65513e-08
477,-1790.86,1,13.7079,5.41825e-08,2.88636,28.9831,207.178,36.3114,0.17512,0.22959,5.59066e-08,2.36432,5.70434e-08,2.05332e-07,4.66742e-08
478,-1793.29,1,13.7495,5.41825e-08,2.35312,28.9831,207.178,36.3114,0.180487,0.239088,4.93228e-08,2.34748,5.08084e-08,1.99597e-07,4.54624e-08
479,-1803.95,1,13.7511,5.41825e-08,3.12486,28.9831,207.178,36.3114,0.17546,0.225939,5.24153e-08,1.92867,5.58621e-08,2.10978e-07,3.93685e-08
480,-1807.62,1,13.7734,5.41825e-08,3.36823,28.9831,207.178,36.3114,0.172585,0.227469,5.47209e-08,2.04688,5.69477e-08,1.99176e-07,3.58306e-08
481,-1809.61,1,13.6874,5.41825e-08,3.27624,28.9831,207.178,36.3114,0.17032,0.244645,4.85011e-08,2.26841,5.49925e-08,1.96155e-07,3.61255e-08
482,-1817.81,1,13.8008,5.41825e-08,3.14312,28.9831,207.178,36.3114,0.169989,0.237256,4.45317e-08,2.04757,5.62101e-08,1.97649e-07,3.35919e-08
483,-1819.01,1,13.7554,5.41825e-08,3.09051,28.9831,207.178,36.3114,0.174123,0.233305,3.96289e-08,2.20052,4.83452e-08,2.15338e-07,3.17093e-08
484,-1822.54,1,13.7286,5.41825e-08,3.35339,28.9831,207.178,36.3114,0.181598,0.226525,3.94573e-08,2.0999,4.81898e-08,1.94419e-07,2.63852e-08
485,-1828.07,1,13.6191,5.41825e-08,3.13828,28.9831,207.178,36.3114,0.18385,0.219894,3.9993e-08,1.9374,4.18525e-08,1.84222e-07,2.72848e-08
486,-1829.42,1,13.6327,5.41825e-08,3.8269,28.9831,207.178,36.3114,0.1815,0.218254,3.93466e-08,1.833,4.16789e-08,2.03337e-07,2.77436e-08
487,-1833.69,1,13.7204,5.41825e-08,3.28114,28.9831,207.178,36.3114,0.1764,0.222511,3.59355e-08,2.14541,4.00619e-08,1.78359e-07,3.10691e-08
488,-1845.07,1,13.6086,5.41825e-08,3.05831,28.9831,207.178,36.3114,0.171739,0.217877,3.46374e-08,2.12545,3.99244e-08,1.48591e-07,3.21625e-08
489,-1852.6,1,13.6162,5.41825e-08,2.49352,28.9831,207.178,36.3114,0.170007,0.227337,3.21193e-08,2.26892,3.60083e-08,1.38363e-07,3.06568e-08
490,-1844.65,1,13.5919,5.41825e-08,2.18732,28.9831,207.178,36.3114,0.179066,0.220627,3.54025e-08,2.45235,3.34055e-08,1.37356e-07,2.74864e-08
491,-1855.34,1,13.7475,5.41825e-08,2.93536,28.9831,207.178,36.3114,0.176707,0.224891,3.24427e-08,2.30253,3.43387e-08,1.16857e-07,2.71735e-08
492,-1856.04,1,13.7123,5.41825e-08,2.63157,28.9831,207.178,36.3114,0.178011,0.222531,3.58369e-08,2.31154,2.77035e-08,1.17541e-07,2.85195e-08
493,-1860.51,1,13.6176,5.41825e-08,2.48749,28.9831,207.178,36.3114,0.180023,0.220762,4.08459e-08,2.01999,3.11008e-08,1.01477e-07,2.39865e-08
494,-1865.51,1,13.6327,5.41825e-08,2.44147,28.9831,207.178,36.3114,0.184141,0.217666,3.78363e-08,2.01846,2.72206e-08,9.28263e-08,2.4262e-08
495,-1867.32,1,13.5422,5.41825e-08,2.56931,28.9831,207.178,36.3114,0.182375,0.222421,3.54523e-08,2.05559,2.86614e-08,8.79548e-08,2.48808e-08
496,-1875.12,1,13.7697,5.41825e-08,3.10714,28.9831,207.178,36.3114,0.176577,0.21889,3.42553e-08,2.18616,2.95198e-08,8.64926e-08,2.2732e-08
497,-1874.21,1,13.6712,5.41825e-08,2.52848,28.9831,207.178,36.3114,0.177394,0.228048,3.49934e-08,2.2046,3.12671e-08,7.95551e-08,2.18017e-08
498,-1867.03,1,13.6765,5.41825e-08,2.89224,28.9831,207.178,36.3114,0.180308,0.224855,3.93555e-08,2.06362,3.46334e-08,8.33186e-08,2.08593e-08
499,-1877.21,1,13.6979,5.41825e-08,2.74489,28.9831,207.178,36.3114,0.17921,0.228938,3.60869e-08,2.13969,3.40214e-08,8.16753e-08,1.6531e-08
500,-1881.91,1,13.6752,5.41825e-08,3.24493,28.9831,207.178,36.3114,0.178019,0.223174,3.80062e-08,2.10094,3.36423e-08,7.59752e-08,1.58664e-08
501,-1886.85,1,13.6202,5.41825e-08,3.40898,28.9831,207.178,36.3114,0.17923,0.21778,3.73223e-08,1.8851,3.11149e-08,7.84649e-08,1.57329e-08
502,-1896.28,1,13.6966,5.41825e-08,3.19435,28.9831,207.178,36.3114,0.175047,0.235798,3.70868e-08,1.89172,2.97764e-08,7.57569e-08,1.49012e-08
503,-1824,1,13.6774,5.41825e-08,3.27388,28.9831,207.178,36.3114,0.173844,0.231382,3.5087e-08,1.81606,3.26469e-08,7.60249e-08,1.56943e-07
504,-1822.67,1,13.7777,5.41825e-08,3.43793,28.9831,207.178,36.3114,0.171836,0.234442,3.72695e-08,1.8948,3.00211e-08,7.28437e-08,1.7776e-07
505,-1836.29,1,13.4763,5.41825e-08,2.86164,28.9831,207.178,36.3114,0.175221,0.239902,3.09401e-08,1.86112,2.48845e-08,6.46133e-08,1.63714e-07
506,-1838.76,1,13.6256,5.41825e-08,2.88348,28.9831,207.178,36.3114,0.174169,0.225302,3.04835e-08,1.83225,2.77525e-08,7.10843e-08,1.39849e-07
507,-1840.84,1,13.6297,5.41825e-08,3.07035,28.9831,207.178,36.3114,0.177568,0.214578,2.87268e-08,1.88033,2.68572e-08,6.51934e-08,1.42138e-07
508,-1845.63,1,13.7942,5.41825e-08,3.42735,28.9831,207.178,36.3114,0.167606,0.225332,2.41531e-08,2.04444,3.0401e-08,7.28261e-08,1.41136e-07
509,-1845.33,1,13.8291,5.41825e-08,3.57813,28.9831,207.178,36.3114,0.172238,0.23387,2.566e-08,1.90182,2.86706e-08,6.23572e-08,1.46163e-07
510,-1837.17,1,13.8591,5.41825e-08,3.44193,28.9831,207.178,36.3114,0.176556,0.23445,2.63197e-08,1.98456,2.77553e-08,5.77716e-08,1.71817e-07
511,-1836.78,1,13.6693,5.41825e-08,3.18088,28.9831,207.178,36.3114,0.175845,0.235518,2.67848e-08,1.86606,2.87961e-08,5.70319e-08,1.8112e-07
512,-1826.83,1,13.5482,5.41825e-08,3.2944,28.9831,207.178,36.3114,0.175818,0.245605,2.82699e-08,2.03174,2.899e-08,6.01455e-08,1.98557e-07
513,-1826.78,1,13.7275,5.41825e-08,2.91794,28.9831,207.178,36.3114,0.174088,0.221338,3.15285e-08,2.01098,2.74829e-08,6.11604e-08,2.20034e-07
514,-1825,1,13.7826,5.41825e-08,2.81566,28.9831,207.178,36.3114,0.178286,0.232252,2.91024e-08,2.40446,2.23779e-08,5.83535e-08,2.24953e-07
515,-1832.26,1,13.7175,5.41825e-08,2.93614,28.9831,207.178,36.3114,0.173612,0.22582,2.60704e-08,2.24769,2.34181e-08,6.2616e-08,2.26556e-07
516,-1833.66,1,13.6379,5.41825e-08,2.4319,28.9831,207.178,36.3114,0.175244,0.237498,2.4022e-08,2.34936,2.13564e-08,6.57964e-08,2.1055e-07
517,-1827.8,1,13.6865,5.41825e-08,2.58819,28.9831,207.178,36.3114,0.177516,0.230711,2.63407e-08,2.24576,2.20634e-08,6.89896e-08,2.14842e-07
518,-1829.86,1,13.5622,5.41825e-08,2.64497,28.9831,207.178,36.3114,0.172961,0.224205,2.83458e-08,2.30179,2.16654e-08,7.17196e-08,2.14262e-07
519,-1827.61,1,13.7557,5.41825e-08,2.84383,28.9831,207.178,36.3114,0.173727,0.23305,2.58065e-08,2.31702,2.30046e-08,7.06922e-08,2.25566e-07
520,-1824.41,1,13.5828,5.41825e-08,2.45334,28.9831,207.178,36.3114,0.175345,0.22989,2.21587e-08,2.79,2.19988e-08,6.98716e-08,2.46251e-07
521,-1825.01,1,13.6813,5.41825e-08,2.46281,28.9831,207.178,36.3114,0.174146,0.224217,2.53391e-08,2.74368,1.92533e-08,6.99636e-08,2.61717e-07
522,-1821.13,1,13.5387,5.41825e-08,2.62709,28.9831,207.178,36.3114,0.18043,0.225925,2.35575e-08,2.50078,1.85853e-08,7.383e-08,2.76776e-07
523,-1814.88,1,13.5193,5.41825e-08,2.72113,28.9831,207.178,36.3114,0.181301,0.241012,2.4249e-08,2.58812,1.77671e-08,7.97508e-08,2.82237e-07
524,-1823.39,1,13.6665,5.41825e-08,2.94197,28.9831,207.178,36.3114,0.175386,0.239794,2.31899e-08,2.76162,1.68036e-08,8.47349e-08,2.54187e-07
525,-1831.17,1,13.7219,5.41825e-08,2.995,28.9831,207.178,36.3114,0.173579,0.221083,2.44234e-08,2.75046,1.79252e-08,6.83862e-08,2.50619e-07
526,-1833.41,1,13.6992,5.41825e-08,3.27167,28.9831,207.178,36.3114,0.172584,0.227305,2.11339e-08,2.65291,1.96273e-08,6.83819e-08,2.56315e-07
527,-1847.5,1,13.6521,5.41825e-08,3.07975,28.9831,207.178,36.3114,0.168407,0.234766,2.00223e-08,2.45805,1.61488e-08,6.85392e-08,2.48272e-07
528,-1855.58,1,13.6314,5.41825e-08,2.46774,28.9831,207.178,36.3114,0.17412,0.234304,1.69234e-08,2.24575,1.59365e-08,6.2854e-08,2.22542e-07
529,-1856.89,1,13.6285,5.41825e-08,2.83298,28.9831,207.178,36.3114,0.171601,0.234619,1.7389e-08,2.24313,1.58638e-08,6.34122e-08,2.25301e-07
530,-1853.29,1,13.5882,5.41825e-08,2.75595,28.9831,207.178,36.3114,0.173166,0.228464,1.84386e-08,2.33327,1.49012e-08,6.7418e-08,2.27902e-07
531,-1789.68,1,13.6112,5.41825e-08,2.6707,28.9831,207.178,36.3114,0.171747,0.219034,2.13092e-08,2.34895,1.03318e-07,6.67351e-08,2.56452e-07
532,-1783.41,1,13.5733,5.41825e-08,2.9231,28.9831,207.178,36.3114,0.173876,0.223299,2.18225e-08,2.11785,1.13695e-07,7.14253e-08,2.64772e-07
533,-1777.34,1,13.5897,5.41825e-08,2.97525,28.9831,207.178,36.3114,0.177908,0.231888,2.40561e-08,2.2012,1.03987e-07,6.34942e-08,2.92079e-07
534,-1812.85,1,13.6691,5.41825e-08,2.5848,28.9831,207.178,36.3114,0.167972,0.225339,1.89109e-08,2.21469,9.18334e-08,4.58292e-08,2.57655e-07
535,-1809.37,1,13.6375,5.41825e-08,2.42795,28.9831,207.178,36.3114,0.173545,0.227428,1.56158e-08,2.29214,9.07585e-08,4.83225e-08,2.64676e-07
536,-1809.07,1,13.6696,5.41825e-08,2.31234,28.9831,207.178,36.3114,0.173025,0.237191,1.58014e-08,2.19577,9.11074e-08,5.15668e-08,2.51358e-07
537,-1808.26,1,13.6816,5.41825e-08,2.85664,28.9831,207.178,36.3114,0.176645,0.228514,1.64489e-08,2.20347,9.19198e-08,4.1971e-08,2.75952e-07
538,-1823.98,1,13.5722,5.41825e-08,3.02994,28.9831,207.178,36.3114,0.174251,0.211085,1.71669e-08,2.20606,7.10579e-08,3.65477e-08,2.72892e-07
539,-1825.24,1,13.7896,5.41825e-08,2.77162,28.9831,207.178,36.3114,0.174735,0.228128,1.56815e-08,2.30206,6.86865e-08,3.62854e-08,2.60319e-07
540,-1826.34,1,13.6807,5.41825e-08,2.76998,28.9831,207.178,36.3114,0.175771,0.233147,1.64913e-08,2.10497,6.92811e-08,3.24277e-08,2.73415e-07
541,-1828.79,1,13.8009,5.41825e-08,2.73823,28.9831,207.178,36.3114,0.17026,0.230738,1.68754e-08,2.58141,7.69535e-08,2.87147e-08,2.49752e-07
542,-1827.24,1,13.8711,5.41825e-08,2.51285,28.9831,207.178,36.3114,0.172777,0.23951,1.72793e-08,2.39267,7.69002e-08,2.98654e-08,2.35219e-07
543,-1837.54,1,13.649,5.41825e-08,2.22908,28.9831,207.178,36.3114,0.17326,0.225734,1.49012e-08,2.36304,7.69965e-08,2.90049e-08,2.16973e-07
544,-1773.7,1,13.6369,5.41825e-08,2.8291,28.9831,207.178,36.3114,0.175673,0.221245,1.48047e-07,2.03841,7.19334e-08,2.73116e-08,2.19867e-07
545,-1774.53,1,13.5693,5.41825e-08,3.31688,28.9831,207.178,36.3114,0.173082,0.231031,1.36433e-07,2.03541,6.88956e-08,3.04755e-08,2.2768e-07
546,-1777.49,1,13.7131,5.41825e-08,3.63578,28.9831,207.178,36.3114,0.175249,0.230822,1.28059e-07,2.0277,6.79264e-08,2.8063e-08,2.25734e-07
547,-1792.36,1,13.7135,5.41825e-08,2.95312,28.9831,207.178,36.3114,0.173798,0.221604,1.13493e-07,2.2431,5.61325e-08,2.60249e-08,2.00362e-07
548,-1800.42,1,13.6632,5.41825e-08,2.53814,28.9831,207.178,36.3114,0.173765,0.227826,1.10268e-07,2.38091,4.67026e-08,2.19002e-08,2.06557e-07
549,-1790.02,1,13.5276,5.41825e-08,2.75472,28.9831,207.178,36.3114,0.178577,0.231432,1.18441e-07,2.5807,4.90717e-08,2.16603e-08,2.01751e-07
550,-1794.55,1,13.5022,5.41825e-08,2.67982,28.9831,207.178,36.3114,0.177568,0.236057,1.12125e-07,2.76898,4.56064e-08,2.1521e-08,1.87627e-07
551,-1815.21,1,13.4208,5.41825e-08,2.94797,28.9831,207.178,36.3114,0.175987,0.233521,8.0611e-08,2.44856,4.10436e-08,2.20176e-08,1.71701e-07
552,-1821.2,1,13.8117,5.41825e-08,2.74788,28.9831,207.178,36.3114,0.171928,0.218557,7.71348e-08,2.42939,4.29382e-08,2.43874e-08,1.57109e-07
553,-1832.01,1,13.723,5.41825e-08,2.71163,28.9831,207.178,36.3114,0.167996,0.221431,7.22091e-08,2.35812,4.01541e-08,2.3637e-08,1.50875e-07
554,-1831,1,13.7747,5.41825e-08,2.60067,28.9831,207.178,36.3114,0.172818,0.224034,7.94563e-08,2.18602,3.85468e-08,2.24874e-08,1.39668e-07
555,-1828.76,1,13.683,5.41825e-08,2.87137,28.9831,207.178,36.3114,0.175468,0.231954,8.90632e-08,2.12709,3.57424e-08,2.19579e-08,1.34374e-07
556,-1841.98,1,13.7593,5.41825e-08,2.66877,28.9831,207.178,36.3114,0.173762,0.223677,7.64594e-08,2.13289,3.42258e-08,2.13708e-08,1.18543e-07
557,-1839.83,1,13.7234,5.41825e-08,2.58191,28.9831,207.178,36.3114,0.173814,0.226345,7.66929e-08,2.37724,3.20989e-08,2.43371e-08,1.05196e-07
558,-1838.83,1,13.5591,5.41825e-08,2.25877,28.9831,207.178,36.3114,0.173265,0.230636,8.05573e-08,2.32921,2.99703e-08,2.33321e-08,1.18094e-07
559,-1836.58,1,13.5122,5.41825e-08,2.57347,28.9831,207.178,36.3114,0.182034,0.20885,7.51261e-08,2.42426,3.04342e-08,2.50912e-08,9.8603e-08
560,-1838.04,1,13.7055,5.41825e-08,2.52332,28.9831,207.178,36.3114,0.175787,0.232744,7.90807e-08,2.44358,2.93509e-08,2.80913e-08,9.07229e-08
561,-1841.75,1,13.6144,5.41825e-08,2.67461,28.9831,207.178,36.3114,0.169303,0.22632,8.89525e-08,2.17921,3.1491e-08,2.78369e-08,9.68699e-08
562,-1853.1,1,13.6421,5.41825e-08,3.1201,28.9831,207.178,36.3114,0.170341,0.220803,7.71956e-08,2.05155,3.12062e-08,2.50871e-08,8.98549e-08
563,-1846.06,1,13.7014,5.41825e-08,2.68605,28.9831,207.178,36.3114,0.179646,0.217571,6.65547e-08,2.0515,3.07046e-08,2.59307e-08,9.55653e-08
564,-1853.42,1,13.5232,5.41825e-08,2.9186,28.9831,207.178,36.3114,0.172589,0.232812,6.06779e-08,1.98868,3.21406e-08,2.42861e-08,1.02589e-07
565,-1861.42,1,13.772,5.41825e-08,2.84961,28.9831,207.178,36.3114,0.171286,0.225094,6.05978e-08,2.23356,3.12483e-08,2.00773e-08,9.43405e-08
566,-1865.05,1,13.681,5.41825e-08,2.79877,28.9831,207.178,36.3114,0.17092,0.221166,5.73556e-08,2.22144,3.23096e-08,1.73014e-08,1.0272e-07
567,-1861.41,1,13.7252,5.41825e-08,2.63973,28.9831,207.178,36.3114,0.176073,0.227557,4.86013e-08,2.33066,3.03958e-08,1.75754e-08,1.11018e-07
568,-1865.43,1,13.7365,5.41825e-08,3.02032,28.9831,207.178,36.3114,0.180163,0.225058,4.68288e-08,2.15512,3.10709e-08,1.5072e-08,1.09513e-07
569,-1874.93,1,13.7624,5.41825e-08,2.73964,28.9831,207.178,36.3114,0.175993,0.213631,4.48908e-08,2.26543,3.05668e-08,1.49012e-08,1.03144e-07
570,-1794.02,1,13.6919,5.41825e-08,2.47419,28.9831,207.178,36.3114,0.181498,0.216896,4.64498e-08,2.60041,2.87485e-08,1.42331e-07,1.1236e-07
571,-1800.87,1,13.8229,5.41825e-08,2.69938,28.9831,207.178,36.3114,0.175757,0.222972,4.64698e-08,2.95096,3.00762e-08,1.46487e-07,8.62936e-08
572,-1792.51,1,13.7218,5.41825e-08,2.3982,28.9831,207.178,36.3114,0.179205,0.234171,4.73821e-08,2.83555,3.54305e-08,1.46875e-07,8.35126e-08
573,-1811.92,1,13.5078,5.41825e-08,2.00683,28.9831,207.178,36.3114,0.174871,0.22448,3.70681e-08,2.76141,2.97223e-08,1.38714e-07,8.75133e-08
574,-1810.06,1,13.651,5.41825e-08,2.35788,28.9831,207.178,36.3114,0.179426,0.221757,3.44859e-08,2.79687,3.0226e-08,1.33747e-07,8.74383e-08
575,-1821.94,1,13.6324,5.41825e-08,2.24017,28.9831,207.178,36.3114,0.175232,0.228676,3.4205e-08,2.7332,2.78005e-08,1.31255e-07,7.5161e-08
576,-1823.28,1,13.5857,5.41825e-08,2.72448,28.9831,207.178,36.3114,0.170598,0.227071,3.66058e-08,2.75868,2.87358e-08,1.2099e-07,8.2608e-08
577,-1818.33,1,13.7777,5.41825e-08,2.68142,28.9831,207.178,36.3114,0.178129,0.232632,3.245e-08,2.75489,3.03099e-08,1.23812e-07,7.68033e-08
578,-1823.47,1,13.7512,5.41825e-08,2.71451,28.9831,207.178,36.3114,0.178287,0.22707,3.43129e-08,2.90599,2.85091e-08,1.16062e-07,6.70599e-08
579,-1835.43,1,13.7538,5.41825e-08,2.10674,28.9831,207.178,36.3114,0.175948,0.23084,3.59632e-08,2.67799,2.52287e-08,1.0585e-07,6.14832e-08
580,-1829.88,1,13.7012,5.41825e-08,2.24114,28.9831,207.178,36.3114,0.180558,0.225428,3.84953e-08,2.78286,2.43091e-08,1.02171e-07,6.27019e-08
581,-1847.29,1,13.6244,5.41825e-08,2.23336,28.9831,207.178,36.3114,0.172179,0.233034,3.52928e-08,2.82162,2.38579e-08,9.32084e-08,5.42415e-08
582,-1836.96,1,13.8313,5.41825e-08,2.10769,28.9831,207.178,36.3114,0.176646,0.229097,3.94057e-08,2.76168,2.2535e-08,9.51425e-08,6.33622e-08
583,-1828.88,1,13.7567,5.41825e-08,2.72631,28.9831,207.178,36.3114,0.175509,0.234041,5.08877e-08,2.66591,2.3757e-08,8.28781e-08,7.37323e-08
584,-1831.48,1,13.58,5.41825e-08,2.57115,28.9831,207.178,36.3114,0.171804,0.224882,5.60936e-08,2.54085,2.23929e-08,8.13765e-08,8.22538e-08
585,-1822.01,1,13.7539,5.41825e-08,2.64246,28.9831,207.178,36.3114,0.175721,0.237906,5.98538e-08,2.48399,2.42341e-08,8.77006e-08,7.65431e-08
586,-1828.81,1,13.7472,5.41825e-08,2.99279,28.9831,207.178,36.3114,0.173025,0.248496,5.89372e-08,2.07467,2.78844e-08,9.14899e-08,6.49186e-08
587,-1826.83,1,13.7774,5.41825e-08,2.82984,28.9831,207.178,36.3114,0.169069,0.239094,6.29816e-08,2.38623,3.14385e-08,8.78785e-08,6.22003e-08
588,-1815.31,1,13.8329,5.41825e-08,2.50619,28.9831,207.178,36.3114,0.182033,0.227089,5.61524e-08,2.38434,3.24272e-08,8.06528e-08,7.31901e-08
589,-1822.51,1,13.7114,5.41825e-08,2.42565,28.9831,207.178,36.3114,0.173862,0.231181,5.87326e-08,2.25673,3.3273e-08,8.14024e-08,7.26759e-08
