iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,613.14,1,13.509,23.899,13.116,1,0.3,1,1,1,1
2,563.164,1,20.0593,36.3542,11.6718,0.872882,0.175681,0.494043,1.00704,0.627867,0.831789
3,534.592,1,20.1282,37.6665,10.0313,0.99657,0.13833,0.494567,0.954406,0.579824,0.855951
4,514.452,1,19.5368,36.2124,13.18,1.01097,0.108985,0.503576,1.19283,0.581056,0.940529
5,496.074,1,19.6503,35.3461,14.0693,1.03313,0.0927856,0.493808,1.12894,0.542142,1.05251
6,489.188,1,19.737,36.1628,12.5786,1.08167,0.0818781,0.494521,1.29172,0.517201,1.16867
7,485.992,1,19.5653,36.8962,13.7857,1.15476,0.0764663,0.497833,1.10888,0.528389,1.24189
8,482.868,1,19.5446,36.9886,14.7532,1.1774,0.0715978,0.495427,1.13983,0.499733,1.39049
9,478.465,1,19.3578,36.9612,14.2308,1.17738,0.0705477,0.498796,0.963617,0.495448,1.33416
10,471.085,1,19.3991,37.0393,13.7634,1.19071,0.0660427,0.489831,0.951939,0.499226,1.24882
11,473.131,1,19.4126,37.2639,15.3341,1.17124,0.0654546,0.487498,1.12796,0.505042,1.30377
12,468.359,1,19.4043,36.634,13.3014,1.11897,0.0673018,0.494049,1.01675,0.500253,1.19547
13,466.932,1,19.3604,36.2123,13.8485,1.1907,0.0640657,0.503254,0.972227,0.540752,1.0207
14,467.518,1,19.3528,36.0808,15.0218,1.1727,0.0632583,0.500703,1.10477,0.528903,1.05856
15,464.865,1,19.3428,35.7076,14.0295,1.20197,0.0606003,0.497726,0.995525,0.501356,1.15869
16,460.253,1,19.2771,35.5487,14.7572,1.24321,0.0571848,0.499493,0.908611,0.491929,1.15162
17,457.128,1,19.1885,35.2857,15.1335,1.24318,0.0555262,0.502654,0.896798,0.481635,1.1862
18,456.329,1,19.2952,35.3283,12.7898,1.2707,0.0525712,0.503353,0.931092,0.480523,1.1793
19,462.474,1,19.3742,35.0612,15.0018,1.3932,0.0494783,0.508253,0.98888,0.486802,1.17449
20,460.712,1,19.4324,35.8905,13.8924,1.31393,0.0518324,0.502449,1.02127,0.491561,1.20368
21,459.842,1,19.3584,35.2257,15.1915,1.36039,0.0492619,0.507968,1.11587,0.501694,1.0169
22,463.68,1,19.4079,35.185,16.7585,1.32034,0.0536494,0.501409,1.18382,0.491096,1.04345
23,460.194,1,19.4826,35.3101,16.2382,1.25292,0.0525898,0.494048,1.34698,0.524855,1.04365
24,462.893,1,19.4082,35.4218,15.6814,1.25291,0.0518683,0.500579,1.4136,0.524124,1.1538
25,463.924,1,19.4223,36.345,16.0441,1.23635,0.0550698,0.505681,1.2131,0.502918,1.2582
26,459.977,1,19.3666,36.2712,15.1611,1.23631,0.0538746,0.500497,1.20504,0.47845,1.15972
27,459.211,1,19.4497,35.7576,13.384,1.20954,0.0551497,0.497833,1.11588,0.491328,1.20986
28,454.347,1,19.3778,35.0823,13.3019,1.18008,0.0559053,0.486868,0.949797,0.487082,1.2041
29,458.698,1,19.3132,35.5375,13.38,1.25889,0.0538814,0.49014,1.01914,0.481518,1.20285
30,453.692,1,19.2719,34.9575,14.1564,1.25883,0.051197,0.492408,1.0676,0.492115,1.10298
31,453.866,1,19.4002,34.8628,13.7476,1.2588,0.049906,0.486004,1.16633,0.519016,1.05677
32,447.773,1,19.2683,34.4576,13.2471,1.18215,0.0500332,0.494905,1.1135,0.524984,1.05403
33,446.488,1,19.3852,34.1227,14.8582,1.23664,0.0482384,0.494604,1.03945,0.528871,0.974859
34,446.678,1,19.4495,33.7376,14.4036,1.28298,0.0458735,0.492211,1.08688,0.517583,0.943506
35,444.482,1,19.4262,34.9477,15.3782,1.283,0.0455994,0.491344,1.10205,0.498059,0.876526
36,445.357,1,19.4735,35.2494,14.3913,1.28303,0.0464785,0.490906,1.03181,0.50619,0.928212
37,449.427,1,19.3395,34.6834,13.6172,1.28307,0.0478753,0.494029,0.975421,0.503582,1.05586
38,454.035,1,19.5342,34.9344,12.4138,1.30554,0.0474719,0.480748,1.10278,0.516504,1.13805
39,450.11,1,19.5291,35.1042,13.8365,1.3055,0.045469,0.488459,1.15633,0.513748,1.08732
40,453.456,1,19.3541,34.5006,12.8619,1.26415,0.0482473,0.490215,1.16255,0.523557,1.11207
41,450.799,1,19.6081,34.5883,12.6884,1.26413,0.0479413,0.489341,1.15779,0.507807,1.0812
42,453.873,1,19.6488,34.0589,12.2782,1.29234,0.0473363,0.492463,1.10083,0.513683,1.18732
43,445.529,1,19.5504,34.704,13.2333,1.19543,0.051243,0.492242,0.948963,0.499234,1.036
44,446.574,1,19.4469,34.8816,13.3063,1.27083,0.0470571,0.494805,1.00668,0.508858,1.00646
45,445.4,1,19.3855,34.7952,14.1665,1.23078,0.0487764,0.496776,0.922938,0.518213,1.04992
46,441.802,1,19.4897,34.2323,13.9468,1.21374,0.049512,0.4889,0.921174,0.506413,0.933072
47,447.908,1,19.5023,33.9914,15.6552,1.31045,0.0470434,0.502251,0.904462,0.544333,0.963877
48,446.578,1,19.447,34.3203,15.7669,1.37667,0.0420626,0.500967,0.947958,0.5236,0.973442
49,444.288,1,19.4052,34.0104,17.2651,1.35686,0.042313,0.491502,0.895526,0.509823,1.01467
50,446.94,1,19.3744,34.7933,17.2635,1.19051,0.0501686,0.490078,1.03674,0.528137,1.07484
51,440.988,1,19.4536,34.1011,16.1595,1.22428,0.0484196,0.48332,0.81552,0.526986,1.02111
52,446.532,1,19.5833,33.6957,16.0954,1.28021,0.0472105,0.485473,0.907876,0.536743,1.0228
53,442.47,1,19.495,33.9292,16.6421,1.32634,0.0417516,0.49279,0.955243,0.529092,0.997527
54,446.826,1,19.3732,34.1599,16.7922,1.36063,0.0432237,0.497182,0.874606,0.538499,1.02184
55,450.001,1,19.509,33.5006,16.0794,1.3846,0.0433117,0.488878,0.878858,0.545471,1.07523
56,447.854,1,19.5089,34.5844,13.8014,1.28417,0.0475097,0.490686,0.856081,0.531263,1.12742
57,443.742,1,19.3145,34.8886,14.954,1.32529,0.0429219,0.49763,0.788503,0.530904,1.1556
58,449.831,1,19.3462,35.5,14.4556,1.37652,0.0449788,0.501647,0.826971,0.530081,1.02874
59,442.36,1,19.5255,35.0402,13.4397,1.24075,0.0468947,0.498819,0.857556,0.524448,1.06138
60,448.306,1,19.454,35.3817,11.9883,1.21321,0.0516475,0.492215,0.899846,0.529639,1.0467
61,448.88,1,19.3443,34.8227,12.0643,1.2283,0.0516226,0.488294,0.853231,0.499582,1.13186
62,451.312,1,19.5979,35.6879,13.31,1.25512,0.0531811,0.481508,0.836703,0.494628,1.10883
63,449.279,1,19.4438,35.2935,13.1626,1.37166,0.0457553,0.485312,0.83156,0.482889,1.08316
64,449.807,1,19.3875,35.0486,13.7523,1.24577,0.0526295,0.492915,0.867334,0.499574,1.01276
65,445.335,1,19.6343,35.4071,14.8273,1.3096,0.0476017,0.495455,0.893483,0.499837,0.898731
66,444.063,1,19.5705,35.4227,14.73,1.27627,0.0486659,0.490548,0.894747,0.480919,0.933284
67,435.342,1,19.5379,35.6224,13.9696,1.34364,0.0432398,0.49266,0.756415,0.476162,0.818661
68,438.728,1,19.4513,35.8186,13.733,1.31967,0.0451783,0.495371,0.823563,0.486433,0.828414
69,439.388,1,19.4754,35.0418,13.6976,1.31972,0.0456887,0.496886,0.788694,0.496888,0.800918
70,443.818,1,19.4573,35.5298,14.5027,1.33734,0.0471356,0.495384,0.830552,0.489135,0.846816
71,444.147,1,19.4127,35.5345,14.2699,1.33728,0.0459611,0.50058,0.901776,0.489406,0.859865
72,442.17,1,19.6458,35.2568,13.4803,1.33728,0.0445699,0.493639,0.917179,0.489396,0.815539
73,451.297,1,19.4232,35.1369,13.4144,1.34083,0.0481675,0.50004,0.954857,0.474104,0.967413
74,443.789,1,19.5832,35.6279,13.3723,1.32114,0.0457749,0.488702,0.905461,0.462701,0.979094
75,449.428,1,19.6297,35.6319,12.4801,1.32122,0.0499279,0.49414,0.926002,0.455518,0.972127
