parameter,value
Cl_pop,13.5021922409016
V1_pop,25.0406938686587
beta_V1_ANTU_1,-0.237119170044203
beta_V1_logtCLCRMLMIN,-1.28684813204853
beta_V1_logtPROGDL,-0.691264623824182
Q_pop,23.4
beta_Q_LMP_1,0.954212771293377
beta_Q_logtAGEA,1.46708010207601
beta_Q_logtALBGDL,18.228056119601
beta_Q_logtPROGDL,-17.9601281530625
V2_pop,2.71159772367066
beta_V2_SEXF_1,4.69216786273271
beta_V2_logtHCM,35.9486625653947
beta_V2_logtSCRMGDL,0.279709476344038
omega_Cl,0.256924366591193
omega_V1,0.109422779049491
omega_Q,8.25025137020601e-8
omega_V2,8.14051418309123e-8
a,1.43495904500729
b,0.040254943499778
