iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,c,omega_Cl,omega_Q,omega_V1,omega_V2
38,469.115,1,13.4836,25.0143,23.9513,14.0967,0.0273359,0.789282,0.334034,0.255092,0.91516,0.301034,0.742589
39,469.698,1,13.4053,26.4124,24.1356,13.091,0.112575,0.730384,0.334034,0.255532,0.990479,0.328561,0.768535
40,468.071,1,13.4774,24.8868,23.9353,12.2343,0.229517,0.658527,0.334034,0.259955,0.989274,0.343221,0.857383
41,463.949,1,13.552,23.4004,23.42,13.6637,2.22045e-16,0.873946,0.277528,0.259896,0.909497,0.360059,0.828429
42,469.23,1,13.4617,22.9981,23.2864,13.017,0.312901,0.74823,0.277528,0.261703,0.965393,0.347705,0.832262
43,463.748,1,13.3394,22.2155,23.1383,13.8541,0.220432,0.755339,0.277528,0.259076,0.927475,0.359046,0.881235
44,463.172,1,13.3231,22.1618,23.5404,14.4855,0.076835,0.844807,0.277528,0.251467,0.924837,0.331183,0.818918
45,453.854,1,13.3046,21.6523,23.9605,15.3009,0.240233,0.72638,0.277528,0.246935,0.881088,0.322408,0.876296
46,450.101,1,13.5607,20.6096,24.3205,14.1219,0.530413,0.580733,0.277528,0.258871,0.900001,0.318725,0.835292
47,455.653,1,13.652,18.8771,24.1952,14.1867,0.468424,0.622453,0.277528,0.268848,0.94581,0.320059,0.841432
48,451.612,1,13.6465,19.4877,24.6773,12.99,0.439348,0.632023,0.277528,0.265658,0.904625,0.33796,0.756014
49,450.571,1,13.4539,20.2351,24.6419,12.3021,0.411794,0.64377,0.277528,0.25936,0.867866,0.318991,0.809613
50,448.082,1,13.4663,21.0324,24.8258,12.5802,0.270446,0.707322,0.277528,0.26399,0.743806,0.324668,0.846123
51,448.883,1,13.3208,20.3493,24.8014,13.509,0.562967,0.581492,0.277528,0.248867,0.78185,0.31126,0.846695
52,452.509,1,13.3821,20.8793,24.9106,13.9121,0.321471,0.692401,0.277528,0.251504,0.830935,0.310809,0.89485
53,447.019,1,13.4284,18.8416,25.0941,13.7926,0.353317,0.641941,0.277528,0.257358,0.850616,0.327903,0.881432
54,461.36,1,13.4493,20.7623,24.8815,13.2615,0.218119,0.743409,0.277528,0.262559,0.923308,0.330294,0.967107
55,468.396,1,13.4828,21.1887,25.0644,13.8915,0.0113354,0.875376,0.277528,0.267313,0.983358,0.308,0.944307
56,466.126,1,13.5422,18.5578,24.7709,13.6709,2.22045e-16,0.890754,0.277528,0.257795,0.977966,0.320867,0.832065
57,458.558,1,13.5299,19.0624,24.5777,12.8434,2.22045e-16,0.87477,0.277528,0.261044,0.967464,0.301674,0.762453
58,458.095,1,13.5127,18.5456,25.2878,13.1285,0.157849,0.793387,0.277528,0.262585,0.923165,0.297768,0.819433
59,450.848,1,13.4773,19.5839,25.3336,12.2348,0.0494034,0.824516,0.277528,0.259369,0.83721,0.293888,0.832281
60,455.869,1,13.5726,19.6893,25.0987,11.2311,0.123943,0.816701,0.277528,0.263751,0.81756,0.289576,0.862994
61,461.429,1,13.4672,20.9743,25.1633,10.4298,0.69084,0.276026,0.521623,0.258961,0.758533,0.294445,0.931935
62,468.853,1,13.558,22.329,25.2417,11.5596,0.720909,0.29093,0.521623,0.260782,0.812614,0.283112,0.866703
63,462.319,1,13.5564,19.9263,25.4299,12.086,0.725288,0.277153,0.521623,0.257073,0.825984,0.252981,0.914461
64,472.718,1,13.4605,23.71,25.6794,11.0417,0.539467,0.34432,0.521623,0.255283,0.795451,0.258411,0.950039
65,462.418,1,13.4999,23.1924,25.0969,11.2141,0.799604,0.256539,0.521623,0.252564,0.889923,0.245428,0.940234
66,459.959,1,13.4751,22.6843,25.6302,11.2237,0.6869,0.278858,0.521623,0.255397,0.797118,0.264914,0.921807
67,465.689,1,13.6166,22.8172,25.1126,11.8024,0.810868,0.267086,0.521623,0.275352,0.843833,0.233237,0.910598
68,462.802,1,13.4865,22.2202,24.8766,11.9345,0.88734,0.229822,0.521623,0.262496,0.959057,0.247543,0.931223
69,454.661,1,13.5929,24.1078,24.5175,12.321,0.891788,0.208489,0.521623,0.27195,0.949701,0.255117,0.911206
70,457.764,1,13.4452,21.5894,24.2127,13.2509,0.791572,0.235701,0.521623,0.259724,1.00034,0.257019,0.909025
71,460.387,1,13.4799,21.9776,24.1359,13.7596,0.781484,0.245599,0.521623,0.260574,0.979482,0.268159,0.873624
72,458.996,1,13.4665,19.4759,24.5077,14.6294,0.802116,0.238399,0.521623,0.264678,1.02458,0.265197,0.813417
73,455.463,1,13.5319,19.6376,24.6275,15.4718,0.916793,0.208911,0.521623,0.260971,1.01852,0.278039,0.745391
74,456.686,1,13.4097,20.349,24.7416,13.8223,0.801465,0.234772,0.521623,0.263092,0.946015,0.299116,0.760543
75,457.745,1,13.3861,21.2123,24.5141,15.2732,0.915216,0.207033,0.521623,0.263842,0.948933,0.297617,0.813174
76,457.339,1,13.4795,19.3865,25.1724,14.393,0.966538,0.198366,0.521623,0.261746,0.956619,0.298064,0.783291
77,452.399,1,13.4748,18.9833,25.1842,13.7776,0.965913,0.195322,0.521623,0.257909,0.934839,0.288986,0.745791
78,455.477,1,13.4459,22.6181,24.3639,13.87,1.00084,0.19872,0.521623,0.249462,0.899371,0.296192,0.7389
79,452.478,1,13.4255,22.4759,23.8208,14.2865,1.13202,0.153336,0.521623,0.248335,1.00973,0.276161,0.828717
80,459.546,1,13.5126,22.3219,23.7569,14.1718,1.09001,0.161961,0.521623,0.257712,1.22723,0.272131,0.857287
81,456.3,1,13.6006,23.0403,23.3441,14.4355,2.22045e-16,1.01273,0.223444,0.265581,1.09744,0.254956,0.780727
82,452.014,1,13.5433,23.2175,23.6408,15.1729,2.22045e-16,1.00468,0.223444,0.256477,1.03941,0.244749,0.789645
83,450.014,1,13.5325,23.7035,23.7777,14.7396,2.22045e-16,0.990869,0.223444,0.25603,1.04983,0.239308,0.814583
84,457.646,1,13.4443,22.5614,23.7409,15.3513,2.22045e-16,1.0469,0.223444,0.24917,0.991687,0.242002,0.797967
85,455.174,1,13.4845,22.5376,23.6918,14.1336,2.22045e-16,1.02358,0.223444,0.260733,0.96005,0.271401,0.749098
86,448.578,1,13.3391,20.424,24.0257,12.7526,0.0419268,0.981567,0.223444,0.251594,0.931693,0.250365,0.767201
87,448.115,1,13.5843,21.5935,24.3468,13.7287,0.0944428,0.945604,0.223444,0.267347,0.914454,0.248858,0.783017
88,456.576,1,13.6021,24.1562,24.4219,12.9117,0.196464,0.956306,0.223444,0.264216,0.855731,0.23993,0.799755
89,453.819,1,13.4877,25.7801,24.1121,12.7341,0.0355769,1.03948,0.223444,0.257773,0.781808,0.243962,0.81197
90,450.228,1,13.3669,27.4671,24.0091,12.0407,2.22045e-16,1.03755,0.223444,0.255883,0.766315,0.238394,0.849655
91,454.857,1,13.4594,25.1792,24.2277,12.0757,2.22045e-16,1.05573,0.223444,0.257319,0.809457,0.237987,0.854619
92,456.566,1,13.6302,27.076,24.3063,12.1637,0.0650156,1.01158,0.223444,0.257243,0.903575,0.245188,0.851076
93,454.125,1,13.5691,26.7909,24.1843,12.5661,0.150462,0.95028,0.223444,0.257216,0.971464,0.239719,0.802852
94,448.39,1,13.4576,24.3195,24.2087,12.7497,2.22045e-16,1.00363,0.223444,0.255683,0.913452,0.227575,0.862897
95,454.579,1,13.5821,24.9527,23.99,12.4013,2.22045e-16,1.05609,0.223444,0.259468,0.852258,0.23554,0.819296
96,461.334,1,13.5094,26.0035,24.1451,12.332,2.22045e-16,1.07396,0.223444,0.252533,0.881145,0.234449,0.926233
97,449.668,1,13.5657,23.4745,24.2041,12.0494,2.22045e-16,1.051,0.223444,0.252254,0.766764,0.2292,0.831702
98,448.516,1,13.483,21.7243,24.5988,11.0938,2.22045e-16,1.03228,0.223444,0.251673,0.811455,0.22941,0.832559
99,448.035,1,13.5416,22.2088,24.3652,11.213,0.098249,0.947797,0.223444,0.256711,0.847508,0.255986,0.844442
100,452.931,1,13.583,22.4473,24.8487,11.1982,0.195066,0.905733,0.223444,0.260205,0.867059,0.262729,0.878023
101,450.768,1,13.4661,23.0814,24.7933,12.5117,0.195449,0.906526,0.225835,0.259803,0.804014,0.272671,0.804467
102,455.249,1,13.4649,23.2591,24.4161,12.1833,2.22045e-16,1.06198,0.225835,0.261727,0.753438,0.259079,0.774842
103,450.371,1,13.6169,24.572,24.3981,11.7247,2.22045e-16,1.04752,0.225835,0.258787,0.699181,0.278323,0.753113
104,458.171,1,13.6259,27.7097,24.1388,11.5381,2.22045e-16,1.08263,0.225835,0.2485,0.759275,0.283188,0.762989
105,459.141,1,13.6268,26.969,23.871,11.7504,2.22045e-16,1.08517,0.225835,0.266927,0.711253,0.276682,0.790085
106,457.508,1,13.5385,28.5304,23.9566,12.5255,0.125757,0.997695,0.225835,0.264448,0.689311,0.297678,0.789834
107,450.363,1,13.4342,23.5609,23.7663,12.9752,0.162634,0.956746,0.225835,0.251581,0.64003,0.320587,0.721967
108,445.69,1,13.4876,23.7807,23.9268,13.0337,2.22045e-16,1.00381,0.225835,0.257144,0.671502,0.311232,0.756483
109,450.533,1,13.5586,24.1391,23.4934,13.2482,2.22045e-16,1.0409,0.225835,0.265962,0.691364,0.302429,0.698912
110,451.343,1,13.4138,28.5171,23.141,12.6462,0.356533,0.830716,0.225835,0.263404,0.76492,0.29179,0.750097
111,455.714,1,13.3552,30.6977,23.1329,13.2263,0.0939093,1.00006,0.225835,0.258744,0.758721,0.29439,0.735755
112,460.703,1,13.5196,30.1492,22.9714,14.3372,0.300698,0.904201,0.225835,0.258233,0.855841,0.278809,0.761796
113,453.799,1,13.5464,29.0155,23.297,14.3496,0.0439785,0.998567,0.225835,0.257782,1.00137,0.270598,0.68256
114,451.734,1,13.5534,29.3537,22.9232,13.1517,0.366381,0.799047,0.225835,0.256838,1.00893,0.283361,0.723632
115,447.173,1,13.4748,29.3357,22.7138,14.4763,0.644677,0.637694,0.225835,0.264043,0.878802,0.283005,0.749967
116,453.343,1,13.5011,28.2936,22.593,14.2526,0.677529,0.651869,0.225835,0.254307,0.886978,0.287607,0.773944
117,452.494,1,13.4676,26.1406,23.3581,13.6875,0.254144,0.870792,0.225835,0.260247,0.871753,0.289629,0.762059
118,452.158,1,13.4465,25.7075,23.1205,13.3695,0.28989,0.86327,0.225835,0.260892,0.81258,0.276574,0.791462
119,450.783,1,13.4261,29.0179,22.9102,13.6043,0.0944144,0.951658,0.225835,0.256535,0.928971,0.273116,0.747357
120,459.982,1,13.4377,28.6659,22.7052,15.8081,0.112119,0.961755,0.225835,0.265135,0.952609,0.286754,0.805732
121,457.626,1,13.3945,28.7342,22.3161,13.9286,2.22045e-16,1.13485,0.184966,0.261946,0.941852,0.280138,0.845479
122,457.821,1,13.4251,26.5026,22.4744,13.9055,2.22045e-16,1.1269,0.184966,0.260625,0.909552,0.306727,0.849126
123,452.778,1,13.5671,27.5923,22.0918,13.6656,2.22045e-16,1.14115,0.184966,0.263342,0.79143,0.304311,0.783729
124,446.195,1,13.4741,30.3463,22.8815,13.3574,0.182445,1.00139,0.184966,0.264471,0.892537,0.274287,0.707956
125,447.048,1,13.3873,29.2937,22.7003,14.2733,2.22045e-16,1.11505,0.184966,0.262582,0.905898,0.27301,0.699882
126,446.217,1,13.4706,28.7352,22.9095,13.9938,2.22045e-16,1.13177,0.184966,0.259638,0.821785,0.269244,0.70788
127,449.958,1,13.3056,28.7042,22.654,13.7924,0.207577,1.01569,0.184966,0.247986,0.902467,0.264896,0.733262
128,448.441,1,13.4844,25.7523,23.0169,15.054,2.22045e-16,1.12884,0.184966,0.263027,0.904929,0.253069,0.731831
129,450.391,1,13.5886,23.4,23.6829,14.6691,2.22045e-16,1.13795,0.184966,0.255981,0.946337,0.246897,0.756486
130,455.059,1,13.436,25.7076,23.0892,14.5781,2.22045e-16,1.11858,0.184966,0.253822,1.09521,0.266969,0.785857
131,447.627,1,13.5075,24.5836,22.7411,14.8503,0.160598,1.00124,0.184966,0.256018,1.07498,0.253854,0.732928
132,449.851,1,13.4807,24.7465,22.6877,14.3712,2.22045e-16,1.11452,0.184966,0.257983,1.05126,0.254246,0.725591
133,447.337,1,13.5429,24.6991,22.8904,13.4779,2.22045e-16,1.10591,0.184966,0.255716,1.04849,0.247441,0.738754
134,452.32,1,13.5525,23.8888,23.2618,12.5883,2.22045e-16,1.12864,0.184966,0.264067,0.962493,0.26233,0.768025
135,447.414,1,13.5866,25.0047,23.3322,14.1905,2.22045e-16,1.08468,0.184966,0.261015,0.96448,0.255713,0.854842
136,451.976,1,13.4834,26.6676,23.0977,13.5958,2.22045e-16,1.11106,0.184966,0.258098,0.950078,0.249618,0.90496
137,455.916,1,13.5346,24.4322,23.2098,14.3344,2.22045e-16,1.11955,0.184966,0.258393,1.00205,0.261413,0.890769
138,460.407,1,13.4792,24.1994,23.3609,13.5804,2.22045e-16,1.13559,0.184966,0.262085,1.0151,0.259857,0.925249
139,457.986,1,13.515,25.6377,23.58,11.815,0.0833049,1.0813,0.184966,0.255474,1.02091,0.263795,0.892306
140,455.896,1,13.4895,26.7897,23.5978,11.1919,2.22045e-16,1.14065,0.184966,0.259705,0.946659,0.249922,0.8892
141,459.386,1,13.6102,25.7949,24.0093,11.1768,2.22045e-16,1.03733,0.218738,0.259908,0.963981,0.272899,0.894307
142,459.939,1,13.4821,23.5294,24.4294,11.5646,2.22045e-16,1.0333,0.218738,0.251887,1.01093,0.266827,0.911439
143,450.551,1,13.4842,21.7937,24.3748,12.2496,2.22045e-16,0.973466,0.218738,0.261178,0.961515,0.273902,0.944147
144,454.426,1,13.4656,21.2957,24.1393,13.1888,2.22045e-16,0.986826,0.218738,0.255419,0.986698,0.279454,0.963412
145,453.269,1,13.4403,26.6834,23.8626,13.1727,2.22045e-16,0.99748,0.218738,0.255539,1.00399,0.251399,0.950868
146,453.465,1,13.3898,28.0315,23.788,13.1508,2.22045e-16,1.02997,0.218738,0.252386,0.899864,0.24554,0.902503
147,448.303,1,13.4206,26.064,23.4601,13.7239,0.198845,0.89585,0.218738,0.249496,0.87046,0.251816,0.895224
148,446.228,1,13.4476,28.3145,23.1325,12.9519,0.0645643,0.949854,0.218738,0.257513,0.889834,0.266287,0.863629
149,450.911,1,13.4821,32.7401,23.5058,12.5992,0.269688,0.863835,0.218738,0.262645,0.839445,0.280174,0.852952
150,451.181,1,13.5743,30.0053,23.31,12.6871,0.354636,0.815513,0.218738,0.263646,0.852593,0.303907,0.800945
151,463.181,1,13.4946,28.9191,23.4018,13.0144,0.32121,0.879364,0.218738,0.261622,0.892044,0.315577,0.843275
152,466.937,1,13.6473,29.3782,23.6508,13.02,0.535091,0.788543,0.218738,0.268017,0.891358,0.288324,0.899494
153,462.026,1,13.5879,30.8208,22.9169,13.2046,0.658336,0.689853,0.218738,0.269802,0.846795,0.307564,0.890488
154,451.06,1,13.5703,28.8779,23.3352,12.6184,0.483637,0.738944,0.218738,0.263533,0.747996,0.307588,0.936517
155,452.593,1,13.4919,28.5594,23.4458,12.3715,0.385214,0.797687,0.218738,0.250987,0.764804,0.310256,0.956875
156,451.313,1,13.5607,29.3006,23.3278,12.1951,0.740069,0.613732,0.218738,0.259532,0.739625,0.303992,0.899633
157,456.321,1,13.3687,27.7384,23.6454,12.6193,0.24758,0.892209,0.218738,0.252913,0.785445,0.314932,0.899483
158,455.447,1,13.461,25.5437,23.6256,13.062,0.390027,0.797981,0.218738,0.253528,0.860801,0.326174,0.856019
159,454.715,1,13.454,27.0574,23.4034,13.1612,0.384965,0.820971,0.218738,0.246007,0.841044,0.315268,0.804866
160,457.374,1,13.4236,30.061,23.2557,12.8323,0.236106,0.924246,0.218738,0.259277,0.797526,0.314678,0.786935
161,460.711,1,13.5395,26.8537,23.2623,13.5356,0.65705,0.609179,0.27747,0.246226,0.838886,0.312248,0.752801
162,454.373,1,13.4767,26.5665,23.4865,13.9142,0.276307,0.758321,0.27747,0.245618,0.80051,0.304508,0.771473
163,460.403,1,13.4824,23.456,23.9148,15.1463,0.157907,0.820564,0.27747,0.250176,0.895318,0.308524,0.77934
164,461.325,1,13.5958,24.0333,24.0294,13.913,2.22045e-16,0.892708,0.27747,0.253764,0.909046,0.321087,0.778402
165,461.147,1,13.4896,25.9229,23.3365,13.8925,2.22045e-16,0.892661,0.27747,0.256081,0.888105,0.313189,0.792513
166,455.864,1,13.5671,24.5626,23.3501,14.9771,2.22045e-16,0.877633,0.27747,0.258304,0.893129,0.308102,0.731759
167,460.791,1,13.4923,24.6029,23.7274,16.1059,0.24403,0.787137,0.27747,0.26227,0.849043,0.305228,0.760509
168,461.291,1,13.4912,24.7027,24.0447,15.7137,0.293174,0.743153,0.27747,0.271608,0.919187,0.321382,0.762633
169,458.294,1,13.5375,25.6981,23.7074,14.5833,0.387723,0.736413,0.27747,0.256127,0.889435,0.288046,0.663088
170,454.595,1,13.3897,29.0882,23.8006,14.6389,0.218742,0.761563,0.27747,0.257023,1.01913,0.302711,0.683438
171,457.53,1,13.5431,26.7291,23.9476,13.8011,2.22045e-16,0.87771,0.27747,0.266816,0.983924,0.298334,0.710321
172,455.244,1,13.4664,25.1528,23.6846,14.7107,2.22045e-16,0.871103,0.27747,0.252235,1.00124,0.296916,0.709799
173,452.6,1,13.4696,26.6551,23.6407,13.8613,0.497091,0.653233,0.27747,0.24681,0.939484,0.281648,0.678614
174,449.675,1,13.3673,26.55,24.0177,13.558,0.204257,0.783273,0.27747,0.246837,0.925362,0.27087,0.660747
175,458.448,1,13.4445,27.7723,23.7724,13.7717,0.210312,0.797758,0.27747,0.254826,0.941866,0.285806,0.724395
176,455.248,1,13.6171,26.4054,24.2106,12.8099,0.135624,0.813461,0.27747,0.260509,0.979005,0.309366,0.661512
177,456.732,1,13.4995,24.0055,23.7095,14.0635,0.305606,0.732704,0.27747,0.244686,0.94422,0.325297,0.724594
178,447.675,1,13.5323,24.0165,23.8589,12.9192,0.601464,0.587445,0.27747,0.259974,0.886553,0.267317,0.700047
179,455.17,1,13.5125,25.2645,23.7107,13.4531,0.481159,0.672426,0.27747,0.259626,0.906263,0.259377,0.734364
180,448.305,1,13.4885,24.0588,23.9998,12.9185,0.594181,0.59538,0.27747,0.26604,0.919148,0.247751,0.69858
181,450.505,1,13.5003,21.4788,24.1849,12.673,2.22045e-16,1.08632,0.201159,0.260582,0.922437,0.24843,0.754795
182,459.079,1,13.5404,21.6501,24.4205,12.6845,2.22045e-16,1.12902,0.201159,0.257343,0.916802,0.247688,0.818691
183,458.426,1,13.5785,21.125,24.6889,12.8423,2.22045e-16,1.1003,0.201159,0.258989,0.922636,0.250873,0.910424
184,452.507,1,13.4845,22.4609,24.6166,12.8129,2.22045e-16,1.04852,0.201159,0.263028,0.997837,0.249517,0.916288
185,457.232,1,13.6092,22.9998,24.5973,13.1626,2.22045e-16,1.0799,0.201159,0.261262,1.11392,0.261041,0.779139
186,456.429,1,13.492,23.9098,24.3654,12.8555,2.22045e-16,1.06952,0.201159,0.261437,1.14683,0.249742,0.809453
187,447.855,1,13.5361,25.4815,24.3472,12.8732,0.389857,0.824615,0.201159,0.253993,1.08928,0.249553,0.747669
188,453.362,1,13.5287,25.904,24.0633,13.2739,2.22045e-16,1.06044,0.201159,0.260333,1.0413,0.277296,0.77649
189,446.586,1,13.5328,24.8097,24.0504,12.737,2.22045e-16,1.03188,0.201159,0.253996,1.06028,0.272047,0.735273
190,443.774,1,13.4998,21.9382,24.2885,13.321,2.22045e-16,1.01988,0.201159,0.258961,0.989347,0.261084,0.788127
191,449.613,1,13.5134,23.9189,23.879,14.0018,0.101923,0.967894,0.201159,0.262414,0.988639,0.283802,0.838897
192,456.444,1,13.5609,22.2605,23.8723,14.1664,2.22045e-16,1.05031,0.201159,0.263758,1.00758,0.289053,0.889448
193,462.091,1,13.5091,22.1635,23.9081,13.8753,2.22045e-16,1.07821,0.201159,0.259485,0.976175,0.277573,0.981515
194,453.955,1,13.5443,23.789,24.3008,13.7896,0.044472,1.04251,0.201159,0.261182,0.968501,0.271415,0.818165
195,451.592,1,13.5581,23.0627,24.2081,13.5163,2.22045e-16,1.0694,0.201159,0.262125,1.00751,0.253964,0.773959
196,452.23,1,13.4685,24.5968,24.0273,13.2089,2.22045e-16,1.05114,0.201159,0.256822,1.03495,0.280358,0.780254
197,456.207,1,13.5186,21.3631,23.8422,13.6948,2.22045e-16,1.05749,0.201159,0.261984,1.06567,0.305222,0.754568
198,449.809,1,13.4645,19.1667,24.237,13.9308,2.22045e-16,1.01618,0.201159,0.26686,1.09565,0.320968,0.697661
199,444.482,1,13.5342,20.2385,24.4785,13.0795,2.22045e-16,0.979461,0.201159,0.254036,1.06811,0.327795,0.771977
200,448.342,1,13.5999,18.8958,24.3734,13.3665,2.22045e-16,0.984361,0.201159,0.258201,1.07726,0.321977,0.858499
201,451.035,1,13.5981,20.1354,24.5793,13.7625,2.22045e-16,0.948923,0.223513,0.262305,1.00392,0.317621,0.854257
202,449.712,1,13.5144,19.5394,25.0199,12.959,2.22045e-16,0.945208,0.223513,0.26249,0.927493,0.319305,0.888635
203,448.469,1,13.4645,19.7016,24.9405,13.4669,0.122266,0.880444,0.223513,0.251831,1.04786,0.29883,0.82323
204,452.344,1,13.5507,21.051,25.1122,13.7932,2.22045e-16,0.959561,0.223513,0.263597,1.05462,0.300136,0.823298
205,453.016,1,13.4976,22.2684,24.7465,14.9813,0.0594872,0.913588,0.223513,0.261762,1.15069,0.298784,0.847094
206,462.236,1,13.5323,19.8633,24.878,14.2504,2.22045e-16,0.995544,0.223513,0.255327,1.23321,0.284606,0.851827
207,469.338,1,13.5637,18.8391,24.6511,14.8482,2.22045e-16,1.01462,0.223513,0.256485,1.20839,0.296643,0.941894
208,462.87,1,13.3555,22.5553,24.539,14.9653,2.22045e-16,0.98111,0.223513,0.25612,1.16981,0.297334,0.934484
209,463.929,1,13.4688,22.9502,24.6102,14.0516,2.22045e-16,1.0119,0.223513,0.26165,1.05702,0.286449,0.913697
210,470.614,1,13.5179,21.5758,24.6392,13.8062,0.00935998,1.02316,0.223513,0.250937,1.12354,0.287827,1.03117
211,465.858,1,13.4059,22.1648,24.5798,13.4529,2.22045e-16,1.0127,0.223513,0.261195,1.07721,0.288664,0.946025
212,452.679,1,13.3447,24.3406,24.295,14.3599,0.0976395,0.914874,0.223513,0.265218,1.05515,0.291685,0.79176
213,444.764,1,13.4636,24.1228,24.1582,14.5587,2.22045e-16,0.946809,0.223513,0.262952,0.94034,0.302839,0.768856
214,444.749,1,13.4539,24.6514,24.3432,13.0573,0.125798,0.890411,0.223513,0.257101,0.900826,0.312642,0.741697
215,442.626,1,13.4702,23.1211,24.0481,13.9359,2.22045e-16,0.941894,0.223513,0.255433,0.90114,0.308386,0.7834
216,448.405,1,13.6378,22.2648,24.2887,12.8917,2.22045e-16,0.98949,0.223513,0.255873,0.887056,0.298378,0.757957
217,447.338,1,13.4929,23.9955,24.2866,13.308,2.22045e-16,0.964591,0.223513,0.25526,0.919183,0.3025,0.792811
