parameter,value
Cl_pop,13.4634505251678
V1_pop,22.8351292480845
beta_V1_ANTU_1,2.81818254307411
beta_V1_logtCLCRMLMIN,-3.31678828241046
beta_V1_logtPROGDL,-1.65437139200556
beta_V1_logtRAN,-1.08668445653529
Q_pop,23.4
beta_Q_LMP_1,0.935710617041376
beta_Q_logtAGEA,1.61873694416715
beta_Q_logtALBGDL,18.5274889239955
beta_Q_logtPROGDL,-18.1749155607168
V2_pop,2.66362505289443
beta_V2_SEXF_1,4.74432157181693
beta_V2_logtHCM,39.1952588859482
beta_V2_logtRAL,0.236796993823172
omega_Cl,0.257593322857389
omega_V1,2.72376244159563
omega_Q,4.94963246668119e-8
omega_V2,2.13798176487308e-8
a,1.34627575306698
b,0.0441177344077874
