parameter,value,se_sa,rse_sa
Cl_pop,20.6002862266875,4.06114916842195,19.7140424348122
beta_Cl_tSCRMGDL,-0.413500145949932,0.183378311791099,44.3478227486051
V1_pop,23.8185441776134,2.31550319199407,9.7214303893954
Q_pop,23.4,,
V2_pop,13.1864893258447,3.75756846761586,28.495594049064
omega_Cl,0.224497910489726,0.0430383382305814,19.1709304272348
omega_V1,0.300000145457391,0.0658072465493147,21.9357382140541
omega_Q,0.924117252724679,0.312589568479411,33.8257474966265
omega_V2,0.799324771874285,0.291129708129725,36.4219549266657
a,1.86144952507247,0.207402002573034,11.1419622063058
