parameter,value
Cl_pop,13.4726427496346
V1_pop,21.3239527869237
beta_V1_logtPROGDL,-2.00751870249372
beta_V1_logtSCRMGDL,0.713339931292881
Q_pop,23.4
beta_Q_logtIMCKGM2,4.40306753349488
V2_pop,9.21806897899796
beta_V2_SEXF_1,1.05870327768087
beta_V2_logtPROGDL,-1.42079840872988
omega_Cl,0.259561759583349
omega_V1,0.222308447177205
omega_Q,0.773864060092442
omega_V2,0.468633007543997
a,1.53516541945083
b,0.0334204091805812
