pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.40653,0.144957,-2.57189,0.0242522,-1.56348,0.0907279,All
-0.98495,0.463863,-2.38253,0.0121261,-1.15934,0.393154,All
-0.563369,0.695794,-2.19316,0.0727566,-0.7552,0.514125,All
-0.141788,0.20294,-2.00379,0.0545674,-0.351062,0.423397,All
0.279793,0.434871,-1.81442,0.0424413,0.053077,0.181456,All
0.701373,0.231931,-1.62505,0.0909457,0.457216,0.483882,All
1.12295,0.173948,-1.43568,0.121261,0.861354,0.302426,All
1.54453,0.0579828,-1.24632,0.187955,1.26549,0.0907279,All
1.96612,0.0579828,-1.05695,0.303152,1.66963,0.0907279,All
2.3877,0.144957,-0.86758,0.284963,2.07377,0.151213,All
,,-0.678212,0.394098,,,All
,,-0.488844,0.21827,,,All
,,-0.299476,0.321342,,,All
,,-0.110108,0.406224,,,All
,,0.0792605,0.460792,,,All
,,0.268629,0.375909,,,All
,,0.457997,0.406224,,,All
,,0.647365,0.388035,,,All
,,0.836733,0.284963,,,All
,,1.0261,0.224333,,,All
,,1.21547,0.163702,,,All
,,1.40484,0.224333,,,All
,,1.59421,0.121261,,,All
,,1.78357,0.109135,,,All
,,1.97294,0.0727566,,,All
,,2.16231,0.0181891,,,All
,,2.35168,0.0303152,,,All
,,2.54105,0.0181891,,,All
,,2.73041,0,,,All
,,2.91978,0.0242522,,,All
