parameter,value
Cl_pop,13.4952892929578
beta_Cl_logtCLCRMLMIN,-0.589762277348048
V1_pop,23.4731505314547
beta_V1_logtCLCRMLMIN,-3.29120471516554
Q_pop,23.4
beta_Q_LMP_1,0.92734235590325
beta_Q_logtAGEA,1.07460463997628
beta_Q_logtALBGDL,18.6699084731938
beta_Q_logtPROGDL,-18.7821370036138
V2_pop,3.22035102499882
beta_V2_SEXF_1,4.26183144265929
beta_V2_logtHCM,32.5843215388337
omega_Cl,0.296138636548867
omega_V1,0.274228260244413
omega_Q,6.66684802672854e-8
omega_V2,1.68560421004571e-8
a,1.42812220503334
b,0.0423466836116385
