parameter,value,se_sa,rse_sa
Cl_pop,20.6,4.05597634828567,19.6892055742023
beta_Cl_tSCRMGDL,-0.597519811543483,0.206199176108678,34.5091781268365
V1_pop,23.8,2.56846645019732,10.7918758411652
Q_pop,23.4,,
V2_pop,13.3,4.77598437335699,35.9096569425338
omega_Cl,0.224,0.0581843211327425,25.9751433628315
omega_V1,0.299,0.0913173787786144,30.5409293573961
omega_Q,0.946,0.502793460010819,53.149414377465
omega_V2,0.795,0.24926526537001,31.3541214301899
a,1.86,0.20977830054373,11.2784032550393
