pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
-4,0,-4,0,-4,0,All
-1.64694,0.0111111,-3.01608,0.00111111,-1.84186,0.0111111,All
-1.53728,0.0222222,-2.45773,0.00222222,-1.76829,0.0222222,All
-1.29363,0.0333333,-2.39788,0.00333333,-1.45659,0.0333333,All
-1.28568,0.0444444,-2.36017,0.00444444,-1.39744,0.0444444,All
-1.24408,0.0555556,-2.33498,0.00555556,-1.34256,0.0555556,All
-1.15489,0.0666667,-2.30945,0.00666667,-1.24292,0.0666667,All
-1.1253,0.0777778,-2.25422,0.00777778,-1.18306,0.0777778,All
-1.03516,0.0888889,-2.21222,0.00888889,-1.09394,0.0888889,All
-1.02514,0.1,-2.19589,0.01,-1.08768,0.1,All
-1.01679,0.111111,-2.17749,0.0111111,-1.07359,0.111111,All
-0.996851,0.122222,-2.17403,0.0122222,-1.04894,0.122222,All
-0.974508,0.133333,-2.16857,0.0133333,-1.02118,0.133333,All
-0.969601,0.144444,-2.16406,0.0144444,-0.99915,0.144444,All
-0.969041,0.155556,-2.09242,0.0155556,-0.996977,0.155556,All
-0.966645,0.166667,-2.05638,0.0166667,-0.991974,0.166667,All
-0.860318,0.177778,-2.05277,0.0177778,-0.875554,0.177778,All
-0.852338,0.188889,-2.00578,0.0188889,-0.861465,0.188889,All
-0.840235,0.2,-2.00477,0.02,-0.843131,0.2,All
-0.836448,0.211111,-2.00365,0.0211111,-0.836563,0.211111,All
-0.83644,0.222222,-1.98537,0.0222222,-0.78813,0.222222,All
-0.812648,0.233333,-1.98267,0.0233333,-0.779761,0.233333,All
-0.811058,0.244444,-1.97827,0.0244444,-0.752743,0.244444,All
-0.788076,0.255556,-1.95731,0.0255556,-0.741803,0.255556,All
-0.785261,0.266667,-1.94217,0.0266667,-0.731523,0.266667,All
-0.772013,0.277778,-1.93953,0.0277778,-0.729968,0.277778,All
-0.755093,0.288889,-1.93318,0.0288889,-0.729874,0.288889,All
-0.746907,0.3,-1.91038,0.03,-0.716234,0.3,All
-0.736843,0.311111,-1.90667,0.0311111,-0.701974,0.311111,All
-0.715723,0.322222,-1.86469,0.0322222,-0.691909,0.322222,All
-0.674855,0.333333,-1.80611,0.0333333,-0.635505,0.333333,All
-0.668474,0.344444,-1.79397,0.0344444,-0.613443,0.344444,All
-0.640859,0.355556,-1.78447,0.0355556,-0.605269,0.355556,All
-0.609296,0.366667,-1.77746,0.0366667,-0.562699,0.366667,All
-0.609215,0.377778,-1.76753,0.0377778,-0.522617,0.377778,All
-0.56309,0.388889,-1.76569,0.0388889,-0.49526,0.388889,All
-0.544739,0.4,-1.76531,0.04,-0.441315,0.4,All
-0.536363,0.411111,-1.73546,0.0411111,-0.431053,0.411111,All
-0.529642,0.422222,-1.67823,0.0422222,-0.411888,0.422222,All
-0.520127,0.433333,-1.67405,0.0433333,-0.387907,0.433333,All
-0.486322,0.444444,-1.66641,0.0444444,-0.367365,0.444444,All
-0.478043,0.455556,-1.66468,0.0455556,-0.35821,0.455556,All
-0.419888,0.466667,-1.66055,0.0466667,-0.327743,0.466667,All
-0.382963,0.477778,-1.65792,0.0477778,-0.262903,0.477778,All
-0.348533,0.488889,-1.65661,0.0488889,-0.260281,0.488889,All
-0.340016,0.5,-1.6478,0.05,-0.222661,0.5,All
-0.307984,0.511111,-1.64227,0.0511111,-0.190921,0.511111,All
-0.271797,0.522222,-1.62435,0.0522222,-0.163555,0.522222,All
-0.224473,0.533333,-1.61986,0.0533333,-0.147644,0.533333,All
-0.206891,0.544444,-1.61472,0.0544444,-0.131832,0.544444,All
-0.180814,0.555556,-1.61094,0.0555556,-0.0821805,0.555556,All
-0.0957582,0.566667,-1.6035,0.0566667,-0.0282025,0.566667,All
-0.0325171,0.577778,-1.57873,0.0577778,0.130183,0.577778,All
-0.0177084,0.588889,-1.57528,0.0588889,0.147089,0.588889,All
0.0639866,0.6,-1.55566,0.06,0.171206,0.6,All
0.074924,0.611111,-1.54885,0.0611111,0.199906,0.611111,All
0.0839741,0.622222,-1.53403,0.0622222,0.200559,0.622222,All
0.127757,0.633333,-1.52511,0.0633333,0.206876,0.633333,All
0.154478,0.644444,-1.51059,0.0644444,0.238943,0.644444,All
0.202406,0.655556,-1.49996,0.0655556,0.251546,0.655556,All
0.215985,0.666667,-1.49596,0.0666667,0.366568,0.666667,All
0.222771,0.677778,-1.49505,0.0677778,0.397794,0.677778,All
0.310747,0.688889,-1.48273,0.0688889,0.467038,0.688889,All
0.334758,0.7,-1.48086,0.07,0.474858,0.7,All
0.398075,0.711111,-1.47682,0.0711111,0.49534,0.711111,All
0.422542,0.722222,-1.47268,0.0722222,0.517319,0.722222,All
0.521155,0.733333,-1.44869,0.0733333,0.610613,0.733333,All
0.547389,0.744444,-1.44664,0.0744444,0.623139,0.744444,All
0.553357,0.755556,-1.44521,0.0755556,0.624281,0.755556,All
0.582478,0.766667,-1.41134,0.0766667,0.641411,0.766667,All
0.610903,0.777778,-1.40523,0.0777778,0.641471,0.777778,All
0.631003,0.788889,-1.39835,0.0788889,0.691753,0.788889,All
0.79394,0.8,-1.39442,0.08,0.842724,0.8,All
0.923872,0.811111,-1.39343,0.0811111,0.924768,0.811111,All
0.973249,0.822222,-1.38743,0.0822222,0.954397,0.822222,All
0.981016,0.833333,-1.37249,0.0833333,1.01208,0.833333,All
1.14821,0.844444,-1.37138,0.0844444,1.05227,0.844444,All
1.21233,0.855556,-1.36794,0.0855556,1.16913,0.855556,All
1.28508,0.866667,-1.36711,0.0866667,1.24136,0.866667,All
1.29193,0.877778,-1.36152,0.0877778,1.24932,0.877778,All
1.37799,0.888889,-1.35186,0.0888889,1.34535,0.888889,All
1.38762,0.9,-1.35088,0.09,1.36701,0.9,All
1.53598,0.911111,-1.34443,0.0911111,1.41847,0.911111,All
1.62236,0.922222,-1.33607,0.0922222,1.50644,0.922222,All
1.73245,0.933333,-1.32464,0.0933333,1.57442,0.933333,All
1.89509,0.944444,-1.31698,0.0944444,1.71406,0.944444,All
2.19617,0.955556,-1.27214,0.0955556,1.93991,0.955556,All
2.23741,0.966667,-1.27054,0.0966667,1.99112,0.966667,All
2.55091,0.977778,-1.2627,0.0977778,2.06451,0.977778,All
2.69047,0.988889,-1.24759,0.0988889,2.27613,0.988889,All
3.22047,1,-1.23985,0.1,2.60808,1,All
4,1,-1.23288,0.101111,4,1,All
,,-1.23154,0.102222,,,All
,,-1.22246,0.103333,,,All
,,-1.21558,0.104444,,,All
,,-1.21182,0.105556,,,All
,,-1.21088,0.106667,,,All
,,-1.20833,0.107778,,,All
,,-1.20366,0.108889,,,All
,,-1.20224,0.11,,,All
,,-1.19657,0.111111,,,All
,,-1.19123,0.112222,,,All
,,-1.1869,0.113333,,,All
,,-1.16694,0.114444,,,All
,,-1.16549,0.115556,,,All
,,-1.1604,0.116667,,,All
,,-1.15731,0.117778,,,All
,,-1.15211,0.118889,,,All
,,-1.14946,0.12,,,All
,,-1.14365,0.121111,,,All
,,-1.14141,0.122222,,,All
,,-1.14045,0.123333,,,All
,,-1.13842,0.124444,,,All
,,-1.13473,0.125556,,,All
,,-1.13275,0.126667,,,All
,,-1.12587,0.127778,,,All
,,-1.12442,0.128889,,,All
,,-1.12321,0.13,,,All
,,-1.11082,0.131111,,,All
,,-1.10617,0.132222,,,All
,,-1.10032,0.133333,,,All
,,-1.09814,0.134444,,,All
,,-1.09215,0.135556,,,All
,,-1.08178,0.136667,,,All
,,-1.08139,0.137778,,,All
,,-1.07531,0.138889,,,All
,,-1.06702,0.14,,,All
,,-1.03756,0.141111,,,All
,,-1.03342,0.142222,,,All
,,-1.02727,0.143333,,,All
,,-1.02523,0.144444,,,All
,,-1.02111,0.145556,,,All
,,-1.01912,0.146667,,,All
,,-1.00983,0.147778,,,All
,,-0.999302,0.148889,,,All
,,-0.991767,0.15,,,All
,,-0.991191,0.151111,,,All
,,-0.987974,0.152222,,,All
,,-0.985515,0.153333,,,All
,,-0.976348,0.154444,,,All
,,-0.974691,0.155556,,,All
,,-0.968462,0.156667,,,All
,,-0.965473,0.157778,,,All
,,-0.964598,0.158889,,,All
,,-0.951749,0.16,,,All
,,-0.950823,0.161111,,,All
,,-0.948604,0.162222,,,All
,,-0.947626,0.163333,,,All
,,-0.944703,0.164444,,,All
,,-0.940577,0.165556,,,All
,,-0.938093,0.166667,,,All
,,-0.913064,0.167778,,,All
,,-0.912527,0.168889,,,All
,,-0.908486,0.17,,,All
,,-0.907034,0.171111,,,All
,,-0.907013,0.172222,,,All
,,-0.906277,0.173333,,,All
,,-0.897663,0.174444,,,All
,,-0.895303,0.175556,,,All
,,-0.892949,0.176667,,,All
,,-0.884598,0.177778,,,All
,,-0.878845,0.178889,,,All
,,-0.874968,0.18,,,All
,,-0.870627,0.181111,,,All
,,-0.869545,0.182222,,,All
,,-0.867783,0.183333,,,All
,,-0.861407,0.184444,,,All
,,-0.861361,0.185556,,,All
,,-0.856789,0.186667,,,All
,,-0.85311,0.187778,,,All
,,-0.844976,0.188889,,,All
,,-0.843382,0.19,,,All
,,-0.826888,0.191111,,,All
,,-0.826175,0.192222,,,All
,,-0.8259,0.193333,,,All
,,-0.824527,0.194444,,,All
,,-0.81569,0.195556,,,All
,,-0.814525,0.196667,,,All
,,-0.81156,0.197778,,,All
,,-0.806235,0.198889,,,All
,,-0.804266,0.2,,,All
,,-0.801841,0.201111,,,All
,,-0.795593,0.202222,,,All
,,-0.7938,0.203333,,,All
,,-0.789339,0.204444,,,All
,,-0.786178,0.205556,,,All
,,-0.785151,0.206667,,,All
,,-0.777693,0.207778,,,All
,,-0.76482,0.208889,,,All
,,-0.7516,0.21,,,All
,,-0.748519,0.211111,,,All
,,-0.744799,0.212222,,,All
,,-0.739187,0.213333,,,All
,,-0.738126,0.214444,,,All
,,-0.737982,0.215556,,,All
,,-0.736553,0.216667,,,All
,,-0.734896,0.217778,,,All
,,-0.730235,0.218889,,,All
,,-0.725546,0.22,,,All
,,-0.712822,0.221111,,,All
,,-0.71209,0.222222,,,All
,,-0.699435,0.223333,,,All
,,-0.698855,0.224444,,,All
,,-0.694271,0.225556,,,All
,,-0.69286,0.226667,,,All
,,-0.686909,0.227778,,,All
,,-0.685026,0.228889,,,All
,,-0.682846,0.23,,,All
,,-0.674091,0.231111,,,All
,,-0.672585,0.232222,,,All
,,-0.667371,0.233333,,,All
,,-0.663976,0.234444,,,All
,,-0.662385,0.235556,,,All
,,-0.656265,0.236667,,,All
,,-0.6541,0.237778,,,All
,,-0.650762,0.238889,,,All
,,-0.648984,0.24,,,All
,,-0.648175,0.241111,,,All
,,-0.641194,0.242222,,,All
,,-0.639019,0.243333,,,All
,,-0.635246,0.244444,,,All
,,-0.631736,0.245556,,,All
,,-0.630784,0.246667,,,All
,,-0.629007,0.247778,,,All
,,-0.62417,0.248889,,,All
,,-0.619089,0.25,,,All
,,-0.615867,0.251111,,,All
,,-0.610981,0.252222,,,All
,,-0.610109,0.253333,,,All
,,-0.606942,0.254444,,,All
,,-0.60447,0.255556,,,All
,,-0.602056,0.256667,,,All
,,-0.601746,0.257778,,,All
,,-0.598888,0.258889,,,All
,,-0.597166,0.26,,,All
,,-0.595531,0.261111,,,All
,,-0.591299,0.262222,,,All
,,-0.590106,0.263333,,,All
,,-0.585787,0.264444,,,All
,,-0.582964,0.265556,,,All
,,-0.580559,0.266667,,,All
,,-0.580126,0.267778,,,All
,,-0.565425,0.268889,,,All
,,-0.561718,0.27,,,All
,,-0.560182,0.271111,,,All
,,-0.559326,0.272222,,,All
,,-0.558093,0.273333,,,All
,,-0.555539,0.274444,,,All
,,-0.554888,0.275556,,,All
,,-0.550356,0.276667,,,All
,,-0.548038,0.277778,,,All
,,-0.546234,0.278889,,,All
,,-0.543194,0.28,,,All
,,-0.538453,0.281111,,,All
,,-0.534888,0.282222,,,All
,,-0.533564,0.283333,,,All
,,-0.530659,0.284444,,,All
,,-0.528627,0.285556,,,All
,,-0.527181,0.286667,,,All
,,-0.515975,0.287778,,,All
,,-0.514146,0.288889,,,All
,,-0.513319,0.29,,,All
,,-0.504809,0.291111,,,All
,,-0.503974,0.292222,,,All
,,-0.503265,0.293333,,,All
,,-0.493439,0.294444,,,All
,,-0.493037,0.295556,,,All
,,-0.487007,0.296667,,,All
,,-0.474681,0.297778,,,All
,,-0.47106,0.298889,,,All
,,-0.465578,0.3,,,All
,,-0.449214,0.301111,,,All
,,-0.446023,0.302222,,,All
,,-0.445461,0.303333,,,All
,,-0.441093,0.304444,,,All
,,-0.436952,0.305556,,,All
,,-0.430912,0.306667,,,All
,,-0.429491,0.307778,,,All
,,-0.425534,0.308889,,,All
,,-0.423911,0.31,,,All
,,-0.418171,0.311111,,,All
,,-0.41361,0.312222,,,All
,,-0.404796,0.313333,,,All
,,-0.399535,0.314444,,,All
,,-0.397522,0.315556,,,All
,,-0.387125,0.316667,,,All
,,-0.386665,0.317778,,,All
,,-0.382772,0.318889,,,All
,,-0.373039,0.32,,,All
,,-0.371912,0.321111,,,All
,,-0.36829,0.322222,,,All
,,-0.35921,0.323333,,,All
,,-0.357734,0.324444,,,All
,,-0.354566,0.325556,,,All
,,-0.347471,0.326667,,,All
,,-0.345557,0.327778,,,All
,,-0.343289,0.328889,,,All
,,-0.34162,0.33,,,All
,,-0.34046,0.331111,,,All
,,-0.338489,0.332222,,,All
,,-0.337941,0.333333,,,All
,,-0.330963,0.334444,,,All
,,-0.329849,0.335556,,,All
,,-0.327938,0.336667,,,All
,,-0.324918,0.337778,,,All
,,-0.32161,0.338889,,,All
,,-0.313174,0.34,,,All
,,-0.302003,0.341111,,,All
,,-0.299943,0.342222,,,All
,,-0.299704,0.343333,,,All
,,-0.291079,0.344444,,,All
,,-0.282401,0.345556,,,All
,,-0.28215,0.346667,,,All
,,-0.281304,0.347778,,,All
,,-0.278479,0.348889,,,All
,,-0.274979,0.35,,,All
,,-0.274038,0.351111,,,All
,,-0.270014,0.352222,,,All
,,-0.267592,0.353333,,,All
,,-0.267561,0.354444,,,All
,,-0.267317,0.355556,,,All
,,-0.266091,0.356667,,,All
,,-0.259639,0.357778,,,All
,,-0.255765,0.358889,,,All
,,-0.25501,0.36,,,All
,,-0.254802,0.361111,,,All
,,-0.247377,0.362222,,,All
,,-0.247085,0.363333,,,All
,,-0.242721,0.364444,,,All
,,-0.241574,0.365556,,,All
,,-0.240182,0.366667,,,All
,,-0.240025,0.367778,,,All
,,-0.237848,0.368889,,,All
,,-0.237791,0.37,,,All
,,-0.234061,0.371111,,,All
,,-0.233097,0.372222,,,All
,,-0.232811,0.373333,,,All
,,-0.228225,0.374444,,,All
,,-0.227509,0.375556,,,All
,,-0.227349,0.376667,,,All
,,-0.224398,0.377778,,,All
,,-0.221721,0.378889,,,All
,,-0.215391,0.38,,,All
,,-0.213588,0.381111,,,All
,,-0.213434,0.382222,,,All
,,-0.213196,0.383333,,,All
,,-0.20901,0.384444,,,All
,,-0.20812,0.385556,,,All
,,-0.207939,0.386667,,,All
,,-0.206992,0.387778,,,All
,,-0.201643,0.388889,,,All
,,-0.201365,0.39,,,All
,,-0.197717,0.391111,,,All
,,-0.195597,0.392222,,,All
,,-0.190844,0.393333,,,All
,,-0.186234,0.394444,,,All
,,-0.18561,0.395556,,,All
,,-0.184194,0.396667,,,All
,,-0.178681,0.397778,,,All
,,-0.172706,0.398889,,,All
,,-0.172095,0.4,,,All
,,-0.17034,0.401111,,,All
,,-0.169773,0.402222,,,All
,,-0.169452,0.403333,,,All
,,-0.169003,0.404444,,,All
,,-0.164269,0.405556,,,All
