pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.40357,0.125552,-2.91507,0.0056835,-1.61936,0.109864,All
-0.916827,0.627759,-2.71306,0,-1.17437,0.302127,All
-0.430087,0.477097,-2.51104,0.0056835,-0.729375,0.521855,All
0.0566537,0.301324,-2.30903,0.034101,-0.284382,0.439457,All
0.543394,0.251103,-2.10702,0.045468,0.160612,0.274661,All
1.03013,0.150662,-1.905,0.0795689,0.605605,0.302127,All
1.51688,0.175772,-1.70299,0.119353,1.0506,0.219729,All
2.00362,0.075331,-1.50097,0.107986,1.49559,0.164796,All
2.49036,0.0502207,-1.29896,0.164821,1.94059,0.0823982,All
2.9771,0.0251103,-1.09694,0.198922,2.38558,0.0549322,All
,,-0.894929,0.272808,,,All
,,-0.692914,0.301225,,,All
,,-0.4909,0.278491,,,All
,,-0.288885,0.397845,,,All
,,-0.0868708,0.45468,,,All
,,0.115144,0.414895,,,All
,,0.317158,0.375111,,,All
,,0.519173,0.443313,,,All
,,0.721187,0.312592,,,All
,,0.923201,0.278491,,,All
,,1.12522,0.306909,,,All
,,1.32723,0.159138,,,All
,,1.52924,0.147771,,,All
,,1.73126,0.11367,,,All
,,1.93327,0.022734,,,All
,,2.13529,0.0284175,,,All
,,2.3373,0.022734,,,All
,,2.53932,0.011367,,,All
,,2.74133,0.0056835,,,All
,,2.94335,0.0056835,,,All
