time,median,p5,p15,p25,p35,p45,p55,p65,p75,p85,p95,split
2.22045e-16,4.18014e-14,1.22221e-14,2.29847e-14,3.0324e-14,3.53709e-14,3.96048e-14,4.38988e-14,4.83368e-14,5.40898e-14,6.29841e-14,8.41974e-14,All
3.08757e-16,5.68524e-14,2.96044e-14,3.89554e-14,4.43567e-14,4.94715e-14,5.43944e-14,5.92696e-14,6.55758e-14,7.37866e-14,8.56484e-14,1.16481e-13,All
4.29331e-16,7.7601e-14,4.28575e-14,5.33274e-14,6.09404e-14,6.77051e-14,7.40781e-14,8.1483e-14,9.03169e-14,1.01135e-13,1.18102e-13,1.5396e-13,All
5.96992e-16,1.0803e-13,6.08584e-14,7.58366e-14,8.56618e-14,9.47639e-14,1.03488e-13,1.12701e-13,1.23708e-13,1.38885e-13,1.6263e-13,2.11597e-13,All
8.30127e-16,1.49657e-13,8.6784e-14,1.06312e-13,1.18783e-13,1.31597e-13,1.4354e-13,1.56842e-13,1.71782e-13,1.93056e-13,2.25575e-13,2.94636e-13,All
1.15431e-15,2.08069e-13,1.22202e-13,1.48929e-13,1.66255e-13,1.82789e-13,1.98913e-13,2.17894e-13,2.39683e-13,2.69166e-13,3.13002e-13,4.0808e-13,All
1.60508e-15,2.88326e-13,1.70105e-13,2.06744e-13,2.31004e-13,2.53776e-13,2.76723e-13,3.01781e-13,3.32478e-13,3.74554e-13,4.33014e-13,5.63481e-13,All
2.23189e-15,4.01565e-13,2.38531e-13,2.88853e-13,3.21658e-13,3.52925e-13,3.85368e-13,4.20832e-13,4.65132e-13,5.19964e-13,6.04962e-13,7.87814e-13,All
3.10348e-15,5.58368e-13,3.31266e-13,4.01755e-13,4.47831e-13,4.9121e-13,5.35887e-13,5.84863e-13,6.44474e-13,7.20967e-13,8.39877e-13,1.094e-12,All
4.31544e-15,7.76669e-13,4.58639e-13,5.58125e-13,6.22969e-13,6.83422e-13,7.44333e-13,8.12731e-13,8.95364e-13,1.00422e-12,1.17214e-12,1.516e-12,All
6.00069e-15,1.0779e-12,6.41031e-13,7.76846e-13,8.64292e-13,9.4994e-13,1.03598e-12,1.13211e-12,1.24451e-12,1.40042e-12,1.62622e-12,2.11306e-12,All
8.34406e-15,1.5017e-12,8.88797e-13,1.08164e-12,1.20199e-12,1.32074e-12,1.43893e-12,1.5729e-12,1.73077e-12,1.94185e-12,2.26374e-12,2.94036e-12,All
1.16025e-14,2.08767e-12,1.23403e-12,1.50567e-12,1.67297e-12,1.83765e-12,1.99986e-12,2.18786e-12,2.40802e-12,2.70208e-12,3.14418e-12,4.09272e-12,All
1.61335e-14,2.90407e-12,1.71836e-12,2.09285e-12,2.32384e-12,2.55374e-12,2.78397e-12,3.0422e-12,3.34758e-12,3.75489e-12,4.37957e-12,5.68875e-12,All
2.24339e-14,4.03671e-12,2.39074e-12,2.90864e-12,3.23294e-12,3.55213e-12,3.87032e-12,4.22956e-12,4.65082e-12,5.22335e-12,6.08032e-12,7.90811e-12,All
3.11948e-14,5.60909e-12,3.3239e-12,4.04572e-12,4.49198e-12,4.9386e-12,5.38305e-12,5.88341e-12,6.46858e-12,7.25473e-12,8.45849e-12,1.09984e-11,All
