iteration,convergenceIndicator,phase,Cl_pop,V1_pop,V2_pop,a,b,beta_Cl_tSCRMGDL,omega_Cl,omega_Q,omega_V1,omega_V2
1,675.345,1,20.56,24.431,12.7157,1,0.3,-0.410671,1,1,1,1
2,666.319,1,20.4629,21.4011,13.0293,0.95,0.285,-0.420371,0.974679,1.03857,0.974679,0.974679
3,647.335,1,22.5779,20.4682,10.9683,0.9025,0.27075,-0.505687,0.95,1.01227,0.95,0.95
4,642.307,1,23.6721,22.423,9.88213,0.857375,0.257212,-0.546281,0.925945,0.986643,0.925945,0.925945
5,632.171,1,20.6942,19.4322,10.1644,0.814506,0.244352,-0.454665,0.9025,0.980908,0.9025,0.9025
6,612.569,1,21.2734,21.1464,10.4475,0.773781,0.232134,-0.485971,0.879648,0.956071,0.879648,0.879648
7,611.257,1,20.6638,21.198,9.88271,0.735092,0.220528,-0.467483,0.857375,0.931863,0.857375,0.857375
8,609.507,1,21.4736,20.1755,11.0654,0.698337,0.209501,-0.485468,0.835666,0.908268,0.835666,0.835666
9,601.668,1,24.7762,21.2245,9.90102,0.66342,0.199026,-0.622548,0.814506,0.890289,0.814506,0.814506
10,595.1,1,23.2882,20.3211,9.27951,0.630249,0.189075,-0.589957,0.793882,1.01097,0.793882,0.868667
11,598.147,1,20.5671,19.8617,10.2888,0.598737,0.179621,-0.474113,0.773781,0.997445,0.773781,0.846672
12,586.354,1,20.3234,19.8492,10.7106,0.5688,0.17064,-0.451355,0.754188,0.972189,0.754188,0.825233
13,571.467,1,19.2865,19.2751,11.2425,0.54036,0.162108,-0.404657,0.735092,0.95777,0.735092,0.804338
14,564.304,1,20.5696,19.9813,10.4032,0.513342,0.154003,-0.44858,0.716479,0.996008,0.716479,0.783972
15,548.034,1,20.4075,21.0739,10.8318,0.487675,0.146302,-0.443898,0.698337,0.970789,0.698337,0.764121
16,550.108,1,20.2451,22.2715,10.5929,0.463291,0.138987,-0.435782,0.680655,1.05192,0.680655,0.744773
17,553.636,1,19.3176,20.9153,11.0553,0.440127,0.132038,-0.395713,0.66342,1.04703,0.66342,0.725915
18,544.892,1,20.5111,21.4426,11.1665,0.41812,0.125436,-0.443346,0.646622,1.02052,0.646622,0.726467
19,532.299,1,19.9732,23.0267,10.8366,0.617662,0.11975,-0.421637,0.630249,1.03218,0.630249,0.742956
20,518.65,1,19.7265,22.8665,10.1565,0.586779,0.113763,-0.410665,0.614291,1.00605,0.614291,0.724143
21,507.763,1,20.4721,23.1624,10.725,0.55744,0.108075,-0.445183,0.598737,1.06779,0.598737,0.705808
22,501.499,1,19.6903,22.216,11.2431,0.529568,0.102671,-0.412041,0.583577,1.04075,0.583577,0.687936
23,510.248,1,20.132,21.7803,11.839,0.50309,0.0975374,-0.44009,0.5688,1.0144,0.5688,0.790156
24,496.011,1,20.406,21.9838,11.57,0.477935,0.0926605,-0.443952,0.554398,1.10309,0.554398,0.770149
25,489.907,1,20.9245,22.8263,11.5995,0.454038,0.0880275,-0.46383,0.54036,1.08327,0.54036,0.750648
26,491.671,1,21.1415,22.4347,10.7107,0.795086,0.0850625,-0.473708,0.526678,1.07081,0.526678,0.788511
27,492.855,1,20.7268,22.178,11.5629,0.909346,0.0807216,-0.454634,0.513342,1.04369,0.513342,0.888678
28,493.44,1,21.192,22.5937,10.5542,0.99092,0.0782034,-0.48023,0.500344,1.0203,0.500344,0.866176
29,493.355,1,21.012,22.6783,9.73813,1.09572,0.0735905,-0.476734,0.487675,0.994468,0.487675,0.876403
30,488.31,1,21.2443,22.4717,10.1453,1.15908,0.0694867,-0.481999,0.475327,0.969288,0.475327,0.854212
31,481.83,1,20.8272,22.4152,10.3484,1.10112,0.0660124,-0.469321,0.463291,0.944745,0.463291,0.832583
32,477.281,1,20.3859,22.7438,9.60593,1.13521,0.0632315,-0.445449,0.45156,0.971169,0.45156,0.839148
33,475.213,1,21.7281,22.5171,9.16569,1.18889,0.0581944,-0.502444,0.440127,1.03296,0.440127,0.869275
34,472.926,1,21.4549,23.183,9.49256,1.21919,0.0584698,-0.492422,0.428982,1.0068,0.428982,0.870269
35,473.307,1,20.8351,22.9991,9.73367,1.17369,0.0597839,-0.462816,0.41812,1.00844,0.41812,0.891295
36,477.048,1,21.7882,23.2244,8.86637,1.34024,0.0570518,-0.502774,0.407533,0.982908,0.407533,0.868727
37,471.158,1,22.2123,23.3835,9.18028,1.36662,0.0552987,-0.519513,0.397214,0.95802,0.397214,0.84673
38,466.939,1,21.4098,23.104,10.0907,1.28927,0.0574963,-0.49864,0.387157,0.933762,0.387157,0.829033
39,461.04,1,21.868,23.5785,9.08557,1.22887,0.0578083,-0.510953,0.377354,0.910119,0.377354,0.808055
40,458.496,1,20.3254,23.6836,9.53125,1.26911,0.0566798,-0.441335,0.367799,0.887074,0.367799,0.787594
41,457.579,1,21.7306,23.5257,9.3662,1.35206,0.052174,-0.510307,0.358486,0.864613,0.358486,0.863971
42,458.955,1,21.5869,23.3281,9.18144,1.32104,0.0560845,-0.499127,0.349409,0.84272,0.349409,0.842095
43,464.268,1,21.0044,23.7122,8.94002,1.32115,0.0604221,-0.463388,0.340562,0.847889,0.340562,0.820772
