pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.92839,0.0294858,-3.64652,0.0101453,-1.96222,0.027803,All
-1.51388,0.117943,-3.42018,0,-1.52262,0.111212,All
-1.09937,0.412801,-3.19384,0,-1.08302,0.389243,All
-0.684858,0.294858,-2.9675,0.0202906,-0.64342,0.333636,All
-0.270347,0.294858,-2.74116,0.00507265,-0.203819,0.417046,All
0.144165,0.619202,-2.51482,0.0355086,0.235781,0.472652,All
0.558677,0.294858,-2.28847,0.0253633,0.675381,0.250227,All
0.973189,0.324344,-2.06213,0.0557992,1.11498,0.27803,All
1.3877,0.147429,-1.83579,0.0811624,1.55458,0.139015,All
1.80221,0.117943,-1.60945,0.136962,1.99418,0.0834091,All
,,-1.38311,0.101453,,,All
,,-1.15677,0.192761,,,All
,,-0.930429,0.228269,,,All
,,-0.704088,0.223197,,,All
,,-0.477747,0.339868,,,All
,,-0.251406,0.385521,,,All
,,-0.0250655,0.476829,,,All
,,0.201275,0.400739,,,All
,,0.427616,0.451466,,,All
,,0.653957,0.471757,,,All
,,0.880298,0.284068,,,All
,,1.10664,0.182615,,,All
,,1.33298,0.162325,,,All
,,1.55932,0.101453,,,All
,,1.78566,0.0608718,,,All
,,2.012,0.0456539,,,All
,,2.23834,0.0202906,,,All
,,2.46468,0.0355086,,,All
,,2.69102,0.0253633,,,All
,,2.91737,0.00507265,,,All
