parameter,value
Cl_pop,13.4707512901054
V1_pop,23.2530477308402
beta_V1_logtCLCRMLMIN,-3.17715563209542
beta_V1_logtHCM,-3.55028300876425
Q_pop,23.4
beta_Q_LMP_1,0.938824084871812
beta_Q_logtAGEA,1.52134261894385
beta_Q_logtALBGDL,18.6478922500426
beta_Q_logtPROGDL,-18.3149667281184
V2_pop,3.20442273525035
beta_V2_SEXF_1,4.2807179599166
beta_V2_logtHCM,34.0901705404742
omega_Cl,0.255857737759158
omega_V1,0.383984269960927
omega_Q,1.87771682870041e-8
omega_V2,6.21918861752141e-8
a,1.42900065841973
b,0.0415352439017261
