time,median,p5,p15,p25,p35,p45,p55,p65,p75,p85,p95,split
2.22045e-16,4.18818e-14,1.24384e-14,2.31405e-14,3.025e-14,3.53412e-14,3.96069e-14,4.40269e-14,4.84152e-14,5.42597e-14,6.35045e-14,8.49217e-14,All
3.08757e-16,5.69093e-14,2.98549e-14,3.90702e-14,4.45341e-14,4.96523e-14,5.45186e-14,5.92873e-14,6.5559e-14,7.37181e-14,8.55426e-14,1.13815e-13,All
4.29331e-16,7.75436e-14,4.34549e-14,5.35964e-14,6.13075e-14,6.76639e-14,7.40289e-14,8.14767e-14,8.98802e-14,1.00496e-13,1.17259e-13,1.52162e-13,All
5.96992e-16,1.07797e-13,6.17388e-14,7.65414e-14,8.58525e-14,9.47509e-14,1.03214e-13,1.12445e-13,1.23175e-13,1.3818e-13,1.61096e-13,2.08199e-13,All
8.30127e-16,1.49295e-13,8.75329e-14,1.06471e-13,1.19287e-13,1.31364e-13,1.43003e-13,1.56175e-13,1.71433e-13,1.92572e-13,2.24556e-13,2.91403e-13,All
1.15431e-15,2.07732e-13,1.23733e-13,1.49543e-13,1.6678e-13,1.83392e-13,1.98937e-13,2.17346e-13,2.39145e-13,2.68105e-13,3.11285e-13,4.03562e-13,All
1.60508e-15,2.88918e-13,1.72351e-13,2.0853e-13,2.31835e-13,2.53834e-13,2.77228e-13,3.01244e-13,3.31593e-13,3.71752e-13,4.31718e-13,5.58658e-13,All
2.23189e-15,4.00291e-13,2.39984e-13,2.90481e-13,3.21903e-13,3.53115e-13,3.84214e-13,4.18649e-13,4.61262e-13,5.17129e-13,6.00026e-13,7.77985e-13,All
3.10348e-15,5.57571e-13,3.338e-13,4.0243e-13,4.48524e-13,4.92264e-13,5.35105e-13,5.82624e-13,6.41488e-13,7.1788e-13,8.33828e-13,1.07875e-12,All
4.31544e-15,7.75433e-13,4.64352e-13,5.62835e-13,6.23844e-13,6.83981e-13,7.4319e-13,8.10427e-13,8.89912e-13,9.97524e-13,1.15803e-12,1.50045e-12,All
6.00069e-15,1.07597e-12,6.47152e-13,7.82077e-13,8.6721e-13,9.516e-13,1.0335e-12,1.12723e-12,1.23692e-12,1.38977e-12,1.61198e-12,2.09573e-12,All
8.34406e-15,1.49582e-12,8.99003e-13,1.0882e-12,1.20759e-12,1.32034e-12,1.43606e-12,1.56681e-12,1.72082e-12,1.93317e-12,2.24521e-12,2.90887e-12,All
1.16025e-14,2.08448e-12,1.25194e-12,1.51408e-12,1.67515e-12,1.83809e-12,1.99887e-12,2.18e-12,2.39275e-12,2.68837e-12,3.11924e-12,4.04716e-12,All
1.61335e-14,2.89448e-12,1.73777e-12,2.10548e-12,2.335e-12,2.5541e-12,2.78091e-12,3.03183e-12,3.32686e-12,3.7396e-12,4.33495e-12,5.63338e-12,All
2.24339e-14,4.02337e-12,2.41869e-12,2.92745e-12,3.24123e-12,3.55218e-12,3.86608e-12,4.21662e-12,4.62536e-12,5.1988e-12,6.03213e-12,7.82827e-12,All
3.11948e-14,5.59679e-12,3.36369e-12,4.06931e-12,4.50533e-12,4.9394e-12,5.37726e-12,5.86061e-12,6.43085e-12,7.22562e-12,8.37835e-12,1.08864e-11,All
4.33768e-14,7.7843e-12,4.67643e-12,5.66101e-12,6.26569e-12,6.86839e-12,7.47637e-12,8.15005e-12,8.94093e-12,1.00565e-11,1.16653e-11,1.51275e-11,All
6.03162e-14,1.08259e-11,6.50071e-12,7.87094e-12,8.71209e-12,9.55379e-12,1.03903e-11,1.13334e-11,1.24344e-11,1.39757e-11,1.62127e-11,2.10347e-11,All
8.38706e-14,1.50521e-11,9.04095e-12,1.09489e-11,1.2118e-11,1.32775e-11,1.44488e-11,1.57593e-11,1.72917e-11,1.94418e-11,2.25431e-11,2.92466e-11,All
1.16623e-13,2.09215e-11,1.25747e-11,1.52202e-11,1.68483e-11,1.84617e-11,2.01001e-11,2.19234e-11,2.40468e-11,2.70322e-11,3.13259e-11,4.06553e-11,All
1.62167e-13,2.9097e-11,1.748e-11,2.11732e-11,2.34273e-11,2.56782e-11,2.79408e-11,3.04832e-11,3.34377e-11,3.75883e-11,4.35607e-11,5.65383e-11,All
2.25496e-13,4.04738e-11,2.4301e-11,2.9442e-11,3.25817e-11,3.57018e-11,3.88569e-11,4.23827e-11,4.64907e-11,5.22687e-11,6.06012e-11,7.86031e-11,All
