standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-1.90563,0.131294,-1.96907,0.0746581,-2.51229,0.0370963,-2.66618,0.0352879,All
-1.57754,0.109412,-1.58441,0.0933227,-2.12522,0.0370963,-2.25927,0.017644,All
-1.24944,0.306352,-1.19976,0.20531,-1.73814,0.0370963,-1.85236,0.0352879,All
-0.921346,0.328235,-0.815096,0.354626,-1.35107,0.204029,-1.44545,0.17644,All
-0.59325,0.437646,-0.430436,0.466613,-0.963995,0.222578,-1.03854,0.158796,All
-0.265155,0.196941,-0.0457768,0.391955,-0.576922,0.408059,-0.631634,0.26466,All
0.0629409,0.306352,0.338883,0.391955,-0.189848,0.537896,-0.224726,0.423455,All
0.391036,0.350117,0.723542,0.298633,0.197225,0.426607,0.182183,0.617539,All
0.719132,0.306352,1.1082,0.335962,0.584298,0.222578,0.589092,0.335235,All
1.04723,0.371999,1.49286,0.0933227,0.971372,0.222578,0.996001,0.229372,All
1.37532,0.240705,1.87752,0.0373291,1.35845,0.241126,1.40291,0.229372,All
1.70342,0.153176,2.26218,0.0373291,1.74552,0.129837,1.80982,0.0529319,All
2.03151,0.0437646,2.64684,0.0186645,2.13259,0.0556444,2.21673,0.0705759,All
