pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.46972,0.0852572,-2.63179,0.0169026,-1.68702,0.0863229,All
-1.03965,0.511543,-2.42801,0.0225367,-1.26226,0.230194,All
-0.609579,0.682058,-2.22423,0.0281709,-0.837496,0.546712,All
-0.179508,0.198934,-2.02044,0.0676102,-0.412735,0.489163,All
0.250563,0.369448,-1.81666,0.0732444,0.0120267,0.143872,All
0.680635,0.284191,-1.61288,0.118318,0.436788,0.489163,All
1.11071,0.142095,-1.4091,0.0957811,0.86155,0.287743,All
1.54078,0.0852572,-1.20531,0.197196,1.28631,0.0863229,All
1.97085,0.0568381,-1.00153,0.219733,1.71107,0.0863229,All
2.40092,0.142095,-0.797749,0.349319,2.13583,0.143872,All
,,-0.593967,0.383125,,,All
,,-0.390184,0.270441,,,All
,,-0.186402,0.338051,,,All
,,0.0173805,0.394393,,,All
,,0.221163,0.445101,,,All
,,0.424945,0.371856,,,All
,,0.628728,0.445101,,,All
,,0.83251,0.259172,,,All
,,1.03629,0.281709,,,All
,,1.24008,0.225367,,,All
,,1.44386,0.140855,,,All
,,1.64764,0.118318,,,All
,,1.85142,0.0845128,,,All
,,2.05521,0.0338051,,,All
,,2.25899,0.0394393,,,All
,,2.46277,0.0225367,,,All
,,2.66655,0.0112684,,,All
,,2.87034,0.00563418,,,All
,,3.07412,0.00563418,,,All
,,3.2779,0.00563418,,,All
