pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
-4,0,-4.48279,0.00111111,-4,0,All
-3.06853,0.0111111,-3.69031,0.00222222,-2.03113,0.0111111,All
-1.74741,0.0222222,-3.53927,0.00333333,-1.42918,0.0222222,All
-1.01188,0.0333333,-3.52128,0.00444444,-1.16169,0.0333333,All
-0.985623,0.0444444,-3.37583,0.00555556,-1.1577,0.0444444,All
-0.968695,0.0555556,-3.37472,0.00666667,-1.05595,0.0555556,All
-0.815046,0.0666667,-3.30643,0.00777778,-0.942181,0.0666667,All
-0.802895,0.0777778,-3.17116,0.00888889,-0.941536,0.0777778,All
-0.782428,0.0888889,-3.16623,0.01,-0.92354,0.0888889,All
-0.71933,0.1,-3.07794,0.0111111,-0.921719,0.1,All
-0.678187,0.111111,-2.9524,0.0122222,-0.872039,0.111111,All
-0.576892,0.122222,-2.91503,0.0133333,-0.849485,0.122222,All
-0.485847,0.133333,-2.88637,0.0144444,-0.824736,0.133333,All
-0.368702,0.144444,-2.79287,0.0155556,-0.778467,0.144444,All
-0.361526,0.155556,-2.57187,0.0166667,-0.754448,0.155556,All
-0.358986,0.166667,-2.36393,0.0177778,-0.67545,0.166667,All
-0.282413,0.177778,-2.32922,0.0188889,-0.672963,0.177778,All
-0.23363,0.188889,-2.2494,0.02,-0.654074,0.188889,All
-0.208863,0.2,-2.21998,0.0211111,-0.640648,0.2,All
-0.207015,0.211111,-1.99249,0.0222222,-0.625802,0.211111,All
-0.207004,0.222222,-1.95833,0.0233333,-0.618033,0.222222,All
-0.191922,0.233333,-1.8071,0.0244444,-0.56127,0.233333,All
-0.17905,0.244444,-1.79036,0.0255556,-0.519952,0.244444,All
-0.16333,0.255556,-1.74851,0.0266667,-0.374502,0.255556,All
-0.131571,0.266667,-1.73744,0.0277778,-0.367922,0.266667,All
-0.116195,0.277778,-1.70603,0.0288889,-0.348935,0.277778,All
-0.112311,0.288889,-1.67799,0.03,-0.307759,0.288889,All
-0.111493,0.3,-1.62838,0.0311111,-0.252638,0.3,All
-0.105688,0.311111,-1.61724,0.0322222,-0.226813,0.311111,All
-0.0920462,0.322222,-1.56836,0.0333333,-0.226572,0.322222,All
-0.0890017,0.333333,-1.55986,0.0344444,-0.22243,0.333333,All
-0.0744236,0.344444,-1.54392,0.0355556,-0.212615,0.344444,All
-0.0704274,0.355556,-1.51131,0.0366667,-0.180332,0.355556,All
-0.0676895,0.366667,-1.48711,0.0377778,-0.175974,0.366667,All
-0.0667616,0.377778,-1.4826,0.0388889,-0.152898,0.377778,All
-0.0626343,0.388889,-1.4821,0.04,-0.148878,0.388889,All
-0.0583223,0.4,-1.48033,0.0411111,-0.14604,0.4,All
-0.043481,0.411111,-1.47642,0.0422222,-0.127462,0.411111,All
-0.0310779,0.422222,-1.47622,0.0433333,-0.126013,0.422222,All
-0.0290097,0.433333,-1.46342,0.0444444,-0.120695,0.433333,All
-0.0228489,0.444444,-1.4615,0.0455556,-0.119369,0.444444,All
-0.00942758,0.455556,-1.45738,0.0466667,-0.102946,0.455556,All
-0.00524012,0.466667,-1.43259,0.0477778,-0.101914,0.466667,All
-0.00433962,0.477778,-1.43063,0.0488889,-0.0786675,0.477778,All
-0.00323246,0.488889,-1.42723,0.05,-0.0753927,0.488889,All
-0.00196115,0.5,-1.42005,0.0511111,-0.069746,0.5,All
-0.000468554,0.511111,-1.36887,0.0522222,-0.0694383,0.511111,All
0.00144534,0.522222,-1.34513,0.0533333,-0.0691331,0.522222,All
0.00146771,0.533333,-1.33756,0.0544444,-0.0532402,0.533333,All
0.00817565,0.544444,-1.32454,0.0555556,-0.0523036,0.544444,All
0.0121689,0.555556,-1.31799,0.0566667,-0.0478323,0.555556,All
0.0153693,0.566667,-1.30831,0.0577778,-0.0307254,0.566667,All
0.0164919,0.577778,-1.30811,0.0588889,-0.0277264,0.577778,All
0.0226766,0.588889,-1.29592,0.06,-0.0145113,0.588889,All
0.0230228,0.6,-1.27346,0.0611111,-0.0129653,0.6,All
0.0272495,0.611111,-1.269,0.0622222,-0.00945252,0.611111,All
0.0294249,0.622222,-1.26546,0.0633333,-0.00792901,0.622222,All
0.032427,0.633333,-1.26483,0.0644444,-0.004019,0.633333,All
0.0518863,0.644444,-1.23857,0.0655556,0.00482392,0.644444,All
0.0745215,0.655556,-1.23107,0.0666667,0.00863953,0.655556,All
0.0870593,0.666667,-1.23066,0.0677778,0.0159338,0.666667,All
0.108802,0.677778,-1.21747,0.0688889,0.0218128,0.677778,All
0.114389,0.688889,-1.18204,0.07,0.0237089,0.688889,All
0.131454,0.7,-1.17313,0.0711111,0.039948,0.7,All
0.140825,0.711111,-1.1689,0.0722222,0.0415741,0.711111,All
0.146839,0.722222,-1.16387,0.0733333,0.0475911,0.722222,All
0.170099,0.733333,-1.15874,0.0744444,0.0556798,0.733333,All
0.176489,0.744444,-1.15391,0.0755556,0.0753969,0.744444,All
0.184388,0.755556,-1.14841,0.0766667,0.0970965,0.755556,All
0.19256,0.766667,-1.13172,0.0777778,0.0998574,0.766667,All
0.206527,0.777778,-1.12324,0.0788889,0.123367,0.777778,All
0.214386,0.788889,-1.12154,0.08,0.124495,0.788889,All
0.24537,0.8,-1.09928,0.0811111,0.129583,0.8,All
0.264146,0.811111,-1.09,0.0822222,0.142854,0.811111,All
0.280635,0.822222,-1.07281,0.0833333,0.144926,0.822222,All
0.323026,0.833333,-1.03927,0.0844444,0.147859,0.833333,All
0.347239,0.844444,-1.02179,0.0855556,0.169677,0.844444,All
0.350546,0.855556,-1.02106,0.0866667,0.190221,0.855556,All
0.393454,0.866667,-1.02102,0.0877778,0.237634,0.866667,All
0.397632,0.877778,-1.02028,0.0888889,0.240919,0.877778,All
0.421054,0.888889,-1.01982,0.09,0.242829,0.888889,All
0.429068,0.9,-1.01776,0.0911111,0.256229,0.9,All
0.453955,0.911111,-1.01593,0.0922222,0.370916,0.911111,All
0.457916,0.922222,-1.01578,0.0933333,0.389616,0.922222,All
0.495873,0.933333,-1.01281,0.0944444,0.474825,0.933333,All
0.513165,0.944444,-1.00875,0.0955556,0.610093,0.944444,All
0.537086,0.955556,-1.00782,0.0966667,0.655572,0.955556,All
0.556211,0.966667,-1.00394,0.0977778,0.742223,0.966667,All
0.605145,0.977778,-0.965195,0.0988889,0.983,0.977778,All
0.623744,0.988889,-0.964487,0.1,1.46221,0.988889,All
0.708614,1,-0.962533,0.101111,1.52745,1,All
4,1,-0.957315,0.102222,4,1,All
,,-0.950225,0.103333,,,All
,,-0.947572,0.104444,,,All
,,-0.942601,0.105556,,,All
,,-0.93945,0.106667,,,All
,,-0.932898,0.107778,,,All
,,-0.925685,0.108889,,,All
,,-0.896215,0.11,,,All
,,-0.895886,0.111111,,,All
,,-0.890442,0.112222,,,All
,,-0.880003,0.113333,,,All
,,-0.876745,0.114444,,,All
,,-0.869136,0.115556,,,All
,,-0.860912,0.116667,,,All
,,-0.856577,0.117778,,,All
,,-0.856405,0.118889,,,All
,,-0.843095,0.12,,,All
,,-0.837919,0.121111,,,All
,,-0.83647,0.122222,,,All
,,-0.795842,0.123333,,,All
,,-0.783963,0.124444,,,All
,,-0.780028,0.125556,,,All
,,-0.748888,0.126667,,,All
,,-0.747327,0.127778,,,All
,,-0.733065,0.128889,,,All
,,-0.725314,0.13,,,All
,,-0.691471,0.131111,,,All
,,-0.673531,0.132222,,,All
,,-0.672851,0.133333,,,All
,,-0.671852,0.134444,,,All
,,-0.670234,0.135556,,,All
,,-0.662864,0.136667,,,All
,,-0.642814,0.137778,,,All
,,-0.642682,0.138889,,,All
,,-0.63806,0.14,,,All
,,-0.622124,0.141111,,,All
,,-0.60687,0.142222,,,All
,,-0.520485,0.143333,,,All
,,-0.51924,0.144444,,,All
,,-0.504625,0.145556,,,All
,,-0.499277,0.146667,,,All
,,-0.499061,0.147778,,,All
,,-0.486827,0.148889,,,All
,,-0.481717,0.15,,,All
,,-0.480019,0.151111,,,All
,,-0.479573,0.152222,,,All
,,-0.4744,0.153333,,,All
,,-0.473723,0.154444,,,All
,,-0.468997,0.155556,,,All
,,-0.448232,0.156667,,,All
,,-0.446761,0.157778,,,All
,,-0.438092,0.158889,,,All
,,-0.434471,0.16,,,All
,,-0.433251,0.161111,,,All
,,-0.426604,0.162222,,,All
,,-0.415262,0.163333,,,All
,,-0.399707,0.164444,,,All
,,-0.399434,0.165556,,,All
,,-0.388301,0.166667,,,All
,,-0.3858,0.167778,,,All
,,-0.385432,0.168889,,,All
,,-0.384934,0.17,,,All
,,-0.383567,0.171111,,,All
,,-0.383308,0.172222,,,All
,,-0.381667,0.173333,,,All
,,-0.380906,0.174444,,,All
,,-0.380272,0.175556,,,All
,,-0.376374,0.176667,,,All
,,-0.37393,0.177778,,,All
,,-0.365695,0.178889,,,All
,,-0.365133,0.18,,,All
,,-0.364097,0.181111,,,All
,,-0.360162,0.182222,,,All
,,-0.358524,0.183333,,,All
,,-0.356723,0.184444,,,All
,,-0.353466,0.185556,,,All
,,-0.348993,0.186667,,,All
,,-0.347497,0.187778,,,All
,,-0.346548,0.188889,,,All
,,-0.345853,0.19,,,All
,,-0.343533,0.191111,,,All
,,-0.342242,0.192222,,,All
,,-0.340416,0.193333,,,All
,,-0.340075,0.194444,,,All
,,-0.328309,0.195556,,,All
,,-0.326874,0.196667,,,All
,,-0.324044,0.197778,,,All
,,-0.323094,0.198889,,,All
,,-0.322498,0.2,,,All
,,-0.319589,0.201111,,,All
,,-0.312991,0.202222,,,All
,,-0.312659,0.203333,,,All
,,-0.311435,0.204444,,,All
,,-0.30854,0.205556,,,All
,,-0.308372,0.206667,,,All
,,-0.308079,0.207778,,,All
,,-0.30745,0.208889,,,All
,,-0.30737,0.21,,,All
,,-0.306426,0.211111,,,All
,,-0.306321,0.212222,,,All
,,-0.304888,0.213333,,,All
,,-0.304403,0.214444,,,All
,,-0.303726,0.215556,,,All
,,-0.30222,0.216667,,,All
,,-0.302069,0.217778,,,All
,,-0.296625,0.218889,,,All
,,-0.294324,0.22,,,All
,,-0.293604,0.221111,,,All
,,-0.293217,0.222222,,,All
,,-0.292394,0.223333,,,All
,,-0.291245,0.224444,,,All
,,-0.291062,0.225556,,,All
,,-0.290851,0.226667,,,All
,,-0.290156,0.227778,,,All
,,-0.289972,0.228889,,,All
,,-0.289902,0.23,,,All
,,-0.289541,0.231111,,,All
,,-0.289506,0.232222,,,All
,,-0.285565,0.233333,,,All
,,-0.276628,0.234444,,,All
,,-0.267151,0.235556,,,All
,,-0.255636,0.236667,,,All
,,-0.250651,0.237778,,,All
,,-0.248252,0.238889,,,All
,,-0.247377,0.24,,,All
