time,empiricalCdf,theoreticalCdf,piLower,piUpper,split
0.0618334,0.010989,0.011236,0,0.0444444,All
0.993431,0.032967,0.0227273,0,0.0666667,All
1.92503,0.032967,0.0449438,0.011236,0.0898876,All
2.85663,0.0769231,0.0674157,0.0333333,0.122222,All
3.78822,0.120879,0.1,0.0449438,0.155556,All
4.71982,0.164835,0.123596,0.0674157,0.179775,All
5.65142,0.186813,0.155556,0.1,0.213483,All
6.58302,0.208791,0.177778,0.122222,0.247191,All
7.51461,0.21978,0.209004,0.155556,0.277778,All
8.44621,0.241758,0.233333,0.177778,0.3,All
9.37781,0.285714,0.258427,0.2,0.322222,All
10.3094,0.285714,0.287356,0.222222,0.346571,All
11.241,0.340659,0.310728,0.244444,0.363636,All
12.1726,0.362637,0.333333,0.266667,0.382022,All
13.1042,0.384615,0.355556,0.292135,0.404494,All
14.0358,0.395604,0.366667,0.311111,0.426966,All
14.9674,0.395604,0.388889,0.329545,0.443182,All
15.899,0.406593,0.4,0.34638,0.455556,All
16.8306,0.417582,0.422222,0.366667,0.47191,All
17.7622,0.428571,0.438202,0.377778,0.488889,All
18.6938,0.43956,0.455556,0.4,0.5,All
19.6254,0.43956,0.47191,0.422222,0.511364,All
20.557,0.461538,0.488636,0.433333,0.531034,All
21.4886,0.483516,0.5,0.455556,0.539326,All
22.4202,0.505495,0.511111,0.466667,0.555556,All
23.3518,0.516484,0.522222,0.477778,0.566667,All
24.2834,0.516484,0.539326,0.488889,0.577778,All
25.215,0.56044,0.550562,0.5,0.595506,All
26.1466,0.56044,0.566667,0.516854,0.606742,All
27.0782,0.582418,0.577778,0.52809,0.617978,All
28.0098,0.582418,0.588889,0.539326,0.625,All
28.9414,0.604396,0.6,0.550562,0.636364,All
29.873,0.604396,0.611111,0.566667,0.647727,All
30.8046,0.626374,0.622222,0.573034,0.662921,All
31.7362,0.626374,0.633333,0.588889,0.670455,All
32.6678,0.648352,0.640449,0.6,0.677778,All
33.5993,0.659341,0.644444,0.608926,0.688889,All
34.5309,0.659341,0.655556,0.622222,0.7,All
35.4625,0.681319,0.666667,0.631273,0.711111,All
36.3941,0.692308,0.677778,0.640449,0.719101,All
37.3257,0.692308,0.688889,0.646086,0.730337,All
38.2573,0.692308,0.696629,0.655556,0.744444,All
39.1889,0.692308,0.707865,0.662921,0.752809,All
40.1205,0.692308,0.719101,0.674157,0.764045,All
41.0521,0.725275,0.730337,0.685393,0.775281,All
41.9837,0.725275,0.733333,0.688889,0.784091,All
42.9153,0.725275,0.744444,0.7,0.795455,All
43.8469,0.736264,0.755556,0.711111,0.806818,All
44.7785,0.769231,0.766667,0.722222,0.811111,All
45.7101,0.78022,0.777778,0.733333,0.822222,All
46.6417,0.802198,0.788889,0.744444,0.832397,All
47.5733,0.802198,0.797753,0.752809,0.844444,All
48.5049,0.802198,0.808989,0.764045,0.855556,All
49.4365,0.813187,0.818182,0.772727,0.866667,All
50.3681,0.813187,0.822222,0.777778,0.875,All
51.2997,0.824176,0.833333,0.786517,0.88764,All
52.2313,0.824176,0.844444,0.797753,0.893308,All
53.1629,0.835165,0.853933,0.8,0.9,All
54.0945,0.879121,0.865169,0.811111,0.910112,All
55.0261,0.879121,0.866667,0.820225,0.911111,All
55.9577,0.89011,0.877091,0.822222,0.922222,All
56.8893,0.89011,0.877778,0.833333,0.932584,All
57.8209,0.89011,0.888889,0.844444,0.933333,All
58.7525,0.901099,0.897727,0.853933,0.94382,All
59.6841,0.912088,0.9,0.855556,0.944444,All
60.6157,0.912088,0.910612,0.865918,0.955056,All
61.5473,0.912088,0.911111,0.876404,0.955556,All
62.4789,0.912088,0.922222,0.877778,0.965905,All
63.4105,0.912088,0.922222,0.88764,0.966667,All
64.3421,0.912088,0.932584,0.898302,0.966667,All
65.2737,0.934066,0.933333,0.899438,0.977528,All
66.2053,0.934066,0.94382,0.9,0.977653,All
67.1369,0.945055,0.944444,0.910112,0.977778,All
68.0685,0.956044,0.955056,0.915326,0.977778,All
69.0001,0.956044,0.955556,0.921348,0.9887,All
69.9317,0.967033,0.955556,0.922222,0.988889,All
70.8633,0.978022,0.966292,0.932584,0.988889,All
71.7949,0.978022,0.966667,0.933333,0.988889,All
72.7264,0.978022,0.966667,0.933333,0.988889,All
73.658,0.978022,0.977273,0.94382,0.988889,All
74.5896,0.978022,0.977528,0.944444,1,All
75.5212,0.978022,0.977778,0.944444,1,All
76.4528,0.978022,0.977778,0.954801,1,All
77.3844,0.978022,0.977778,0.955556,1,All
78.316,0.978022,0.988636,0.955556,1,All
79.2476,0.978022,0.988764,0.965909,1,All
80.1792,0.978022,0.988764,0.966292,1,All
81.1108,0.978022,0.988889,0.966667,1,All
82.0424,0.989011,0.988889,0.966667,1,All
82.974,0.989011,0.988889,0.977528,1,All
83.9056,0.989011,0.988889,0.977528,1,All
84.8372,0.989011,0.988889,0.977653,1,All
85.7688,0.989011,1,0.977778,1,All
86.7004,0.989011,1,0.977778,1,All
87.632,0.989011,1,0.988506,1,All
88.5636,0.989011,1,0.988636,1,All
89.4952,0.989011,1,0.988764,1,All
90.4268,0.989011,1,0.988889,1,All
91.3584,0.989011,1,0.988889,1,All
92.29,1,1,1,1,All
